bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
SKW Kelly,"Civil Service Cricket Club, Stormont",T20I,1,12,11.0,0,5,5.5,11.0,41.67
SKW Kelly,Sedgars Park,ODI,1,23,33.0,1,13,8.61,33.0,56.52
SKW Kelly,Willowmoore Park,ODI,2,57,37.0,1,34,3.89,37.0,59.65
SL Clephane,"Scott Page Field, Vinor",T20I,1,12,30.0,0,2,15.0,30.0,16.67
SL Gomez,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,1,6,15.0,0,1,15.0,15.0,16.67
SL Gomez,Asian Institute of Technology Ground,T20I,2,13,22.0,0,3,10.15,22.0,23.08
SL Gomez,"ICC Academy, Dubai",T20I,3,48,53.0,1,21,6.62,53.0,43.75
SL Kalis,La Manga Club Top Ground,T20I,3,63,47.0,4,32,4.48,11.75,50.79
SL Malinga,AMI Stadium,Test,1,145,78.0,2,102,3.23,39.0,70.34
SL Malinga,Adelaide Oval,ODI,5,293,231.0,12,163,4.73,19.25,55.63
SL Malinga,Adelaide Oval,T20I,2,49,72.0,3,18,8.82,24.0,36.73
SL Malinga,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,ODI,1,54,54.0,1,30,6.0,54.0,55.56
SL Malinga,Arun Jaitley Stadium,IPL,1,48,74.0,2,10,9.25,37.0,20.83
SL Malinga,Asgiriya Stadium,Test,3,426,264.0,6,296,3.72,44.0,69.48
SL Malinga,Barabati Stadium,IPL,1,22,30.0,1,11,8.18,30.0,50.0
SL Malinga,Barabati Stadium,ODI,1,57,56.0,0,36,5.89,56.0,63.16
SL Malinga,Basin Reserve,Test,2,413,254.0,9,291,3.69,28.22,70.46
SL Malinga,Bay Oval,ODI,2,122,123.0,4,52,6.05,30.75,42.62
SL Malinga,"Beausejour Stadium, Gros Islet",T20I,2,48,58.0,3,20,7.25,19.33,41.67
SL Malinga,Bellerive Oval,ODI,5,256,266.0,6,126,6.23,44.33,49.22
SL Malinga,Bellerive Oval,Test,1,301,217.0,2,192,4.33,108.5,63.79
SL Malinga,Boland Park,ODI,1,60,54.0,5,33,5.4,10.8,55.0
SL Malinga,Brabourne Stadium,IPL,5,116,117.0,8,51,6.05,14.62,43.97
SL Malinga,Brabourne Stadium,ODI,2,92,48.0,4,70,3.13,12.0,76.09
SL Malinga,"Brabourne Stadium, Mumbai",IPL,1,24,41.0,0,6,10.25,41.0,25.0
SL Malinga,"Brisbane Cricket Ground, Woolloongabba",ODI,5,234,230.0,7,129,5.9,32.86,55.13
SL Malinga,"Brisbane Cricket Ground, Woolloongabba",T20I,1,18,23.0,1,7,7.67,23.0,38.89
SL Malinga,Buffalo Park,IPL,2,96,106.0,4,38,6.62,26.5,39.58
SL Malinga,Buffalo Park,ODI,1,60,38.0,1,35,3.8,38.0,58.33
SL Malinga,Central Broward Regional Park Stadium Turf Ground,T20I,2,39,37.0,4,17,5.69,9.25,43.59
SL Malinga,Chevrolet Park,ODI,1,30,20.0,2,19,4.0,10.0,63.33
SL Malinga,County Ground,T20I,1,24,15.0,3,13,3.75,5.0,54.17
SL Malinga,De Beers Diamond Oval,ODI,1,60,57.0,1,27,5.7,57.0,45.0
SL Malinga,Dr DY Patil Sports Academy,IPL,4,118,119.0,12,61,6.05,9.92,51.69
SL Malinga,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,1,48,54.0,6,22,6.75,9.0,45.83
SL Malinga,Dubai International Cricket Stadium,IPL,3,70,79.0,2,29,6.77,39.5,41.43
SL Malinga,Dubai International Cricket Stadium,ODI,5,271,229.0,11,147,5.07,20.82,54.24
SL Malinga,Dubai International Cricket Stadium,T20I,2,52,56.0,4,20,6.46,14.0,38.46
SL Malinga,Eden Gardens,IPL,8,242,311.0,9,93,7.71,34.56,38.43
SL Malinga,Eden Gardens,ODI,1,56,75.0,0,16,8.04,75.0,28.57
SL Malinga,Eden Park,ODI,1,48,14.0,3,43,1.75,4.67,89.58
SL Malinga,Eden Park,T20I,2,42,39.0,2,25,5.57,19.5,59.52
SL Malinga,Edgbaston,ODI,1,55,50.0,3,24,5.45,16.67,43.64
SL Malinga,Edgbaston,Test,1,130,97.0,2,87,4.48,48.5,66.92
SL Malinga,Feroz Shah Kotla,IPL,7,189,209.0,19,92,6.63,11.0,48.68
SL Malinga,Galle International Stadium,ODI,2,74,68.0,1,45,5.51,68.0,60.81
SL Malinga,Galle International Stadium,Test,2,365,173.0,9,270,2.84,19.22,73.97
SL Malinga,Hagley Oval,ODI,1,63,84.0,0,19,8.0,84.0,30.16
SL Malinga,Headingley,ODI,4,229,210.0,10,121,5.5,21.0,52.84
SL Malinga,Himachal Pradesh Cricket Association Stadium,IPL,1,24,39.0,4,11,9.75,9.75,45.83
SL Malinga,Holkar Cricket Stadium,IPL,1,24,58.0,0,6,14.5,58.0,25.0
SL Malinga,Holkar Cricket Stadium,T20I,1,24,41.0,0,5,10.25,41.0,20.83
SL Malinga,John Davies Oval,ODI,1,36,44.0,0,22,7.33,44.0,61.11
SL Malinga,Kennington Oval,ODI,8,435,462.0,13,201,6.37,35.54,46.21
SL Malinga,Kennington Oval,T20I,2,40,52.0,4,19,7.8,13.0,47.5
SL Malinga,"Kensington Oval, Bridgetown",ODI,1,48,49.0,2,26,6.12,24.5,54.17
SL Malinga,"Kensington Oval, Bridgetown",T20I,2,48,68.0,3,13,8.5,22.67,27.08
SL Malinga,Khan Shaheb Osman Ali Stadium,ODI,2,119,110.0,6,54,5.55,18.33,45.38
SL Malinga,Kingsmead,IPL,3,144,118.0,12,80,4.92,9.83,55.56
SL Malinga,Kingsmead,ODI,1,60,68.0,1,22,6.8,68.0,36.67
SL Malinga,Lord's,ODI,3,175,132.0,9,97,4.53,14.67,55.43
SL Malinga,Lord's,T20I,3,70,50.0,7,38,4.29,7.14,54.29
SL Malinga,M Chinnaswamy Stadium,IPL,5,143,193.0,6,59,8.1,32.17,41.26
SL Malinga,M.Chinnaswamy Stadium,IPL,1,24,47.0,0,5,11.75,47.0,20.83
SL Malinga,MA Chidambaram Stadium,IPL,2,82,126.0,8,30,9.22,15.75,36.59
SL Malinga,"MA Chidambaram Stadium, Chepauk",IPL,3,118,116.0,8,52,5.9,14.5,44.07
SL Malinga,Madhavrao Scindia Cricket Ground,ODI,1,65,75.0,2,31,6.92,37.5,47.69
SL Malinga,Maharashtra Cricket Association Stadium,T20I,1,24,40.0,0,5,10.0,40.0,20.83
SL Malinga,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,14,643,665.0,17,316,6.21,39.12,49.14
SL Malinga,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",T20I,4,68,84.0,5,25,7.41,16.8,36.76
SL Malinga,McLean Park,ODI,1,61,66.0,2,32,6.49,33.0,52.46
SL Malinga,Melbourne Cricket Ground,ODI,6,348,276.0,11,197,4.76,25.09,56.61
SL Malinga,Melbourne Cricket Ground,T20I,3,66,77.0,3,22,7.0,25.67,33.33
SL Malinga,New Wanderers Stadium,IPL,1,38,48.0,0,20,7.58,48.0,52.63
SL Malinga,New Wanderers Stadium,ODI,3,175,207.0,4,77,7.1,51.75,44.0
SL Malinga,New Wanderers Stadium,T20I,4,80,92.0,9,31,6.9,10.22,38.75
SL Malinga,Newlands,IPL,1,48,30.0,6,30,3.75,5.0,62.5
SL Malinga,Newlands,ODI,1,36,22.0,1,25,3.67,22.0,69.44
SL Malinga,Newlands,T20I,2,36,33.0,3,18,5.5,11.0,50.0
SL Malinga,Old Trafford,ODI,3,136,136.0,3,69,6.0,45.33,50.74
SL Malinga,P Sara Oval,Test,4,702,478.0,13,473,4.09,36.77,67.38
SL Malinga,P Saravanamuttu Stadium,ODI,1,42,17.0,1,29,2.43,17.0,69.05
SL Malinga,Pallekele International Cricket Stadium,ODI,16,722,655.0,24,400,5.44,27.29,55.4
SL Malinga,Pallekele International Cricket Stadium,T20I,12,288,353.0,20,114,7.35,17.65,39.58
SL Malinga,Providence Stadium,ODI,2,87,88.0,6,52,6.07,14.67,59.77
SL Malinga,Providence Stadium,T20I,2,29,39.0,2,8,8.07,19.5,27.59
SL Malinga,Punjab Cricket Association IS Bindra Stadium,IPL,1,18,24.0,0,6,8.0,24.0,33.33
SL Malinga,"Punjab Cricket Association Stadium, Mohali",IPL,3,96,115.0,12,41,7.19,9.58,42.71
SL Malinga,"Punjab Cricket Association Stadium, Mohali",ODI,1,60,35.0,0,40,3.5,35.0,66.67
SL Malinga,"Punjab Cricket Association Stadium, Mohali",T20I,1,24,28.0,1,8,7.0,28.0,33.33
SL Malinga,"Queen's Park Oval, Port of Spain",ODI,6,240,183.0,10,156,4.57,18.3,65.0
SL Malinga,R Premadasa Stadium,ODI,26,1229,1029.0,48,725,5.02,21.44,58.99
SL Malinga,R Premadasa Stadium,T20I,12,286,394.0,16,106,8.27,24.62,37.06
SL Malinga,R.Premadasa Stadium,ODI,2,116,80.0,4,75,4.14,20.0,64.66
SL Malinga,R.Premadasa Stadium,Test,1,92,76.0,4,61,4.96,19.0,66.3
SL Malinga,"R.Premadasa Stadium, Khettarama",ODI,3,166,155.0,5,85,5.6,31.0,51.2
SL Malinga,"R.Premadasa Stadium, Khettarama",T20I,2,49,61.0,3,19,7.47,20.33,38.78
SL Malinga,Rajiv Gandhi International Stadium,IPL,1,48,98.0,4,14,12.25,24.5,29.17
SL Malinga,"Rajiv Gandhi International Stadium, Uppal",IPL,6,162,148.0,11,72,5.48,13.45,44.44
SL Malinga,Rangiri Dambulla International Stadium,ODI,18,878,719.0,28,505,4.91,25.68,57.52
SL Malinga,Riverside Ground,ODI,4,206,169.0,8,121,4.92,21.12,58.74
SL Malinga,"Sabina Park, Kingston",ODI,3,132,95.0,3,82,4.32,31.67,62.12
SL Malinga,Sardar Patel Stadium,Test,1,276,176.0,4,183,3.83,44.0,66.3
SL Malinga,"Sardar Patel Stadium, Motera",IPL,1,24,41.0,1,7,10.25,41.0,29.17
SL Malinga,"Sardar Patel Stadium, Motera",ODI,2,111,78.0,7,78,4.22,11.14,70.27
SL Malinga,Saurashtra Cricket Association Stadium,IPL,1,24,33.0,2,10,8.25,16.5,41.67
SL Malinga,Sawai Mansingh Stadium,IPL,5,159,179.0,3,69,6.75,59.67,43.4
SL Malinga,Sawai Mansingh Stadium,ODI,1,42,49.0,0,22,7.0,49.0,52.38
SL Malinga,Saxton Oval,ODI,1,60,93.0,3,26,9.3,31.0,43.33
SL Malinga,Shaheed Chandu Stadium,Test,1,211,124.0,5,145,3.53,24.8,68.72
SL Malinga,Sharjah Cricket Stadium,IPL,1,24,17.0,2,14,4.25,8.5,58.33
SL Malinga,Sharjah Cricket Stadium,ODI,3,177,155.0,3,86,5.25,51.67,48.59
SL Malinga,Sheikh Zayed Stadium,IPL,1,24,23.0,4,11,5.75,5.75,45.83
SL Malinga,Sheikh Zayed Stadium,ODI,3,156,125.0,5,93,4.81,25.0,59.62
SL Malinga,Sheikh Zayed Stadium,T20I,1,21,32.0,1,7,9.14,32.0,33.33
SL Malinga,Shere Bangla National Stadium,ODI,5,254,211.0,8,143,4.98,26.38,56.3
SL Malinga,Shere Bangla National Stadium,T20I,3,61,58.0,7,28,5.7,8.29,45.9
SL Malinga,"Simonds Stadium, South Geelong",T20I,1,24,31.0,2,6,7.75,15.5,25.0
SL Malinga,Sinhalese Sports Club Ground,ODI,4,172,122.0,6,105,4.26,20.33,61.05
SL Malinga,Sinhalese Sports Club Ground,Test,3,522,349.0,9,359,4.01,38.78,68.77
SL Malinga,"Sir Vivian Richards Stadium, North Sound",ODI,1,62,50.0,2,30,4.84,25.0,48.39
SL Malinga,Sophia Gardens,ODI,4,198,186.0,5,109,5.64,37.2,55.05
SL Malinga,St George's Park,IPL,3,126,134.0,10,60,6.38,13.4,47.62
SL Malinga,St George's Park,ODI,1,42,38.0,0,24,5.43,38.0,57.14
SL Malinga,Stadium Australia,T20I,1,24,19.0,0,7,4.75,19.0,29.17
SL Malinga,Subrata Roy Sahara Stadium,IPL,2,73,77.0,6,32,6.33,12.83,43.84
SL Malinga,SuperSport Park,IPL,3,148,188.0,10,72,7.62,18.8,48.65
SL Malinga,SuperSport Park,ODI,2,100,82.0,4,55,4.92,20.5,55.0
SL Malinga,SuperSport Park,T20I,1,25,26.0,1,10,6.24,26.0,40.0
SL Malinga,Sydney Cricket Ground,ODI,6,317,266.0,10,180,5.03,26.6,56.78
SL Malinga,The Rose Bowl,T20I,1,18,25.0,0,10,8.33,25.0,55.56
SL Malinga,The Wanderers Stadium,ODI,1,42,37.0,0,21,5.29,37.0,50.0
SL Malinga,The Wanderers Stadium,T20I,1,24,40.0,0,8,10.0,40.0,33.33
SL Malinga,Trent Bridge,ODI,1,30,28.0,0,20,5.6,28.0,66.67
SL Malinga,Trent Bridge,T20I,3,66,107.0,7,25,9.73,15.29,37.88
SL Malinga,Trent Bridge,Test,1,187,86.0,2,141,2.76,43.0,75.4
SL Malinga,"Vidarbha Cricket Association Stadium, Jamtha",T20I,1,12,29.0,0,1,14.5,29.0,8.33
SL Malinga,Wankhede Stadium,IPL,43,1375,1563.0,105,615,6.82,14.89,44.73
SL Malinga,Wankhede Stadium,ODI,2,84,80.0,3,46,5.71,26.67,54.76
SL Malinga,Western Australia Cricket Association Ground,ODI,3,172,144.0,7,106,5.02,20.57,61.63
SL Malinga,Western Australia Cricket Association Ground,T20I,1,25,26.0,1,10,6.24,26.0,40.0
SL Malinga,Westpac Stadium,ODI,1,60,63.0,1,30,6.3,63.0,50.0
SL Malinga,Zahur Ahmed Chowdhury Stadium,T20I,6,121,132.0,9,53,6.55,14.67,43.8
SL Malinga,Zahur Ahmed Chowdhury Stadium,Test,1,185,98.0,4,138,3.18,24.5,74.59
SL Munroe,"Beausejour Stadium, Gros Islet",T20I,1,24,17.0,0,14,4.25,17.0,58.33
SL Munroe,Bradman Oval,ODI,2,102,84.0,1,51,4.94,84.0,50.0
SL Munroe,County Ground,T20I,1,12,25.0,0,1,12.5,25.0,8.33
SL Munroe,Hurstville Oval,ODI,1,18,20.0,0,9,6.67,20.0,50.0
SL Munroe,Old Trafford,T20I,1,6,12.0,0,3,12.0,12.0,50.0
SL Munroe,R Premadasa Stadium,T20I,5,74,57.0,5,46,4.62,11.4,62.16
SL Munroe,Rangiri Dambulla International Stadium,ODI,2,72,58.0,1,49,4.83,58.0,68.06
SL Pujare,Welagedara Stadium,ODI,2,120,45.0,6,91,2.25,7.5,75.83
SL Quintyne,"Beausejour Stadium, Gros Islet",T20I,2,48,34.0,3,22,4.25,11.33,45.83
SL Quintyne,Brabourne Stadium,ODI,2,120,77.0,4,73,3.85,19.25,60.83
SL Quintyne,Bradman Oval,ODI,2,30,35.0,0,13,7.0,35.0,43.33
SL Quintyne,Buffalo Park,ODI,3,102,63.0,5,57,3.71,12.6,55.88
SL Quintyne,County Ground,T20I,2,36,45.0,1,13,7.5,45.0,36.11
SL Quintyne,Eden Gardens,T20I,1,24,27.0,0,6,6.75,27.0,25.0
SL Quintyne,Galle International Stadium,T20I,1,24,14.0,2,18,3.5,7.0,75.0
SL Quintyne,Himachal Pradesh Cricket Association Stadium,T20I,1,24,19.0,3,11,4.75,6.33,45.83
SL Quintyne,Kingsmead,T20I,1,18,20.0,0,3,6.67,20.0,16.67
SL Quintyne,"MA Chidambaram Stadium, Chepauk",T20I,1,18,17.0,1,4,5.67,17.0,22.22
SL Quintyne,Melbourne Cricket Ground,T20I,1,18,31.0,2,5,10.33,15.5,27.78
SL Quintyne,Newlands,T20I,1,13,12.0,0,5,5.54,12.0,38.46
SL Quintyne,North Sydney Oval,T20I,1,24,17.0,0,11,4.25,17.0,45.83
SL Quintyne,Old Trafford,T20I,1,24,27.0,0,7,6.75,27.0,29.17
SL Quintyne,"Punjab Cricket Association IS Bindra Stadium, Mohali",T20I,1,18,19.0,1,3,6.33,19.0,16.67
SL Quintyne,R Premadasa Stadium,T20I,2,48,45.0,4,16,5.62,11.25,33.33
SL Quintyne,Shere Bangla National Stadium,T20I,1,24,29.0,1,11,7.25,29.0,45.83
SL Quintyne,Sylhet Stadium,T20I,3,55,26.0,5,36,2.84,5.2,65.45
SL Quintyne,Wankhede Stadium,T20I,1,12,11.0,1,2,5.5,11.0,16.67
SM Ariyasinghage,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,1,7,16.0,0,1,13.71,16.0,14.29
SM Benade,"Beausejour Stadium, Gros Islet",T20I,1,18,28.0,0,8,9.33,28.0,44.44
SM Benade,Galle International Stadium,T20I,3,72,48.0,4,50,4.0,12.0,69.44
SM Benade,Harlequins,ODI,1,24,25.0,1,14,6.25,25.0,58.33
SM Benade,Stellenbosch University 1,ODI,2,76,17.0,3,66,1.34,5.67,86.84
SM Boland,Adelaide Oval,Test,3,490,230.0,13,383,2.82,17.69,78.16
SM Boland,"Bellerive Oval, Hobart",Test,1,156,51.0,4,135,1.96,12.75,86.54
SM Boland,"Brisbane Cricket Ground, Woolloongabba",ODI,1,60,64.0,2,23,6.4,32.0,38.33
SM Boland,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Test,2,330,176.0,7,246,3.2,25.14,74.55
SM Boland,"Edgbaston, Birmingham",Test,1,156,147.0,2,88,5.65,73.5,56.41
SM Boland,Feroz Shah Kotla,IPL,1,24,31.0,3,8,7.75,10.33,33.33
SM Boland,"Headingley, Leeds",Test,1,131,84.0,0,86,3.85,84.0,65.65
SM Boland,"Kennington Oval, London",Test,1,216,105.0,5,169,2.92,21.0,78.24
SM Boland,"Kensington Oval, Bridgetown",ODI,1,60,69.0,2,24,6.9,34.5,40.0
SM Boland,Maharashtra Cricket Association Stadium,IPL,1,18,23.0,0,7,7.67,23.0,38.89
SM Boland,Melbourne Cricket Ground,ODI,1,54,63.0,0,20,7.0,63.0,37.04
SM Boland,Melbourne Cricket Ground,T20I,1,24,30.0,0,9,7.5,30.0,37.5
SM Boland,Melbourne Cricket Ground,Test,4,644,293.0,22,499,2.73,13.32,77.48
SM Boland,Newlands,ODI,1,60,68.0,2,31,6.8,34.0,51.67
SM Boland,Pallekele International Cricket Stadium,ODI,1,38,28.0,1,22,4.42,28.0,57.89
SM Boland,Pallekele International Cricket Stadium,T20I,1,24,26.0,3,14,6.5,8.67,58.33
SM Boland,Perth Stadium,Test,1,132,95.0,4,91,4.32,23.75,68.94
SM Boland,Rangiri Dambulla International Stadium,ODI,1,60,36.0,1,39,3.6,36.0,65.0
SM Boland,"Sabina Park, Kingston, Jamaica",Test,1,95,36.0,7,77,2.27,5.14,81.05
SM Boland,Seddon Park,ODI,1,54,59.0,2,28,6.56,29.5,51.85
SM Boland,St George's Park,ODI,1,60,36.0,0,42,3.6,36.0,70.0
SM Boland,SuperSport Park,ODI,1,42,67.0,3,19,9.57,22.33,45.24
SM Boland,Sydney Cricket Ground,ODI,1,60,58.0,0,28,5.8,58.0,46.67
SM Boland,Sydney Cricket Ground,T20I,1,18,34.0,0,3,11.33,34.0,16.67
SM Boland,Sydney Cricket Ground,Test,3,757,273.0,21,601,2.16,13.0,79.39
SM Boland,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Test,1,103,34.0,0,81,1.98,34.0,78.64
SM Boland,Western Australia Cricket Association Ground,ODI,1,60,74.0,0,22,7.4,74.0,36.67
SM Boland,Westpac Stadium,ODI,1,60,61.0,2,31,6.1,30.5,51.67
SM Boland,Willowmoore Park,ODI,1,48,42.0,2,31,5.25,21.0,64.58
SM Curran,Adelaide Oval,T20I,1,24,42.0,0,9,10.5,42.0,37.5
SM Curran,Arun Jaitley Stadium,IPL,1,46,68.0,0,16,8.87,68.0,34.78
SM Curran,"Arun Jaitley Stadium, Delhi",IPL,3,108,146.0,8,44,8.11,18.25,40.74
SM Curran,"Barsapara Cricket Stadium, Guwahati",IPL,2,42,68.0,3,18,9.71,22.67,42.86
SM Curran,Bay Oval,Test,1,210,119.0,3,153,3.4,39.67,72.86
SM Curran,"Bay Oval, Mount Maunganui",ODI,1,24,24.0,1,10,6.0,24.0,41.67
SM Curran,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",IPL,2,48,59.0,6,19,7.38,9.83,39.58
SM Curran,Boland Park,T20I,1,12,24.0,0,2,12.0,24.0,16.67
SM Curran,"Brian Lara Stadium, Tarouba, Trinidad",T20I,2,24,38.0,3,7,9.5,12.67,29.17
SM Curran,"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20I,1,24,26.0,2,9,6.5,13.0,37.5
SM Curran,"County Ground, Bristol",ODI,1,37,30.0,1,20,4.86,30.0,54.05
SM Curran,"County Ground, Bristol",T20I,1,24,36.0,0,7,9.0,36.0,29.17
SM Curran,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20I,4,72,119.0,1,24,9.92,119.0,33.33
SM Curran,"Diamond Oval, Kimberley",ODI,1,42,50.0,0,9,7.14,50.0,21.43
SM Curran,Dubai International Cricket Stadium,IPL,7,140,201.0,7,49,8.61,28.71,35.0
SM Curran,"Eden Gardens, Kolkata",IPL,2,42,104.0,1,11,14.86,104.0,26.19
SM Curran,"Eden Gardens, Kolkata",T20I,2,40,55.0,5,15,8.25,11.0,37.5
SM Curran,Eden Park,T20I,1,12,33.0,1,4,16.5,33.0,33.33
SM Curran,Edgbaston,Test,1,138,92.0,5,92,4.0,18.4,66.67
SM Curran,"Edgbaston, Birmingham",T20I,1,18,26.0,0,7,8.67,26.0,38.89
SM Curran,"Gaddafi Stadium, Lahore",T20I,3,66,76.0,5,20,6.91,15.2,30.3
SM Curran,Galle International Stadium,Test,3,280,145.0,4,212,3.11,36.25,75.71
SM Curran,Hagley Oval,T20I,1,24,33.0,1,8,8.25,33.0,33.33
SM Curran,"Hagley Oval, Christchurch",T20I,1,19,37.0,0,7,11.68,37.0,36.84
SM Curran,Headingley,Test,1,85,43.0,2,65,3.04,21.5,76.47
SM Curran,"Headingley, Leeds",ODI,1,24,17.0,0,12,4.25,17.0,50.0
SM Curran,"Headingley, Leeds",Test,1,117,67.0,2,86,3.44,33.5,73.5
SM Curran,"Himachal Pradesh Cricket Association Stadium, Dharamsala",IPL,4,90,166.0,5,23,11.07,33.2,25.56
SM Curran,"Himachal Pradesh Cricket Association Stadium, Dharamsala",ODI,1,44,47.0,1,15,6.41,47.0,34.09
SM Curran,Kennington Oval,Test,2,270,140.0,6,206,3.11,23.33,76.3
SM Curran,"Kennington Oval, London",ODI,2,96,80.0,6,57,5.0,13.33,59.38
SM Curran,"Kensington Oval, Barbados",Test,1,174,123.0,1,120,4.24,123.0,68.97
SM Curran,"Kensington Oval, Bridgetown, Barbados",ODI,2,42,45.0,0,17,6.43,45.0,40.48
SM Curran,"Kensington Oval, Bridgetown, Barbados",T20I,4,61,97.0,2,26,9.54,48.5,42.62
SM Curran,Kingsmead,ODI,1,12,16.0,0,6,8.0,16.0,50.0
SM Curran,Lord's,Test,2,150,81.0,4,111,3.24,20.25,74.0
SM Curran,"Lord's, London",ODI,1,20,21.0,1,10,6.3,21.0,50.0
SM Curran,"Lord's, London",Test,1,240,114.0,1,177,2.85,114.0,73.75
SM Curran,"M Chinnaswamy Stadium, Bengaluru",IPL,2,54,98.0,3,13,10.89,32.67,24.07
SM Curran,MA Chidambaram Stadium,IPL,1,24,35.0,0,6,8.75,35.0,25.0
SM Curran,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,6,127,234.0,1,33,11.06,234.0,25.98
SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",IPL,5,90,135.0,7,35,9.0,19.29,38.89
SM Curran,Maharashtra Cricket Association Stadium,ODI,3,132,138.0,2,70,6.27,69.0,53.03
SM Curran,"Mangaung Oval, Bloemfontein",ODI,2,115,95.0,4,55,4.96,23.75,47.83
SM Curran,"Manuka Oval, Canberra",T20I,1,24,25.0,3,10,6.25,8.33,41.67
SM Curran,McLean Park,T20I,1,24,36.0,2,8,9.0,18.0,33.33
SM Curran,Melbourne Cricket Ground,ODI,1,55,66.0,0,20,7.2,66.0,36.36
SM Curran,Melbourne Cricket Ground,T20I,2,42,43.0,5,22,6.14,8.6,52.38
SM Curran,Narendra Modi Stadium,T20I,5,60,78.0,3,17,7.8,26.0,28.33
SM Curran,"Narendra Modi Stadium, Ahmedabad",IPL,1,12,18.0,0,4,9.0,18.0,33.33
SM Curran,"Narendra Modi Stadium, Ahmedabad",ODI,1,36,47.0,1,17,7.83,47.0,47.22
SM Curran,"National Cricket Stadium, St George's, Grenada",T20I,2,30,72.0,3,11,14.4,24.0,36.67
SM Curran,"National Stadium, Karachi",T20I,3,72,96.0,2,22,8.0,48.0,30.56
SM Curran,Newlands,ODI,1,30,28.0,0,15,5.6,28.0,50.0
SM Curran,Newlands,T20I,2,42,63.0,3,12,9.0,21.0,28.57
SM Curran,Newlands,Test,1,175,76.0,3,137,2.61,25.33,78.29
SM Curran,Old Trafford,ODI,2,90,79.0,5,49,5.27,15.8,54.44
SM Curran,Old Trafford,Test,1,168,100.0,3,129,3.57,33.33,76.79
SM Curran,"Old Trafford, Manchester",ODI,1,12,5.0,1,8,2.5,5.0,66.67
SM Curran,"Old Trafford, Manchester",T20I,2,31,29.0,3,14,5.61,9.67,45.16
SM Curran,Pallekele International Cricket Stadium,T20I,4,54,102.0,4,15,11.33,25.5,27.78
SM Curran,Pallekele International Cricket Stadium,Test,1,24,19.0,0,16,4.75,19.0,66.67
SM Curran,Perth Stadium,T20I,1,24,35.0,2,8,8.75,17.5,33.33
SM Curran,"Providence Stadium, Guyana",T20I,1,12,25.0,1,3,12.5,25.0,25.0
SM Curran,Punjab Cricket Association IS Bindra Stadium,IPL,5,194,285.0,10,56,8.81,28.5,28.87
SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",IPL,5,102,169.0,3,25,9.94,56.33,24.51
SM Curran,"R Premadasa Stadium, Colombo",ODI,3,106,100.0,2,60,5.66,50.0,56.6
SM Curran,"R Premadasa Stadium, Colombo",T20I,1,6,10.0,0,2,10.0,10.0,33.33
SM Curran,"R.Premadasa Stadium, Khettarama",ODI,1,36,46.0,0,17,7.67,46.0,47.22
SM Curran,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,1,18,14.0,0,8,4.67,14.0,44.44
SM Curran,"Riverside Ground, Chester-le-Street",ODI,2,106,112.0,3,46,6.34,37.33,43.4
SM Curran,"Riverside Ground, Chester-le-Street",T20I,1,18,23.0,0,7,7.67,23.0,38.89
SM Curran,Sawai Mansingh Stadium,IPL,1,24,52.0,2,7,13.0,26.0,29.17
SM Curran,Saxton Oval,T20I,1,24,29.0,1,8,7.25,29.0,33.33
SM Curran,Seddon Park,Test,1,235,119.0,3,184,3.04,39.67,78.3
SM Curran,"Seddon Park, Hamilton",ODI,1,18,26.0,0,9,8.67,26.0,50.0
SM Curran,Sharjah Cricket Stadium,IPL,2,48,68.0,4,19,8.5,17.0,39.58
SM Curran,Sheikh Zayed Stadium,IPL,4,66,75.0,3,23,6.82,25.0,34.85
SM Curran,"Shere Bangla National Stadium, Mirpur",ODI,1,41,29.0,5,26,4.24,5.8,63.41
SM Curran,"Shere Bangla National Stadium, Mirpur",T20I,2,43,43.0,1,15,6.0,43.0,34.88
SM Curran,"Sir Vivian Richards Stadium, Antigua",Test,1,79,38.0,0,62,2.89,38.0,78.48
SM Curran,"Sir Vivian Richards Stadium, North Sound, Antigua",ODI,4,133,161.0,3,65,7.26,53.67,48.87
SM Curran,"Sir Vivian Richards Stadium, North Sound, Antigua",T20I,1,12,13.0,0,5,6.5,13.0,41.67
SM Curran,"Sky Stadium, Wellington",ODI,1,52,46.0,2,33,5.31,23.0,63.46
SM Curran,"Sophia Gardens, Cardiff",T20I,5,78,119.0,6,21,9.15,19.83,26.92
