striker,format,cluster,average,strike_rate,boundary_pct,dot_pct,runs,player_score
L Ronchi,Test,6,31.9,73.84,10.88,66.67,319,3042.6
S Vijay Unni,T20I,5,15.19,85.29,7.75,45.45,319,2669.4
DM Bess,Test,1,24.54,44.93,5.77,77.18,319,1976.8
R Mutumbami,ODI,5,16.79,72.67,9.34,62.19,319,2421.0
NR Welch,Test,1,24.54,44.49,5.16,77.96,319,1930.0
MRJ Watt,T20I,0,11.81,114.34,12.54,36.2,319,3397.6
EJG Morgan,BBL,0,31.8,120.0,13.58,38.49,318,4262.3
CA Lynn,PSL,2,28.91,173.77,30.05,38.25,318,5998.9
Anuj Rawat,IPL,0,22.71,119.1,14.98,42.7,318,3942.2
Rahmanullah Gurbaz,PSL,2,22.71,159.8,24.62,40.2,318,5185.8
SNJ O'Keefe,BBL,0,13.21,108.19,11.6,41.98,317,3219.2
Meghna Rajan,T20I,7,52.83,101.6,6.73,34.62,317,4393.9
T Sandeep,T20I,0,26.42,114.03,16.55,43.17,317,4108.7
M Muralitharan,ODI,5,7.55,83.64,9.76,55.94,317,2343.9
JR Dean,BBL,0,21.13,133.76,18.14,47.26,317,4231.9
C Bull,T20I,5,12.15,80.0,10.13,56.71,316,2479.3
NJ O'Brien,T20I,5,17.56,96.93,9.51,44.48,316,3050.7
JA Richardson,BBL,0,15.8,122.48,12.79,37.98,316,3651.1
Farhad Reza,ODI,1,17.56,63.07,7.98,67.07,316,2155.7
N Chaiwai,ODI,6,28.73,65.83,6.67,59.17,316,2638.5
BS Fulmali,WPL,2,35.11,149.76,21.8,35.55,316,5389.5
RW Price,ODI,5,9.26,59.77,5.69,63.19,315,1701.3
LM Jongwe,ODI,5,14.32,80.56,9.21,57.8,315,2491.4
A Augastin,T20I,0,28.64,120.23,16.41,41.98,315,4285.4
DP Conway,PSL,2,35.0,129.1,19.26,40.57,315,4857.2
WCF Smeed,PSL,2,31.5,134.62,20.09,39.74,315,4869.8
Aniket Verma,IPL,2,21.0,160.71,21.94,36.73,315,5004.8
T Musekiwa,T20I,0,15.7,134.76,15.45,36.05,314,4022.5
PJ Moor,T20I,0,26.08,130.96,16.74,42.26,313,4356.1
Najiha Alvi,ODI,5,26.08,77.86,6.47,48.26,313,2848.2
D la Cock,ODI,1,24.08,67.17,9.44,68.88,313,2528.2
V Shukla,ODI,5,26.0,85.01,7.63,50.95,312,2983.3
Kamran Ghulam,Test,1,28.36,56.52,7.43,73.37,312,2390.6
BM Scholtz,ODI,5,11.56,65.41,5.87,59.33,312,1932.5
JWA Taylor,Test,1,28.36,41.43,4.52,77.03,312,1987.0
JA Fitzgerald,T20I,0,17.33,140.54,15.77,37.39,312,4165.8
I Kaia,Test,7,62.4,60.7,7.78,69.26,312,3759.1
Khawaja Nafay,PSL,0,17.28,128.51,16.12,38.43,311,4005.2
Taskin Ahmed,Test,1,11.11,51.15,6.25,73.85,311,1590.4
MR Meshram,ODI,1,25.92,57.7,7.42,68.09,311,2342.0
Ilyas Ataullah,T20I,0,19.44,124.4,19.6,50.4,311,4090.1
O Kgeresi,T20I,5,9.72,61.34,3.35,58.97,311,1644.0
H Deol,T20I,5,17.28,92.01,11.24,47.04,311,3049.9
LS Greenway,T20I,5,17.22,84.24,6.52,41.85,310,2699.1
G Venkateswaran,T20I,0,20.67,118.32,14.89,40.84,310,3874.2
R Vinay Kumar,IPL,0,11.92,113.14,10.95,37.59,310,3257.9
AJ Hosein,ODI,5,16.26,78.03,7.58,54.04,309,2473.2
HH Streak,Test,1,22.07,35.64,4.5,81.55,309,1669.0
S Chinawa,T20I,5,10.66,65.88,6.4,61.41,309,1910.5
RJ Sidebottom,Test,1,16.26,35.11,4.2,82.39,309,1423.7
KMA Paul,ODI,5,19.25,96.55,11.6,52.98,308,3125.5
M Rathnayake,T20I,5,12.32,76.24,9.9,59.65,308,2374.9
Shiraz Khan,T20I,5,18.12,94.19,8.26,42.81,308,2973.0
Mohamed Rishwan,T20I,5,12.83,84.15,10.11,56.28,308,2566.1
ML Hayden,T20I,2,51.33,143.93,23.36,44.39,308,5893.3
KAJ Roach,ODI,1,14.0,51.94,5.06,69.14,308,1642.2
Nasir Hossain,T20I,0,19.25,108.83,10.25,36.04,308,3448.1
Zubayr Hamza,Test,1,19.19,41.6,5.96,80.76,307,1740.8
RE van der Merwe,ODI,5,13.95,90.56,8.26,45.43,307,2728.6
S Sehrawat,WPL,0,11.81,103.02,13.42,48.66,307,3119.3
AJ Hosein,T20I,0,17.06,114.55,13.06,43.28,307,3529.2
Haseebullah Khan,PSL,0,19.19,120.39,15.29,39.22,307,3896.8
O Mondlane,T20I,5,9.27,66.09,7.56,62.85,306,1917.6
Sazib Bhuiyan,T20I,2,16.11,140.37,21.1,43.12,306,4390.3
Amna Tariq,T20I,5,6.8,50.0,2.61,63.4,306,1263.6
Wahab Riaz,Test,1,8.5,42.09,5.09,77.03,306,1288.6
Shamsur Rahman,Test,1,25.42,47.66,6.72,77.34,305,2108.9
Lalit Yadav,IPL,0,20.33,105.17,11.72,40.0,305,3478.7
Mohammad Nawaz,ODI,5,23.46,86.4,9.63,54.11,305,2994.5
BM Pecic,T20I,0,21.79,112.55,13.28,43.17,305,3694.7
Abhijeet Ahuja,T20I,5,19.06,97.76,9.94,44.87,305,3139.9
C Piparo,T20I,3,43.57,127.08,14.17,31.25,305,4942.9
ADS Fletcher,ODI,1,13.26,62.5,8.61,70.7,305,1985.1
SACA King,T20I,5,12.67,92.97,10.4,49.54,304,2797.6
DB Das,IPL,0,25.33,116.48,14.94,44.83,304,3968.8
Luka Woods,T20I,2,27.64,140.74,22.22,45.37,304,4870.0
D Hemalatha,WPL,0,16.0,120.16,16.21,43.48,304,3774.0
JH Kallis,CPL,0,27.64,113.43,15.67,44.03,304,4073.2
Shamima Sultana,ODI,1,21.71,57.69,6.83,68.12,304,2143.2
E Niyomugabo,T20I,5,9.21,96.51,8.89,47.3,304,2648.3
Faisal Raza,T20I,0,16.83,118.82,12.55,38.43,303,3614.5
TG Southee,T20I,0,10.45,138.99,17.43,42.66,303,3920.3
C de Grandhomme,IPL,0,20.2,134.67,16.0,36.44,303,4219.5
V Krishnamurthy,ODI,5,17.82,81.23,10.19,57.37,303,2701.7
TK Curran,ODI,6,30.3,94.39,10.59,48.91,303,3500.0
R Trumpelmann,T20I,0,15.95,123.67,14.69,38.78,303,3786.5
C Brennan,T20I,0,21.64,120.24,13.1,36.9,303,3873.1
Salma Khatun,T20I,5,13.73,87.79,6.98,40.41,302,2667.5
DO Obuya,ODI,1,15.1,53.08,4.92,65.91,302,1735.2
LA Pomersbach,IPL,0,27.45,122.76,15.45,41.46,302,4217.4
AE Paraam,T20I,2,50.33,147.32,20.49,31.71,302,5891.8
S Meghana,WPL,0,23.23,118.43,18.04,44.31,302,4131.0
B Sai Sudharsan,Test,1,27.45,38.72,4.87,78.85,302,1937.1
M Syrioti,T20I,5,20.07,67.19,5.58,55.36,301,2312.1
LE Bosman,ODI,0,25.08,98.69,15.08,58.03,301,3532.7
AR White,ODI,5,13.09,61.81,4.72,58.93,301,1867.3
Raqibul Hasan,Test,1,20.07,40.84,4.61,77.88,301,1672.3
ZB Lion-Cachet,ODI,5,21.5,62.97,4.6,57.53,301,2210.8
Shadab Khan,Test,1,33.33,62.63,7.93,68.48,300,2715.1
Anwar Ali,ODI,5,25.0,90.63,10.27,51.96,300,3183.6
Mazharul Islam,T20I,5,21.43,89.55,11.64,52.84,300,3113.5
Hamid Mahmood,T20I,0,30.0,106.01,11.31,39.58,300,3830.9
A Nel,Test,1,10.34,50.0,7.0,77.5,300,1593.9
UBT Chand,IPL,0,15.0,100.0,13.67,51.67,300,3169.6
Shorna Akter,ODI,5,14.95,68.89,6.45,60.14,299,2133.1
S Luus,Test,1,37.38,43.02,5.18,77.7,299,2389.4
NL McCullum,T20I,5,9.97,100.67,9.09,42.09,299,2821.6
MD Gunathilaka,Test,1,18.69,50.08,5.86,74.87,299,1831.9
Ramandeep Singh,IPL,2,18.69,145.85,17.56,33.17,299,4468.2
S Jegannathan,T20I,0,29.9,100.67,13.13,49.83,299,3727.8
SF Tiai,T20I,0,15.68,115.5,15.5,48.84,298,3572.5
K Doriga,T20I,5,12.42,102.76,9.66,46.9,298,2911.7
RA Reifer,Test,1,22.92,40.54,5.44,78.91,298,1829.9
Mohammad Saifuddin,T20I,0,21.29,122.63,14.4,39.51,298,3941.8
SJ Bryce,ODI,5,24.83,75.25,8.84,56.31,298,2805.9
TAM Siriwardana,Test,1,33.11,65.64,9.47,72.69,298,2829.3
RR Sarwan,T20I,0,21.29,104.2,8.74,35.66,298,3363.5
BR Dunk,CPL,0,18.62,108.76,11.31,39.42,298,3444.4
Sohail Tanvir,PSL,0,16.56,107.19,11.51,39.21,298,3361.6
MS Chapman,PSL,2,37.12,158.82,20.86,25.67,297,5666.3
BN Toube,T20I,0,15.63,98.67,14.62,55.48,297,3183.2
Jasdeep Singh,ODI,5,12.38,70.05,6.84,58.96,297,2095.4
I Dulani,T20I,0,27.0,105.69,15.66,45.2,297,3923.3
Muhammad Shahdad,ODI,6,42.43,77.55,7.83,56.14,297,3432.8
Mohammad Sami,Test,1,12.38,34.41,4.17,82.97,297,1264.7
PA Nixon,ODI,5,19.8,85.59,8.07,49.28,297,2809.8
AA Jangoo,Test,6,49.5,59.76,6.04,64.59,297,3210.8
Mosaddek Hossain,T20I,0,14.85,111.24,10.86,35.58,297,3362.1
MS Maker,T20I,7,59.2,136.41,15.21,32.72,296,5705.6
LH Rodrigues,T20I,5,15.58,96.42,10.75,50.16,296,2967.9
MLN Sissako,T20I,5,11.84,63.38,8.14,66.81,296,1956.9
N Tanner,T20I,5,14.8,88.89,6.31,45.35,296,2606.8
Y Saranonnakkun,T20I,5,7.56,83.33,9.32,56.21,295,2303.4
Kartik Sharma,IPL,2,32.78,136.57,18.52,38.89,295,4849.4
Harmeet Singh,ODI,5,19.67,99.66,11.49,52.03,295,3188.8
NM Hauritz,ODI,5,19.67,95.47,8.41,42.72,295,3058.2
JM Clarke,PSL,2,29.5,137.21,17.67,35.81,295,4722.6
LC Sthalekar,Test,1,36.88,36.88,3.12,80.0,295,2147.5
TT Aung,T20I,5,12.83,59.24,5.62,62.25,295,1833.5
AS Hansra,ODI,1,22.69,55.98,4.93,65.84,295,2060.7
A King,ODI,5,21.07,99.33,11.45,52.19,295,3231.7
AM Kimote,T20I,5,12.29,97.04,9.87,46.71,295,2843.6
JL Jonassen,WPL,2,24.58,138.5,21.13,39.91,295,4728.1
DJG Sammy,IPL,0,19.67,122.41,13.69,40.66,295,3813.8
L Winfield-Hill,ODI,1,24.5,65.77,8.28,64.43,294,2507.9
Khalid Kail,T20I,0,22.62,110.53,12.41,39.47,294,3691.0
AE Jones,Test,1,17.29,55.06,8.24,75.09,294,2006.5
C Madande,ODI,5,18.38,72.59,7.16,56.05,294,2418.2
Natalia Pervaiz,ODI,5,22.62,76.76,7.83,53.0,294,2723.3
H Deshan,T20I,0,18.38,123.01,17.99,44.35,294,4007.6
SP Goswami,IPL,0,14.65,99.32,11.86,44.41,293,3129.0
JC Archer,Test,1,10.1,49.66,6.78,75.08,293,1564.4
Mirza Ahsan,T20I,2,17.24,148.73,18.27,37.06,293,4444.7
Kamran Ahmadzai,T20I,2,22.54,151.81,18.13,36.79,293,4680.8
FA Allen,T20I,0,13.95,136.92,19.16,45.33,293,4098.5
DLS van Bunge,ODI,1,22.54,57.68,6.3,69.09,293,2123.3
BJ McCarthy,T20I,0,13.32,120.08,14.34,40.57,293,3587.7
PVD Chameera,ODI,5,12.17,59.71,5.11,64.01,292,1755.7
C Brits,ODI,6,36.5,71.22,4.63,58.05,292,2881.1
A Manohar,IPL,0,15.37,124.26,15.74,38.72,292,3842.2
Amarpal Kaur,T20I,5,17.18,78.71,3.23,38.54,292,2446.0
P Kumar,ODI,5,12.7,88.22,9.67,51.06,292,2660.6
Irfan Hafejee,T20I,5,17.12,83.86,9.8,54.76,291,2721.4
Sajid Khan,Test,1,13.86,63.4,8.93,70.37,291,2039.3
J van Heerden,T20I,2,32.33,119.75,17.7,41.98,291,4499.5
Thuya Aung,T20I,5,10.39,58.67,5.04,62.3,291,1694.1
Mashrafe Mortaza,T20I,0,11.19,129.33,18.22,45.78,291,3820.2
KK Donovan,T20I,5,16.17,89.54,10.15,47.08,291,2897.7
JL Jonassen,Test,1,29.1,51.87,6.06,72.37,291,2259.3
KK Lin Thu,T20I,5,11.19,71.5,6.88,57.25,291,2097.1
JP Duminy,CPL,0,26.45,136.62,15.02,28.17,291,4531.9
Mohammad Nabi,CPL,2,20.71,148.72,19.49,38.46,290,4635.6
SMSM Senanayake,ODI,5,12.08,93.25,11.9,52.41,290,2836.3
H Karunaratne,ODI,1,19.33,51.51,5.68,69.09,290,1875.5
JE Cameron,T20I,0,26.36,103.2,9.96,40.93,290,3544.6
SM Kavanagh,T20I,5,10.74,86.31,7.44,45.83,290,2486.3
MV Waldron,ODI,1,14.5,46.47,4.17,70.19,290,1510.7
CR Brathwaite,T20I,0,15.21,110.73,12.26,46.74,289,3301.3
S Veerapathiran,T20I,0,13.14,121.94,14.77,42.62,289,3605.5
NH Berejo,T20I,6,41.29,93.23,6.77,37.42,289,3803.3
D Dhingra,ODI,6,41.29,68.32,8.51,62.65,289,3212.9
B de Leede,ODI,5,22.23,70.49,8.05,58.05,289,2563.4
AM Blignaut,Test,1,24.08,65.83,10.02,71.98,289,2528.7
Asmavia Iqbal,T20I,5,11.08,95.36,9.27,45.36,288,2753.1
K Vijayaraghavan,T20I,5,12.52,59.38,3.71,57.32,288,1765.9
XC Bartlett,BBL,0,16.0,122.55,14.47,38.72,288,3756.8
AF Giles,ODI,5,20.57,75.79,6.58,51.05,288,2576.6
H Kaur,Test,1,26.09,54.88,6.69,70.17,287,2229.6
S Niyomuhoza,T20I,5,14.35,79.5,8.86,53.46,287,2512.3
P Aho,T20I,0,15.11,106.3,10.0,41.85,287,3154.9
MK Tiwary,ODI,5,23.92,71.22,6.7,55.33,287,2585.5
A Doddaballapur,T20I,5,17.94,73.4,5.63,51.15,287,2379.9
BG Rogers,ODI,6,31.89,72.11,9.55,61.31,287,3001.3
FFZ Nhaduate,T20I,2,35.88,155.98,26.09,46.2,287,5634.3
Pooja Ganesh,T20I,0,16.82,101.42,9.22,36.17,286,3180.2
L Tshuma,ODI,5,14.3,64.56,8.58,67.04,286,2090.1
HDRL Thirimanne,T20I,0,17.81,112.2,12.2,37.8,285,3542.3
Y Nagar,IPL,0,19.0,110.04,11.2,39.0,285,3473.1
RJ Gibson,BBL,0,15.83,104.78,10.29,41.54,285,3184.2
Y Jalloh,T20I,5,14.95,89.31,8.49,47.17,284,2735.8
GH Vihari,IPL,5,14.2,88.47,7.48,42.37,284,2697.2
WJ Cope,T20I,0,13.52,116.39,17.21,47.95,284,3628.5
AM Blignaut,ODI,0,16.71,110.94,14.84,46.09,284,3541.0
AA Senn,T20I,5,18.93,87.38,6.77,44.31,284,2784.4
J Andrew,CPL,0,23.67,112.25,14.23,43.87,284,3811.2
M Theekshana,ODI,1,15.78,50.99,3.59,65.53,284,1645.7
AJ Stewart,Test,1,40.57,50.9,7.89,76.7,284,2796.9
HNK Jensen,ODI,5,11.83,75.13,8.73,57.14,284,2295.4
PRCS Kumarihami,ODI,1,14.89,38.77,3.42,73.15,283,1367.3
DR Patankar,T20I,0,16.65,110.12,14.01,45.53,283,3479.8
D Nanayakkara,T20I,0,12.3,110.12,17.51,47.08,283,3527.9
H Iwasaki,T20I,5,10.11,99.3,11.58,49.82,283,2861.0
Khaled Mahmud,ODI,5,11.79,60.6,4.93,62.53,283,1761.6
Nurul Hasan,ODI,6,47.0,92.76,10.53,48.03,282,4109.0
Kashif Daud,ODI,6,35.25,90.97,10.32,53.55,282,3550.6
VVS Laxman,IPL,0,17.62,105.62,14.23,44.57,282,3481.9
MBA Lamplough,T20I,5,11.75,83.68,6.53,46.59,282,2414.9
S Chattergoon,ODI,1,35.12,64.16,10.27,72.15,281,2934.9
S Dhaniram,ODI,5,23.42,90.94,8.74,46.93,281,3095.7
Najibullah Zadran,CPL,0,17.56,108.91,12.79,46.9,281,3396.0
S Samarawickrama,Test,5,23.42,75.13,9.89,64.71,281,2698.8
Rizpha Bano,T20I,5,14.79,84.13,11.68,55.09,281,2756.9
C Connolly,ODI,6,35.12,86.46,10.15,54.15,281,3463.1
A Turkmen,T20I,0,20.07,127.15,17.19,41.18,281,4118.5
ES Szwarczynski,ODI,1,28.1,60.17,6.42,65.74,281,2420.5
YS Samra,ODI,6,35.0,74.07,10.32,64.02,280,3156.7
A Ashish Reddy,IPL,0,18.67,145.08,16.06,30.05,280,4398.5
Tayyab Tahir,PSL,2,31.11,145.08,20.21,32.12,280,5112.1
A Argyropoulou,T20I,5,13.33,69.83,6.73,56.86,280,2148.1
M Zhu,T20I,5,11.2,82.35,7.06,49.41,280,2370.6
AP Devcich,PSL,2,28.0,135.27,18.36,36.23,280,4677.2
Hannan Sarkar,ODI,1,23.33,55.45,5.94,69.9,280,2084.4
S Randiv,ODI,5,20.0,73.3,7.59,57.33,280,2497.1
S Gill,T20I,0,28.0,122.81,11.4,34.21,280,4069.0
SA Engelbrecht,T20I,2,35.0,132.7,15.64,33.18,280,4766.2
Mohammed Qasim,T20I,0,25.45,123.35,14.98,43.17,280,4091.5
Asad Shafiq,PSL,0,17.5,104.87,13.48,44.19,280,3422.2
HV Patel,IPL,0,9.33,117.65,13.87,42.02,280,3350.3
B Chipli,IPL,0,17.5,111.55,13.94,41.43,280,3585.0
NO Miller,ODI,5,16.41,78.59,7.61,55.21,279,2467.4
S Grover,T20I,2,19.93,149.2,20.86,36.36,279,4732.7
ST Finn,Test,1,11.16,30.97,4.0,85.13,279,1157.2
OU Ranasinghe,ODI,5,13.95,58.86,5.91,61.39,279,1899.5
Washington Sundar,T20I,0,16.41,126.82,15.91,40.45,279,3901.4
Abhishek Anand,T20I,0,16.41,112.96,15.79,50.61,279,3555.8
PB Gouge,T20I,2,46.5,160.34,19.54,29.89,279,5888.2
PZ Kamunya,T20I,5,9.3,73.23,7.35,55.64,279,2102.8
LMP Simmons,Test,1,17.38,46.88,5.4,76.39,278,1704.6
Amjad Sher,T20I,0,10.3,114.88,11.57,44.21,278,3163.3
P Nissanka,IPL,2,27.8,158.86,25.71,37.14,278,5474.0
AJ Tye,BBL,0,10.3,115.35,14.11,47.72,278,3289.0
KC Brathwaite,ODI,1,30.89,57.56,3.11,57.35,278,2387.6
AJ Finch,Test,1,27.8,44.98,5.02,78.16,278,2043.6
CN Greaves,T20I,0,19.86,109.45,11.42,40.16,278,3494.2
MJ Lumb,IPL,2,27.8,143.3,26.29,45.88,278,5171.7
Samiullah Rahmani,T20I,2,18.53,149.46,22.04,41.94,278,4682.6
AC Agar,T20I,0,13.19,101.47,10.26,41.76,277,3032.9
MD Dai,ODI,6,30.78,76.52,8.56,58.29,277,2996.5
M Pascal,T20I,0,21.31,96.85,11.89,48.25,277,3289.2
S Uwera,T20I,5,12.59,64.42,4.19,59.3,277,1840.6
Ali Naseer,T20I,0,16.29,128.24,13.43,32.41,277,3865.9
PBB Rajapaksa,IPL,2,23.08,145.03,19.37,36.65,277,4689.1
NGRP Jayasuriya,Test,1,9.23,34.84,3.52,80.38,277,1106.2
Hassan Khan,PSL,0,18.4,142.27,15.98,30.93,276,4330.8
S Horley,ODI,6,39.43,79.54,9.51,51.59,276,3521.7
CA Lynn,T20I,2,23.0,132.69,19.23,43.27,276,4410.7
I Asif,T20I,0,19.71,108.24,14.51,49.8,276,3539.8
DC Drakes,CPL,0,18.4,131.43,17.14,41.43,276,4107.6
HA Jackson,T20I,5,13.8,82.63,6.59,52.1,276,2401.6
M Muralitharan,Test,5,8.87,77.46,10.99,67.89,275,2212.5
R Gaznavi,T20I,5,15.28,95.49,11.11,50.69,275,2957.0
Mohammad Naveed,ODI,0,13.75,106.59,15.12,56.2,275,3242.4
TAM Siriwardana,T20I,0,17.19,132.21,13.46,26.44,275,4041.7
S Austin,T20I,0,15.28,106.18,9.65,39.38,275,3169.7
Festus Benn,T20I,5,17.19,75.97,8.01,56.91,275,2462.0
CA Henry,WPL,2,22.92,177.42,27.74,37.42,275,5679.7
Awais Ahmad,T20I,0,16.12,119.65,16.16,48.47,274,3692.3
Moin Khan,ODI,5,24.91,87.26,7.64,46.82,274,3027.6
RGL Carters,BBL,5,15.22,101.48,7.41,36.67,274,2991.4
P Cuinica,T20I,5,12.45,66.34,6.54,60.77,274,1997.2
A Makri,T20I,5,15.22,72.49,7.14,54.5,274,2316.1
SK Rana,T20I,5,11.42,71.73,6.28,54.71,274,2102.7
S Ismail,ODI,1,8.81,51.03,4.49,68.41,273,1402.1
SS McKechnie,T20I,5,18.2,99.27,8.36,39.27,273,3098.5
S Konstas,BBL,0,18.2,117.67,15.95,40.95,273,3836.1
PK Garg,IPL,0,14.37,113.28,10.37,35.68,273,3334.8
MG Bracewell,PSL,2,21.0,165.45,24.85,35.15,273,5280.9
Umar Akmal,CPL,0,17.06,117.17,13.73,40.34,273,3647.1
PS Punia,ODI,1,27.3,56.99,6.68,66.81,273,2347.1
SL Gomez,T20I,5,8.03,75.62,5.82,49.31,273,2075.9
Arslan Amjad,T20I,5,13.65,96.81,11.7,52.48,273,2927.7
DT Christian,ODI,5,21.0,88.93,8.47,49.84,273,2916.3
SR Harmer,Test,1,17.06,36.99,3.25,77.78,273,1411.1
BBJL Perera,T20I,0,24.73,109.24,14.06,45.38,272,3774.4
GH Worker,ODI,6,34.0,71.77,6.86,55.67,272,2974.7
C Karunaratne,T20I,5,12.95,105.84,9.34,42.41,272,3013.2
RR Emrit,CPL,0,13.6,120.89,12.44,36.44,272,3538.6
PWA Mulder,ODI,5,16.0,90.37,9.97,46.51,272,2896.2
AC Gilchrist,T20I,2,22.67,141.67,20.83,42.71,272,4637.1
JA Burns,T20I,2,38.71,138.97,18.46,35.38,271,5147.7
Shantanu Kaveri,T20I,5,12.9,79.01,4.66,49.85,271,2220.3
JW Hastings,ODI,0,27.1,99.27,13.55,52.01,271,3596.0
HJ Thomas,T20I,5,12.32,73.24,7.03,56.22,271,2185.4
D Hemalatha,T20I,0,18.07,114.83,15.25,44.07,271,3700.2
P Rathnayake,T20I,2,22.58,140.41,18.13,31.61,271,4594.6
NN Saidi,T20I,5,15.94,71.5,4.49,51.19,271,2199.5
FH Edwards,Test,1,6.95,29.62,3.61,83.93,271,953.3
MJ Guptill,IPL,2,22.58,137.56,19.8,44.67,271,4479.8
S Hook,T20I,5,19.36,99.27,12.09,51.65,271,3213.5
R Ngarava,ODI,5,15.94,83.64,11.11,58.02,271,2711.9
Umar Amin,ODI,5,19.36,69.13,7.65,60.2,271,2376.8
NG Collins,T20I,5,24.64,88.85,8.85,51.8,271,3048.7
A Kano,T20I,5,10.04,71.5,5.28,50.4,271,2042.2
LE Bosman,T20I,2,22.5,145.16,21.51,45.7,270,4681.5
Muhammad Zohaib,T20I,0,22.5,102.66,12.55,46.01,270,3489.5
Rizwan Butt,T20I,0,9.0,118.42,11.84,40.35,270,3235.6
R Sathish,IPL,0,16.88,116.88,12.12,37.66,270,3566.8
L Goodall,T20I,0,24.55,111.11,13.58,36.63,270,3886.4
AS Joseph,CPL,0,15.0,112.03,12.86,46.06,270,3358.3
AR Valdez,T20I,5,19.29,78.49,8.72,55.81,270,2638.1
C Bosch,ODI,0,38.57,108.87,13.71,43.15,270,4296.5
KL Cross,ODI,5,13.5,71.43,7.94,58.47,270,2232.9
MJ Henry,ODI,5,10.8,93.1,11.38,55.86,270,2699.2
Shaheen Shah Afridi,Test,1,7.69,42.83,6.37,81.53,269,1348.3
M Spoors,T20I,0,33.62,119.56,16.0,43.56,269,4406.0
ABY Smith,T20I,5,16.81,68.97,3.33,50.0,269,2136.4
Javed Hina,T20I,5,15.82,80.06,8.33,51.79,269,2561.0
Lokesh Bam,T20I,2,17.93,147.8,23.08,44.51,269,4668.3
JL Jonassen,T20I,5,9.61,85.67,7.64,45.22,269,2453.9
G Toka,ODI,1,12.76,55.49,4.76,67.08,268,1648.4
Ritik Tomar,T20I,0,14.11,116.02,13.85,43.29,268,3485.6
R Shepherd,IPL,2,22.33,175.16,26.14,35.95,268,5539.4
J Sumerauer,T20I,0,16.75,140.31,15.18,35.6,268,4120.5
MW Hill,BBL,0,26.8,123.5,13.82,37.33,268,4148.5
JR Philippe,PSL,2,24.36,151.41,20.9,27.68,268,5054.5
Adri van der Merwe,T20I,6,33.5,83.75,7.19,48.44,268,3247.0
Sohaib Maqsood,T20I,0,13.4,116.52,13.48,44.35,268,3426.1
M Morkel,ODI,5,8.93,75.71,8.76,58.76,268,2171.2
CL Cairns,Test,7,89.33,83.49,13.08,65.42,268,5137.2
Qamar Mushtaque,T20I,0,14.89,101.13,10.57,43.77,268,3082.5
DL Hemp,ODI,1,29.78,68.54,8.95,64.96,268,2777.6
JV Chand,T20I,0,26.8,106.35,11.51,38.1,268,3745.3
A Kolan,T20I,5,16.69,80.42,4.22,43.98,267,2435.9
AT Carey,T20I,0,10.68,109.88,12.35,40.33,267,3213.9
R Abdulkareem,T20I,5,12.71,85.85,9.0,53.7,267,2541.9
C De Freitas,T20I,2,44.5,184.14,26.9,28.28,267,6598.1
SN Shihepo,T20I,5,9.21,76.5,6.3,51.86,267,2127.1
A Sutherland,T20I,0,13.35,140.53,18.42,28.95,267,4306.9
HC Brook,PSL,2,53.4,170.06,21.66,22.93,267,6520.9
TA Blundell,ODI,6,29.56,86.64,9.77,51.47,266,3267.8
S Vesawkar,T20I,0,26.6,99.63,10.11,41.95,266,3495.9
KJ Ferrary,T20I,0,29.56,109.47,11.52,34.57,266,3943.0
PR Stirling,PSL,2,29.56,166.25,28.12,38.75,266,5778.5
S Shillingford,Test,1,13.3,42.36,6.21,82.96,266,1541.0
LU Igalagamage,Test,7,53.2,73.08,10.44,65.38,266,3811.9
Shamsur Rahman,ODI,6,29.56,76.44,9.2,58.91,266,2981.8
B Bezuidenhout,ODI,5,20.46,76.0,7.43,54.57,266,2578.5
WKD Perkins,CPL,0,17.73,113.19,15.74,50.21,266,3608.9
M Stanikzai,T20I,2,15.65,147.78,21.67,42.78,266,4512.8
AC Botha,ODI,5,20.38,65.43,7.41,63.21,265,2303.8
G Motie,Test,1,22.08,63.4,8.37,69.38,265,2315.2
Rafiullah,T20I,2,13.25,175.5,25.83,42.38,265,5090.7
RR Sharan,T20I,0,20.38,102.32,13.51,55.6,265,3331.5
NF Kelly,ODI,6,33.12,75.07,10.76,65.16,265,3110.9
DJ Malan,BBL,0,26.5,113.73,12.45,35.62,265,3934.2
Steven Ryan Taylor,T20I,2,37.86,128.02,18.36,43.0,265,4847.3
R Baaleri,T20I,5,15.59,83.86,6.65,48.73,265,2536.3
A Lyth,Test,1,22.08,50.09,7.75,79.4,265,2080.1
Rubel Hossain,Test,1,9.46,43.95,6.3,80.6,265,1424.9
R Mutumbami,T20I,0,15.53,118.92,13.96,42.34,264,3599.5
AR Cusack,ODI,5,18.86,64.08,6.07,60.19,264,2181.7
SJ Taylor,Test,1,22.0,49.35,8.04,77.76,264,2086.0
MV Boucher,T20I,0,17.6,98.14,8.92,38.29,264,3110.3
PBB Rajapaksa,CPL,2,29.33,139.68,19.58,39.68,264,4818.0
LA Marsh,ODI,5,15.53,58.67,5.56,62.67,264,1912.2
BA Carse,ODI,5,18.86,80.49,7.62,53.05,264,2614.9
Osama Mahmood,T20I,0,26.3,116.89,14.22,42.67,263,3987.6
MJ Hoggard,Test,1,7.11,23.27,2.48,85.58,263,794.6
MM Ali,CPL,5,15.47,101.94,11.24,47.67,263,3103.7
R Sakurano-Thomas,T20I,5,11.95,94.6,5.4,39.57,263,2596.2
