striker,bowler,format,balls_faced,runs,dismissals,fours,sixes,dot_balls,strike_rate,average
RAS Lakmal,Taijul Islam,Test,60,47,3,4,1,37,78.33,15.67
RAS Lakmal,UT Yadav,Test,14,5,0,1,0,12,35.71,5.0
RAS Lakmal,V Permaul,Test,17,2,2,0,0,15,11.76,1.0
RAS Lakmal,VD Philander,Test,26,26,3,5,0,17,100.0,8.67
RAS Lakmal,VM Nyauchi,Test,14,0,0,0,0,14,0.0,0.0
RAS Lakmal,WD Parnell,ODI,12,15,0,1,1,5,125.0,15.0
RAS Lakmal,WD Parnell,Test,17,14,2,3,0,12,82.35,7.0
RAS Lakmal,WER Somerville,Test,48,26,1,4,1,39,54.17,26.0
RAS Lakmal,Yasir Shah,Test,53,6,1,0,0,48,11.32,6.0
RB Patel,AM Kimote,T20I,34,56,2,9,1,12,164.71,28.0
RB Patel,Aftab Hussain,T20I,12,7,0,1,0,8,58.33,7.0
RB Patel,BM Scholtz,T20I,16,13,1,1,0,6,81.25,13.0
RB Patel,C Rububagumya,T20I,12,28,0,6,0,2,233.33,28.0
RB Patel,E Rukiriza,T20I,10,13,0,1,0,0,130.0,13.0
RB Patel,E Sebareme,T20I,13,19,1,2,0,2,146.15,19.0
RB Patel,EB Ringera,T20I,11,8,1,1,0,7,72.73,8.0
RB Patel,Ehsan Khan,T20I,12,11,0,2,0,7,91.67,11.0
RB Patel,HA Chohan,T20I,20,18,1,2,0,11,90.0,18.0
RB Patel,IO Okpe,T20I,19,20,0,3,0,8,105.26,20.0
RB Patel,JN Frylinck,T20I,11,13,0,2,0,4,118.18,13.0
RB Patel,JN Loftie-Eaton,T20I,19,18,0,1,0,5,94.74,18.0
RB Patel,JO Adedeji,T20I,15,5,0,0,0,10,33.33,5.0
RB Patel,K Irakoze,T20I,11,15,0,2,0,2,136.36,15.0
RB Patel,K Nassoro,T20I,28,44,0,7,0,6,157.14,44.0
RB Patel,KJ Patel,T20I,12,17,0,0,1,1,141.67,17.0
RB Patel,M Yunusu Issa,T20I,18,16,0,3,0,11,88.89,16.0
RB Patel,Mohameed Taiwo,T20I,20,26,0,4,0,6,130.0,26.0
RB Patel,Muhammad Nadir,T20I,13,13,0,3,0,9,100.0,13.0
RB Patel,N Krishna,T20I,11,12,0,1,0,3,109.09,12.0
RB Patel,P Aho,T20I,24,27,1,3,0,7,112.5,27.0
RB Patel,P Useni,T20I,13,10,0,1,0,6,76.92,10.0
RB Patel,R Abdulkareem,T20I,13,20,0,3,0,3,153.85,20.0
RB Patel,S Thakor,T20I,33,45,2,3,2,8,136.36,22.5
RB Patel,SA Jumbe,T20I,28,25,1,4,0,17,89.29,25.0
RB Patel,T Lungameni,T20I,16,17,0,2,0,6,106.25,17.0
RB Patel,YM Nkanya,T20I,38,34,1,4,0,18,89.47,34.0
RB Patel,Yasim Murtaza,T20I,12,6,0,0,0,7,50.0,6.0
RB Patel,Z Bimenyimana,T20I,13,13,0,1,0,4,100.0,13.0
RC Belbashi,A Fujikawa,T20I,11,9,0,1,0,6,81.82,9.0
RC Belbashi,A Gurung,T20I,21,17,1,2,0,12,80.95,17.0
RC Belbashi,Ainna Hamizah Hashim,T20I,20,20,1,1,0,7,100.0,20.0
RC Belbashi,Aisya Eleesa,T20I,28,35,1,5,1,13,125.0,35.0
RC Belbashi,Aleena Khan,T20I,11,13,0,1,0,3,118.18,13.0
RC Belbashi,Amna Tariq,T20I,14,26,0,5,0,4,185.71,26.0
RC Belbashi,C Aweko,T20I,16,17,1,2,0,7,106.25,17.0
RC Belbashi,C de Lange,T20I,12,13,0,2,0,5,108.33,13.0
RC Belbashi,Chan Ka Man,T20I,13,6,0,0,0,7,46.15,6.0
RC Belbashi,E Toguchi-Quinn,T20I,12,11,0,2,0,7,91.67,11.0
RC Belbashi,EK Hubbard,T20I,12,8,0,0,0,4,66.67,8.0
RC Belbashi,EN Lynch,T20I,10,10,1,1,0,5,100.0,10.0
RC Belbashi,HDJ Siegers,T20I,18,25,2,4,0,7,138.89,12.5
RC Belbashi,J Mbabazi,T20I,15,14,2,2,0,8,93.33,7.0
RC Belbashi,KY Chan,T20I,26,22,2,3,0,14,84.62,11.0
RC Belbashi,Khadija Khalil,T20I,16,20,0,2,0,4,125.0,20.0
RC Belbashi,Latsha Haleemath,T20I,12,22,0,2,1,3,183.33,22.0
RC Belbashi,M Bibi,T20I,14,18,1,4,0,7,128.57,18.0
RC Belbashi,M Hill,T20I,24,16,0,3,0,17,66.67,16.0
RC Belbashi,Mahirah Izzati Ismail,T20I,39,29,2,2,1,24,74.36,14.5
RC Belbashi,Maria Jasvi,T20I,12,13,0,1,0,3,108.33,13.0
RC Belbashi,N Boochatham,T20I,21,12,1,1,0,14,57.14,12.0
RC Belbashi,Nabaa Naseem,T20I,15,36,0,4,1,1,240.0,36.0
RC Belbashi,Nashra Sandhu,T20I,11,7,0,1,0,8,63.64,7.0
RC Belbashi,Nik Nur Atiela,T20I,32,28,1,2,2,20,87.5,28.0
RC Belbashi,Nur Dania Syuhada,T20I,38,33,1,3,0,16,86.84,33.0
RC Belbashi,O Kamchomphu,T20I,18,23,0,1,2,8,127.78,23.0
RC Belbashi,P Maya,T20I,14,10,1,1,0,8,71.43,10.0
RC Belbashi,RP Yadav,T20I,10,8,0,2,0,8,80.0,8.0
RC Belbashi,Ruchitha Venkatesh,T20I,14,13,1,2,0,9,92.86,13.0
RC Belbashi,S Akiteng,T20I,22,12,2,1,0,14,54.55,6.0
RC Belbashi,S Laomi,T20I,15,14,1,2,0,9,93.33,14.0
RC Belbashi,S Siegers,T20I,11,11,0,1,0,3,100.0,11.0
RC Belbashi,SA Panayan,T20I,16,20,2,1,1,7,125.0,10.0
RC Belbashi,Sonam,T20I,13,7,1,1,0,9,53.85,7.0
RC Belbashi,T Cheki,T20I,10,7,0,0,0,4,70.0,7.0
RC Belbashi,T Lhaden,T20I,10,10,1,1,0,3,100.0,10.0
RC Belbashi,T Putthawong,T20I,29,17,3,2,1,23,58.62,5.67
RC Belbashi,WA Duraisingam,T20I,37,36,2,3,0,13,97.3,18.0
RC Irani,B Lee,ODI,30,12,1,1,0,22,40.0,12.0
RC Irani,GB Hogg,ODI,13,9,0,1,0,7,69.23,9.0
RC Irani,MJ Clarke,ODI,12,2,1,0,0,10,16.67,2.0
RC Irani,SK Warne,ODI,18,4,0,0,0,14,22.22,4.0
RC Irani,ST Jayasuriya,ODI,19,12,0,0,0,8,63.16,12.0
RC Irani,UDU Chandana,ODI,22,16,0,0,0,10,72.73,16.0
RD Berrington,A Dutt,ODI,27,19,1,0,1,16,70.37,19.0
RD Berrington,A Nao,ODI,15,18,0,3,0,6,120.0,18.0
RD Berrington,A Vala,ODI,68,55,1,5,0,33,80.88,55.0
RD Berrington,A Vala,T20I,10,13,1,2,0,3,130.0,13.0
RD Berrington,A Zampa,T20I,22,25,1,1,2,10,113.64,25.0
RD Berrington,AF Milne,ODI,18,14,0,1,0,11,77.78,14.0
RD Berrington,AG Cremer,ODI,40,15,2,0,0,26,37.5,7.5
RD Berrington,AJ Hosein,T20I,13,32,0,1,3,2,246.15,32.0
RD Berrington,AR Cusack,ODI,14,4,1,0,0,10,28.57,4.0
RD Berrington,AR McBrine,ODI,47,32,2,3,0,25,68.09,16.0
RD Berrington,AR Nurse,ODI,18,9,1,0,0,10,50.0,9.0
RD Berrington,AV Lalcheta,ODI,12,17,0,0,1,4,141.67,17.0
RD Berrington,Aamir Kaleem,ODI,22,17,0,0,1,12,77.27,17.0
RD Berrington,Aarif Sheikh,ODI,29,12,0,0,0,18,41.38,12.0
RD Berrington,Aayan Afzal Khan,ODI,54,42,0,4,0,26,77.78,42.0
RD Berrington,Ahmed Raza,ODI,64,30,1,1,0,41,46.88,30.0
RD Berrington,Aizaz Khan,T20I,17,18,0,0,0,5,105.88,18.0
RD Berrington,Akhil Kumar,ODI,18,9,0,0,0,11,50.0,9.0
RD Berrington,Ali Naseer,ODI,22,11,0,0,0,12,50.0,11.0
RD Berrington,Amir Hayat,ODI,11,7,0,1,0,7,63.64,7.0
RD Berrington,Aqib Ilyas,ODI,46,39,0,4,0,20,84.78,39.0
RD Berrington,Ayan Khan,ODI,45,29,0,0,1,22,64.44,29.0
RD Berrington,B Muzarabani,T20I,12,14,0,0,1,4,116.67,14.0
RD Berrington,B Shikongo,ODI,39,55,0,4,2,11,141.03,55.0
RD Berrington,B Ward,T20I,15,19,1,2,0,4,126.67,19.0
RD Berrington,B White,T20I,10,17,2,1,1,2,170.0,8.5
RD Berrington,BAD Manenti,T20I,10,12,0,0,1,3,120.0,12.0
RD Berrington,BD Glover,T20I,11,18,0,1,1,3,163.64,18.0
RD Berrington,BFW de Leede,ODI,28,24,1,2,0,14,85.71,24.0
RD Berrington,BJ McCarthy,T20I,13,19,0,1,1,3,146.15,19.0
RD Berrington,BM Scholtz,ODI,84,30,1,1,1,62,35.71,30.0
RD Berrington,BM Scholtz,T20I,22,24,0,2,0,4,109.09,24.0
RD Berrington,BM Tickner,ODI,13,5,0,1,0,11,38.46,5.0
RD Berrington,Basil Hameed,ODI,17,9,0,0,0,8,52.94,9.0
RD Berrington,Bilal Khan,ODI,64,48,0,4,0,34,75.0,48.0
RD Berrington,C Campher,T20I,13,27,1,3,2,5,207.69,27.0
RD Berrington,C Floyd,ODI,26,18,0,2,0,14,69.23,18.0
RD Berrington,CA Soper,ODI,55,38,1,2,1,34,69.09,38.0
RD Berrington,CA Soper,T20I,14,16,1,1,1,8,114.29,16.0
RD Berrington,CA Young,ODI,33,18,0,2,0,21,54.55,18.0
RD Berrington,CAH Stevenson,ODI,26,38,0,1,2,8,146.15,38.0
RD Berrington,CJA Amini,ODI,63,41,1,1,1,34,65.08,41.0
RD Berrington,CJA Amini,T20I,22,39,0,2,2,3,177.27,39.0
RD Berrington,CR Brathwaite,ODI,22,11,0,2,0,17,50.0,11.0
RD Berrington,D Heyliger,ODI,14,3,1,0,0,11,21.43,3.0
RD Berrington,D Wiese,T20I,11,19,1,2,1,4,172.73,19.0
RD Berrington,DL Vettori,ODI,20,12,0,0,1,13,60.0,12.0
RD Berrington,DS Airee,ODI,22,18,0,2,0,11,81.82,18.0
RD Berrington,DS Bajwa,ODI,17,13,0,2,0,11,76.47,13.0
RD Berrington,DT Doram,T20I,24,44,1,4,3,10,183.33,44.0
RD Berrington,EJB Miles,T20I,10,10,1,1,0,4,100.0,10.0
RD Berrington,Ehsan Khan,ODI,11,6,2,0,0,5,54.55,3.0
RD Berrington,FJ Klaassen,T20I,19,31,0,5,0,5,163.16,31.0
RD Berrington,Fayyaz Butt,ODI,36,25,0,2,0,21,69.44,25.0
RD Berrington,GH Dockrell,ODI,25,12,1,0,0,16,48.0,12.0
RD Berrington,GH Dockrell,T20I,25,31,1,0,2,7,124.0,31.0
RD Berrington,Gulsan Jha,ODI,31,14,2,2,0,24,45.16,7.0
RD Berrington,H Thaker,ODI,23,12,0,0,0,13,52.17,12.0
RD Berrington,HN Ya France,ODI,20,12,0,1,0,11,60.0,12.0
RD Berrington,Harmeet Singh,ODI,19,9,0,0,1,15,47.37,9.0
RD Berrington,Hasan Ali,T20I,22,37,0,3,1,6,168.18,37.0
RD Berrington,IG Holland,ODI,20,16,1,1,1,12,80.0,16.0
RD Berrington,IS Sodhi,T20I,10,12,2,0,1,4,120.0,6.0
RD Berrington,Imran Haider,ODI,47,38,0,3,1,24,80.85,38.0
RD Berrington,JF Mooney,ODI,30,28,0,4,0,16,93.33,28.0
RD Berrington,JJ Smit,ODI,27,13,0,3,0,23,48.15,13.0
RD Berrington,JJ Smit,T20I,10,17,0,0,2,3,170.0,17.0
RD Berrington,JN Frylinck,ODI,32,34,1,4,1,17,106.25,34.0
RD Berrington,JN Frylinck,T20I,13,12,0,0,0,3,92.31,12.0
RD Berrington,JN Loftie-Eaton,ODI,11,8,1,0,1,8,72.73,8.0
RD Berrington,JT Brassell,ODI,20,7,0,0,0,13,35.0,7.0
RD Berrington,Jasdeep Singh,ODI,12,8,1,1,0,7,66.67,8.0
RD Berrington,Jaskaran Singh,ODI,22,4,0,0,0,18,18.18,4.0
RD Berrington,Jay Odedra,ODI,16,15,0,2,0,8,93.75,15.0
RD Berrington,Junaid Siddique,ODI,27,25,0,1,1,13,92.59,25.0
RD Berrington,K Bhurtel,ODI,11,15,0,1,1,4,136.36,15.0
RD Berrington,K Klein,ODI,17,15,1,0,1,11,88.24,15.0
RD Berrington,KAJ Roach,ODI,13,5,0,1,0,11,38.46,5.0
RD Berrington,KJ O'Brien,ODI,38,35,1,3,1,19,92.11,35.0
RD Berrington,KMA Paul,ODI,15,8,0,1,0,10,53.33,8.0
RD Berrington,KP Meiyappan,ODI,24,28,1,2,1,9,116.67,28.0
RD Berrington,Kaleem Sana,ODI,11,6,0,1,0,8,54.55,6.0
RD Berrington,Kaleemullah,ODI,40,25,3,1,1,25,62.5,8.33
RD Berrington,Karan KC,ODI,43,36,1,2,2,28,83.72,36.0
RD Berrington,Kashif Daud,ODI,17,6,0,1,0,14,35.29,6.0
RD Berrington,Khawar Ali,ODI,67,72,2,8,2,34,107.46,36.0
RD Berrington,Khawar Ali,T20I,12,23,0,0,3,4,191.67,23.0
RD Berrington,LA Dawson,T20I,11,24,0,3,1,2,218.18,24.0
RD Berrington,LM Jongwe,T20I,30,33,0,2,1,11,110.0,33.0
RD Berrington,LN Rajbanshi,ODI,45,26,1,1,0,22,57.78,26.0
RD Berrington,LV van Beek,ODI,20,8,0,0,0,13,40.0,8.0
RD Berrington,M Levitt,ODI,25,29,0,1,2,12,116.0,29.0
RD Berrington,MC Sorensen,ODI,23,16,0,2,0,13,69.57,16.0
RD Berrington,MG Erasmus,ODI,37,50,0,5,2,15,135.14,50.0
RD Berrington,MG Erasmus,T20I,14,17,0,1,1,6,121.43,17.0
RD Berrington,MJ Santner,T20I,16,25,1,3,1,5,156.25,25.0
RD Berrington,MJG Rippon,T20I,10,10,0,1,0,3,100.0,10.0
RD Berrington,MS Aulakh,T20I,11,16,0,3,0,6,145.45,16.0
RD Berrington,Mohammad Nadeem,ODI,15,15,0,2,0,6,100.0,15.0
RD Berrington,Mohammad Nadeem,T20I,11,23,1,1,2,3,209.09,23.0
RD Berrington,Mohammad Naveed,ODI,38,44,1,4,1,16,115.79,44.0
RD Berrington,Muhammad Jawadullah,ODI,18,21,1,3,0,9,116.67,21.0
RD Berrington,N Pokana,ODI,15,18,0,0,1,3,120.0,18.0
RD Berrington,N Pokana,T20I,13,13,0,1,0,4,100.0,13.0
RD Berrington,N Vanua,ODI,41,48,1,1,4,20,117.07,48.0
RD Berrington,ND Laegsgaard,T20I,10,9,0,0,0,4,90.0,9.0
RD Berrington,NK Patel,ODI,44,40,1,3,1,19,90.91,40.0
RD Berrington,NP Kenjige,ODI,51,48,0,4,1,20,94.12,48.0
RD Berrington,Nadeem Ahmed,ODI,17,5,0,0,0,12,29.41,5.0
RD Berrington,Nadeem Ahmed,T20I,15,14,3,0,1,7,93.33,4.67
RD Berrington,PA van Meekeren,ODI,36,36,1,1,3,20,100.0,36.0
RD Berrington,PA van Meekeren,T20I,39,70,0,8,3,12,179.49,70.0
RD Berrington,PC Connell,ODI,10,5,0,0,0,6,50.0,5.0
RD Berrington,PM Seelaar,ODI,24,27,0,0,3,13,112.5,27.0
RD Berrington,PM Seelaar,T20I,25,27,2,2,1,9,108.0,13.5
RD Berrington,Pargat Singh,ODI,18,12,1,1,0,11,66.67,12.0
RD Berrington,R Hekure,ODI,27,17,0,1,1,19,62.96,17.0
RD Berrington,R Klein,ODI,11,7,0,0,0,5,63.64,7.0
RD Berrington,R Ngarava,T20I,24,22,0,2,0,11,91.67,22.0
RD Berrington,R Trumpelmann,ODI,34,18,1,1,0,22,52.94,18.0
RD Berrington,R Trumpelmann,T20I,22,30,1,3,0,7,136.36,30.0
RD Berrington,RE van der Merwe,ODI,12,14,0,0,1,4,116.67,14.0
RD Berrington,RE van der Merwe,T20I,22,20,2,2,0,11,90.91,10.0
RD Berrington,RP Burl,T20I,11,16,0,1,1,3,145.45,16.0
RD Berrington,Rohan Mustafa,ODI,70,71,1,4,2,27,101.43,71.0
RD Berrington,S Bau,ODI,27,14,1,1,0,18,51.85,14.0
RD Berrington,S Fouché,ODI,23,29,1,4,0,7,126.09,29.0
RD Berrington,S Lamichhane,ODI,80,69,2,6,3,47,86.25,34.5
RD Berrington,S Shrivastava,ODI,10,16,0,2,1,5,160.0,16.0
RD Berrington,S Snater,T20I,12,18,1,2,0,4,150.0,18.0
RD Berrington,SC Williams,ODI,38,18,2,1,0,23,47.37,9.0
RD Berrington,SC Williams,T20I,35,40,1,1,2,11,114.29,40.0
RD Berrington,SI Kamea,ODI,33,41,0,4,1,13,124.24,41.0
RD Berrington,SK Atai,T20I,15,19,0,1,1,4,126.67,19.0
RD Berrington,SN Netravalkar,ODI,35,29,1,0,2,18,82.86,29.0
RD Berrington,SO Ngoche,ODI,20,11,0,0,0,12,55.0,11.0
RD Berrington,SR Taylor,ODI,18,20,1,0,2,8,111.11,20.0
RD Berrington,SR Thompson,T20I,10,19,0,2,1,2,190.0,19.0
RD Berrington,SS Kang,ODI,31,19,1,2,0,20,61.29,19.0
RD Berrington,Saad Bin Zafar,ODI,43,29,0,4,0,28,67.44,29.0
RD Berrington,Sahel Zadran,T20I,12,25,0,2,1,2,208.33,25.0
RD Berrington,Shahid Ahmadzai,ODI,10,7,0,1,0,6,70.0,7.0
RD Berrington,Shaiman Anwar,ODI,15,7,1,0,0,8,46.67,7.0
RD Berrington,Shoaib Khan,ODI,10,4,0,0,0,6,40.0,4.0
RD Berrington,Sikandar Raza,ODI,50,33,0,2,1,30,66.0,33.0
RD Berrington,Simi Singh,ODI,32,18,0,1,0,18,56.25,18.0
RD Berrington,Sompal Kami,ODI,31,25,1,3,1,21,80.65,25.0
RD Berrington,T Lungameni,ODI,43,30,1,2,1,26,69.77,30.0
RD Berrington,T van der Gugten,T20I,19,25,0,3,0,6,131.58,25.0
RD Berrington,TA Boult,ODI,10,2,0,0,0,8,20.0,2.0
RD Berrington,TG Southee,ODI,23,12,0,2,0,17,52.17,12.0
RD Berrington,TL Chatara,T20I,31,33,1,4,0,13,106.45,33.0
RD Berrington,Tanwir Afzal,ODI,11,1,1,0,0,9,9.09,1.0
RD Berrington,VJ Kingma,ODI,10,5,1,0,0,7,50.0,5.0
RD Berrington,Vikramjit Singh,ODI,11,13,0,1,1,6,118.18,13.0
RD Berrington,WB Rankin,ODI,12,8,0,1,0,7,66.67,8.0
RD Berrington,WK McCallan,ODI,12,4,0,0,0,8,33.33,4.0
RD Berrington,WP Masakadza,T20I,26,32,0,2,2,11,123.08,32.0
RD Berrington,Zahoor Khan,ODI,62,61,1,6,1,27,98.39,61.0
RD Berrington,Zawar Farid,ODI,13,4,0,0,0,10,30.77,4.0
RD Berrington,Zeeshan Maqsood,ODI,90,64,0,1,1,42,71.11,64.0
RD Chahar,A Dananjaya,ODI,10,5,0,0,0,5,50.0,5.0
RD Chahar,LH Ferguson,IPL,11,12,1,2,0,6,109.09,12.0
RD Chahar,SN Thakur,IPL,10,8,1,1,0,5,80.0,8.0
RD Gaikwad,A Nortje,IPL,30,46,2,5,2,10,153.33,23.0
RD Gaikwad,A Nortje,T20I,12,30,0,4,2,5,250.0,30.0
RD Gaikwad,A Zampa,ODI,15,16,1,2,0,6,106.67,16.0
RD Gaikwad,A Zampa,T20I,10,12,0,1,0,2,120.0,12.0
RD Gaikwad,AD Russell,IPL,11,23,1,2,2,4,209.09,23.0
RD Gaikwad,AF Milne,IPL,13,12,0,2,0,7,92.31,12.0
RD Gaikwad,AK Markram,IPL,10,20,0,0,2,1,200.0,20.0
RD Gaikwad,AM Ghazanfar,IPL,15,22,1,2,1,5,146.67,22.0
RD Gaikwad,AM Hardie,T20I,23,50,0,5,3,6,217.39,50.0
RD Gaikwad,AR Patel,IPL,48,63,2,3,4,17,131.25,31.5
RD Gaikwad,AS Joseph,IPL,25,47,1,2,5,9,188.0,47.0
RD Gaikwad,AS Roy,IPL,10,17,1,4,0,5,170.0,17.0
RD Gaikwad,Abhishek Sharma,IPL,10,8,0,1,0,5,80.0,8.0
RD Gaikwad,Akash Madhwal,IPL,11,25,0,2,2,3,227.27,25.0
RD Gaikwad,Akash Singh,IPL,24,44,1,7,1,7,183.33,44.0
RD Gaikwad,Arshad Khan,IPL,22,39,0,2,4,11,177.27,39.0
RD Gaikwad,Arshdeep Singh,IPL,38,42,3,7,0,18,110.53,14.0
RD Gaikwad,Avesh Khan,IPL,26,28,1,1,1,10,107.69,28.0
RD Gaikwad,Azmatullah Omarzai,IPL,10,8,0,1,0,6,80.0,8.0
RD Gaikwad,B Kumar,IPL,48,69,0,7,3,18,143.75,69.0
RD Gaikwad,B Muzarabani,T20I,18,11,2,1,0,11,61.11,5.5
RD Gaikwad,B White,T20I,13,22,0,2,1,2,169.23,22.0
RD Gaikwad,BJ McCarthy,T20I,12,13,1,0,1,4,108.33,13.0
RD Gaikwad,C Bosch,ODI,17,30,0,5,0,4,176.47,30.0
RD Gaikwad,C Green,IPL,16,18,0,3,0,6,112.5,18.0
RD Gaikwad,C Sakariya,IPL,20,13,1,1,0,11,65.0,13.0
RD Gaikwad,CA Young,T20I,14,22,0,3,0,1,157.14,22.0
RD Gaikwad,CH Morris,IPL,12,15,0,1,1,6,125.0,15.0
RD Gaikwad,CV Varun,IPL,50,45,2,2,1,19,90.0,22.5
RD Gaikwad,G Coetzee,IPL,10,22,0,2,2,4,220.0,22.0
RD Gaikwad,GJ Maxwell,T20I,10,39,0,3,4,0,390.0,39.0
RD Gaikwad,HH Pandya,IPL,31,52,1,4,3,8,167.74,52.0
RD Gaikwad,Harpreet Brar,IPL,15,27,0,3,1,2,180.0,27.0
RD Gaikwad,I Sharma,IPL,10,20,0,4,0,3,200.0,20.0
RD Gaikwad,J Little,T20I,14,17,0,2,0,4,121.43,17.0
RD Gaikwad,J Suchith,IPL,13,33,0,6,0,1,253.85,33.0
RD Gaikwad,JC Archer,IPL,15,9,1,1,0,9,60.0,9.0
RD Gaikwad,JD Unadkat,IPL,18,28,0,1,1,2,155.56,28.0
RD Gaikwad,JJ Bumrah,IPL,25,35,0,3,2,11,140.0,35.0
RD Gaikwad,JO Holder,IPL,18,23,1,1,2,8,127.78,23.0
RD Gaikwad,JP Behrendorff,T20I,17,19,0,3,0,8,111.76,19.0
RD Gaikwad,JR Hazlewood,IPL,18,9,2,1,0,13,50.0,4.5
RD Gaikwad,K Kartikeya,IPL,16,24,0,2,1,4,150.0,24.0
RD Gaikwad,K Rabada,IPL,45,48,3,5,1,19,106.67,16.0
RD Gaikwad,K Rabada,ODI,18,4,0,0,0,16,22.22,4.0
RD Gaikwad,K Rabada,T20I,26,23,1,2,1,16,88.46,23.0
RD Gaikwad,KA Maharaj,ODI,40,46,0,5,1,15,115.0,46.0
RD Gaikwad,KH Pandya,IPL,19,34,0,4,1,3,178.95,34.0
RD Gaikwad,KK Ahmed,IPL,24,16,1,1,0,11,66.67,16.0
RD Gaikwad,Kuldeep Yadav,IPL,15,31,0,1,3,2,206.67,31.0
RD Gaikwad,L Ngidi,ODI,20,17,0,1,0,9,85.0,17.0
RD Gaikwad,L Ngidi,T20I,12,8,2,1,0,8,66.67,4.0
RD Gaikwad,LH Ferguson,IPL,31,56,1,7,2,8,180.65,56.0
RD Gaikwad,LM Jongwe,T20I,10,25,0,5,0,0,250.0,25.0
RD Gaikwad,M Jansen,IPL,22,35,0,3,2,8,159.09,35.0
RD Gaikwad,M Jansen,ODI,16,15,1,1,1,9,93.75,15.0
RD Gaikwad,M Markande,IPL,17,18,0,1,0,3,105.88,18.0
RD Gaikwad,M Prasidh Krishna,IPL,17,22,0,3,1,9,129.41,22.0
RD Gaikwad,M Theekshana,IPL,11,19,0,2,0,1,172.73,19.0
RD Gaikwad,MA Starc,IPL,18,18,1,3,0,10,100.0,18.0
RD Gaikwad,MJ Henry,IPL,18,25,0,2,0,5,138.89,25.0
RD Gaikwad,MJ Suthar,IPL,14,18,0,3,0,7,128.57,18.0
RD Gaikwad,MP Stoinis,IPL,12,20,0,0,1,1,166.67,20.0
RD Gaikwad,Mohammed Shami,IPL,84,73,0,9,0,43,86.9,73.0
RD Gaikwad,Mohammed Siraj,IPL,67,100,2,14,3,28,149.25,50.0
RD Gaikwad,Mohsin Khan,IPL,19,31,0,3,1,5,163.16,31.0
RD Gaikwad,Mustafizur Rahman,IPL,12,18,1,0,2,4,150.0,18.0
RD Gaikwad,N Burger,IPL,15,17,0,0,2,8,113.33,17.0
RD Gaikwad,N Burger,ODI,20,12,1,1,0,12,60.0,12.0
RD Gaikwad,NT Ellis,T20I,15,16,1,0,1,5,106.67,16.0
RD Gaikwad,Noor Ahmad,IPL,12,14,1,1,0,2,116.67,14.0
RD Gaikwad,PJ Cummins,IPL,29,47,2,5,2,8,162.07,23.5
RD Gaikwad,PJ Cummins,ODI,19,12,0,1,0,12,63.16,12.0
RD Gaikwad,PWH de Silva,IPL,16,31,1,1,3,4,193.75,31.0
RD Gaikwad,R Ashwin,IPL,16,20,0,1,0,2,125.0,20.0
RD Gaikwad,R Sai Kishore,IPL,18,12,0,0,0,7,66.67,12.0
RD Gaikwad,R Tewatia,IPL,16,31,1,2,2,3,193.75,31.0
RD Gaikwad,RD Chahar,IPL,37,40,1,2,1,11,108.11,40.0
RD Gaikwad,Raghu Sharma,IPL,12,14,0,0,0,1,116.67,14.0
RD Gaikwad,Rashid Khan,IPL,69,113,2,12,3,15,163.77,56.5
RD Gaikwad,Ravi Bishnoi,IPL,18,29,1,5,0,4,161.11,29.0
RD Gaikwad,S Kaul,IPL,10,12,0,1,0,3,120.0,12.0
RD Gaikwad,SA Abbott,ODI,24,26,0,5,0,15,108.33,26.0
RD Gaikwad,SM Curran,IPL,22,38,0,3,2,4,172.73,38.0
RD Gaikwad,SP Narine,IPL,49,63,1,3,3,13,128.57,63.0
RD Gaikwad,Sandeep Sharma,IPL,51,50,1,6,0,24,98.04,50.0
RD Gaikwad,Shahbaz Ahmed,IPL,23,28,3,4,0,8,121.74,9.33
RD Gaikwad,Sikandar Raza,T20I,11,17,0,1,1,2,154.55,17.0
RD Gaikwad,T Natarajan,IPL,29,39,3,4,0,9,134.48,13.0
RD Gaikwad,T Sangha,T20I,31,51,1,5,2,8,164.52,51.0
RD Gaikwad,TA Boult,IPL,43,57,3,8,2,23,132.56,19.0
RD Gaikwad,TL Chatara,T20I,22,41,0,6,1,5,186.36,41.0
RD Gaikwad,UT Yadav,IPL,15,17,2,2,1,8,113.33,8.5
RD Gaikwad,Umran Malik,IPL,22,40,0,4,2,7,181.82,40.0
RD Gaikwad,VG Arora,IPL,21,28,0,4,0,6,133.33,28.0
RD Gaikwad,WP Masakadza,T20I,11,15,0,1,0,2,136.36,15.0
RD Gaikwad,Washington Sundar,IPL,22,26,0,1,1,8,118.18,26.0
RD Gaikwad,YS Chahal,IPL,47,53,3,5,1,16,112.77,17.67
RD Gaikwad,Yash Dayal,IPL,32,52,2,4,4,14,162.5,26.0
RD Gaikwad,Yash Thakur,IPL,20,38,1,5,1,3,190.0,38.0
RD Jacobs,A Flintoff,Test,35,19,0,0,2,25,54.29,19.0
RD Jacobs,A Nel,Test,33,6,1,1,0,30,18.18,6.0
RD Jacobs,D Gamage,ODI,12,10,0,1,0,6,83.33,10.0
RD Jacobs,DL Vettori,ODI,21,12,0,0,0,11,57.14,12.0
RD Jacobs,GD McGrath,Test,33,14,0,3,0,28,42.42,14.0
RD Jacobs,GJ Batty,Test,60,27,0,2,0,41,45.0,27.0
RD Jacobs,HDPK Dharmasena,ODI,11,3,0,0,0,8,27.27,3.0
