striker,matches,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
AA Noffke,1.0,9.0,10.0,1.0,4.0,1.0,0.0,9.0,90.0,40.0,10.0
QF Djakaridja,10.0,9.0,52.0,8.0,44.0,0.0,0.0,1.12,17.31,84.62,0.0
Qadeer Ahmed,7.0,9.0,23.0,1.0,16.0,1.0,0.0,9.0,39.13,69.57,4.35
Itibarshah Deedar,2.0,9.0,11.0,0.0,6.0,1.0,0.0,9.0,81.82,54.55,9.09
ATS Silva,5.0,9.0,25.0,3.0,16.0,0.0,0.0,3.0,36.0,64.0,0.0
Nabi Gul,1.0,9.0,12.0,1.0,4.0,0.0,0.0,9.0,75.0,33.33,0.0
J Nyirankundineza,5.0,9.0,15.0,2.0,10.0,1.0,0.0,4.5,60.0,66.67,6.67
Ouen Sophy,4.0,9.0,69.0,4.0,63.0,1.0,0.0,2.25,13.04,91.3,1.45
M Khauta,2.0,9.0,6.0,1.0,3.0,2.0,0.0,9.0,150.0,50.0,33.33
Mariam Hasan,2.0,9.0,12.0,2.0,5.0,0.0,0.0,4.5,75.0,41.67,0.0
WKD Perkins,1.0,9.0,11.0,1.0,5.0,1.0,0.0,9.0,81.82,45.45,9.09
YM Nkanya,12.0,9.0,32.0,6.0,24.0,0.0,0.0,1.5,28.12,75.0,0.0
R Smith,6.0,9.0,37.0,4.0,31.0,0.0,0.0,2.25,24.32,83.78,0.0
V Khanduri,3.0,9.0,20.0,2.0,14.0,0.0,0.0,4.5,45.0,70.0,0.0
RAJ Smith,1.0,9.0,7.0,0.0,3.0,1.0,0.0,9.0,128.57,42.86,14.29
T Amresh,2.0,9.0,9.0,2.0,6.0,0.0,1.0,4.5,100.0,66.67,11.11
N Kakor,4.0,9.0,11.0,1.0,5.0,1.0,0.0,9.0,81.82,45.45,9.09
RW Hartley,3.0,9.0,21.0,1.0,13.0,0.0,0.0,9.0,42.86,61.9,0.0
Lee Kangmin,3.0,9.0,12.0,1.0,6.0,1.0,0.0,9.0,75.0,50.0,8.33
H Shah,2.0,9.0,25.0,2.0,19.0,1.0,0.0,4.5,36.0,76.0,4.0
H Sawaneh,3.0,9.0,14.0,2.0,8.0,1.0,0.0,4.5,64.29,57.14,7.14
F Kasteni,2.0,9.0,24.0,2.0,18.0,0.0,0.0,4.5,37.5,75.0,0.0
S Varathappan,1.0,9.0,10.0,1.0,7.0,2.0,0.0,9.0,90.0,70.0,20.0
RJ Campbell,2.0,9.0,23.0,2.0,17.0,1.0,0.0,4.5,39.13,73.91,4.35
A Meyenborg,5.0,9.0,38.0,1.0,29.0,0.0,0.0,9.0,23.68,76.32,0.0
KK Tillett,2.0,9.0,19.0,2.0,14.0,1.0,0.0,4.5,47.37,73.68,5.26
HL Ferling,6.0,9.0,25.0,3.0,19.0,1.0,0.0,3.0,36.0,76.0,4.0
AR Perez Rivero,1.0,9.0,10.0,1.0,3.0,0.0,0.0,9.0,90.0,30.0,0.0
JQK Moala,4.0,9.0,21.0,4.0,12.0,0.0,0.0,2.25,42.86,57.14,0.0
Lovepreet Singh,2.0,9.0,25.0,2.0,20.0,1.0,0.0,4.5,36.0,80.0,4.0
E Miller,1.0,9.0,6.0,1.0,3.0,2.0,0.0,9.0,150.0,50.0,33.33
HR Johnson,2.0,9.0,20.0,1.0,14.0,0.0,0.0,9.0,45.0,70.0,0.0
O Shields,2.0,9.0,13.0,3.0,10.0,2.0,0.0,3.0,69.23,76.92,15.38
Tenzin Wangchuk jnr,2.0,9.0,17.0,2.0,14.0,2.0,0.0,4.5,52.94,82.35,11.76
Ali Majid,1.0,9.0,8.0,0.0,5.0,2.0,0.0,9.0,112.5,62.5,25.0
Purvi Kumari,2.0,9.0,25.0,0.0,20.0,0.0,0.0,9.0,36.0,80.0,0.0
D Hardware,2.0,9.0,24.0,1.0,17.0,0.0,0.0,9.0,37.5,70.83,0.0
A Poulose,3.0,9.0,14.0,3.0,11.0,2.0,0.0,3.0,64.29,78.57,14.29
A Munisar,6.0,9.0,52.0,4.0,47.0,1.0,0.0,2.25,17.31,90.38,1.92
Suabika Manivannan,4.0,9.0,24.0,2.0,17.0,0.0,0.0,4.5,37.5,70.83,0.0
E Karimi,6.0,9.0,23.0,3.0,16.0,0.0,0.0,3.0,39.13,69.57,0.0
KL George,2.0,9.0,21.0,2.0,15.0,1.0,0.0,4.5,42.86,71.43,4.76
KN Peiris,2.0,9.0,40.0,3.0,34.0,1.0,0.0,3.0,22.5,85.0,2.5
Amaya Rajapaksha,3.0,9.0,21.0,2.0,15.0,1.0,0.0,4.5,42.86,71.43,4.76
ST Eyyunni,3.0,9.0,25.0,1.0,18.0,0.0,0.0,9.0,36.0,72.0,0.0
Anam Mollik,1.0,9.0,10.0,2.0,4.0,1.0,0.0,4.5,90.0,40.0,10.0
S Banamali,2.0,9.0,15.0,1.0,8.0,0.0,0.0,9.0,60.0,53.33,0.0
Aziz Sualley,5.0,9.0,17.0,3.0,11.0,1.0,0.0,3.0,52.94,64.71,5.88
B Laughlin,6.0,9.0,24.0,2.0,17.0,0.0,0.0,4.5,37.5,70.83,0.0
I Edwards,5.0,9.0,30.0,2.0,22.0,0.0,0.0,4.5,30.0,73.33,0.0
Humayun Kabir,2.0,9.0,16.0,2.0,9.0,0.0,0.0,4.5,56.25,56.25,0.0
Sangita Rai,3.0,9.0,37.0,3.0,28.0,0.0,0.0,3.0,24.32,75.68,0.0
Ravinder Singh,1.0,9.0,19.0,1.0,11.0,0.0,0.0,9.0,47.37,57.89,0.0
Faisal Athar,1.0,9.0,38.0,1.0,30.0,1.0,0.0,9.0,23.68,78.95,2.63
GY Prastama,3.0,9.0,13.0,1.0,6.0,0.0,0.0,9.0,69.23,46.15,0.0
Mohammad Abrar,2.0,9.0,16.0,1.0,10.0,1.0,0.0,9.0,56.25,62.5,6.25
FDM Devonshire,1.0,9.0,6.0,1.0,1.0,1.0,0.0,9.0,150.0,16.67,16.67
A Kapoor,1.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,225.0,0.0,25.0
FC Muniz,3.0,9.0,26.0,3.0,18.0,0.0,0.0,3.0,34.62,69.23,0.0
S Rukmal,5.0,9.0,20.0,2.0,17.0,2.0,0.0,4.5,45.0,85.0,10.0
K Lake,1.0,9.0,8.0,1.0,2.0,0.0,0.0,9.0,112.5,25.0,0.0
Bhargav Narasimha,2.0,9.0,17.0,2.0,8.0,0.0,0.0,4.5,52.94,47.06,0.0
C Pavely,2.0,9.0,8.0,2.0,3.0,1.0,0.0,4.5,112.5,37.5,12.5
Rashid Zia,2.0,9.0,57.0,2.0,54.0,2.0,0.0,4.5,15.79,94.74,3.51
Ahmed Safi Abdullah,2.0,9.0,13.0,0.0,8.0,1.0,0.0,9.0,69.23,61.54,7.69
Sanjay Kumar,2.0,9.0,7.0,1.0,1.0,1.0,0.0,9.0,128.57,14.29,14.29
Babar Ali,3.0,9.0,19.0,3.0,11.0,0.0,0.0,3.0,47.37,57.89,0.0
AN Hyobeom,3.0,9.0,17.0,3.0,12.0,1.0,0.0,3.0,52.94,70.59,5.88
K Suwanchonrathi,1.0,9.0,8.0,0.0,4.0,1.0,0.0,9.0,112.5,50.0,12.5
Safvan Patel,1.0,9.0,12.0,1.0,4.0,0.0,0.0,9.0,75.0,33.33,0.0
H Isorena,2.0,9.0,21.0,3.0,16.0,1.0,0.0,3.0,42.86,76.19,4.76
CJ Ana,3.0,9.0,23.0,3.0,16.0,1.0,0.0,3.0,39.13,69.57,4.35
Faisal Akram,3.0,9.0,10.0,1.0,5.0,1.0,0.0,9.0,90.0,50.0,10.0
Nilusha Waruwangodage,3.0,9.0,23.0,1.0,17.0,1.0,0.0,9.0,39.13,73.91,4.35
CE Taylor,1.0,9.0,33.0,0.0,28.0,1.0,0.0,9.0,27.27,84.85,3.03
V Volfova,4.0,8.0,28.0,3.0,23.0,1.0,0.0,2.67,28.57,82.14,3.57
Manjural Islam,5.0,8.0,31.0,4.0,27.0,0.0,0.0,2.0,25.81,87.1,0.0
Abhilasha Singh,2.0,8.0,21.0,2.0,17.0,1.0,0.0,4.0,38.1,80.95,4.76
T Dlamini,11.0,8.0,85.0,10.0,75.0,0.0,0.0,0.8,9.41,88.24,0.0
R Edwards,3.0,8.0,21.0,2.0,13.0,0.0,0.0,4.0,38.1,61.9,0.0
Asif Iqbal (1),1.0,8.0,8.0,1.0,6.0,2.0,0.0,8.0,100.0,75.0,25.0
Kuldeep Singh,3.0,8.0,16.0,3.0,8.0,0.0,0.0,2.67,50.0,50.0,0.0
P Chopra,1.0,8.0,6.0,1.0,4.0,2.0,0.0,8.0,133.33,66.67,33.33
Zahid Zadran,3.0,8.0,11.0,3.0,6.0,0.0,0.0,2.67,72.73,54.55,0.0
A Dhingra,5.0,8.0,8.0,2.0,3.0,1.0,0.0,4.0,100.0,37.5,12.5
T Sangha,5.0,8.0,28.0,2.0,21.0,0.0,0.0,4.0,28.57,75.0,0.0
Malyun Yusuf,2.0,8.0,8.0,1.0,4.0,1.0,0.0,8.0,100.0,50.0,12.5
T Ritawa,3.0,8.0,10.0,3.0,5.0,1.0,0.0,2.67,80.0,50.0,10.0
Azim Patel,2.0,8.0,13.0,2.0,9.0,1.0,0.0,4.0,61.54,69.23,7.69
S Kalavitigoda,1.0,8.0,54.0,2.0,50.0,1.0,0.0,4.0,14.81,92.59,1.85
D Ramani,3.0,8.0,16.0,1.0,9.0,0.0,0.0,8.0,50.0,56.25,0.0
Abdul Salman Khan,2.0,8.0,11.0,1.0,6.0,1.0,0.0,8.0,72.73,54.55,9.09
SR McAnanama-Brereton,3.0,8.0,24.0,1.0,16.0,0.0,0.0,8.0,33.33,66.67,0.0
L Qiao,3.0,8.0,10.0,3.0,6.0,1.0,0.0,2.67,80.0,60.0,10.0
S Divya,3.0,8.0,10.0,2.0,5.0,1.0,0.0,4.0,80.0,50.0,10.0
Kristan Tillett,3.0,8.0,19.0,2.0,12.0,0.0,0.0,4.0,42.11,63.16,0.0
Ashar Zaidi,2.0,8.0,16.0,1.0,8.0,0.0,0.0,8.0,50.0,50.0,0.0
S Ishaque,1.0,8.0,9.0,1.0,4.0,1.0,0.0,8.0,88.89,44.44,11.11
SJS Smith,1.0,8.0,11.0,0.0,6.0,1.0,0.0,8.0,72.73,54.55,9.09
A Tripathi,3.0,8.0,25.0,3.0,20.0,1.0,0.0,2.67,32.0,80.0,4.0
W Viraliliu,3.0,8.0,10.0,2.0,4.0,0.0,0.0,4.0,80.0,40.0,0.0
DG Bassey,1.0,8.0,11.0,1.0,6.0,1.0,0.0,8.0,72.73,54.55,9.09
Mukesh Choudhary,3.0,8.0,8.0,0.0,4.0,1.0,0.0,8.0,100.0,50.0,12.5
A Gunasekar,3.0,8.0,40.0,2.0,36.0,1.0,0.0,4.0,20.0,90.0,2.5
TM Srivastava,3.0,8.0,11.0,1.0,5.0,0.0,0.0,8.0,72.73,45.45,0.0
A Das,7.0,8.0,25.0,4.0,18.0,0.0,0.0,2.0,32.0,72.0,0.0
A Ahmadhel,4.0,8.0,24.0,5.0,20.0,1.0,0.0,1.6,33.33,83.33,4.17
AB Martinez,3.0,8.0,59.0,2.0,51.0,1.0,0.0,4.0,13.56,86.44,1.69
J Batinibulu,3.0,8.0,18.0,3.0,10.0,0.0,0.0,2.67,44.44,55.56,0.0
KL Britt,1.0,8.0,65.0,2.0,61.0,0.0,0.0,4.0,12.31,93.85,0.0
M Modric,3.0,8.0,22.0,2.0,17.0,1.0,0.0,4.0,36.36,77.27,4.55
ADJ Pitcher,1.0,8.0,12.0,1.0,10.0,0.0,1.0,8.0,66.67,83.33,8.33
M Mohapi,1.0,8.0,8.0,1.0,3.0,0.0,0.0,8.0,100.0,37.5,0.0
E Bhonkar,3.0,8.0,16.0,3.0,8.0,0.0,0.0,2.67,50.0,50.0,0.0
E Brelivet,7.0,8.0,54.0,8.0,45.0,0.0,0.0,1.0,14.81,83.33,0.0
Rizwan Mehmood,1.0,8.0,15.0,1.0,7.0,0.0,0.0,8.0,53.33,46.67,0.0
R Ntozakhe,7.0,8.0,30.0,4.0,23.0,0.0,0.0,2.0,26.67,76.67,0.0
S Weleilakeba,1.0,8.0,3.0,1.0,1.0,0.0,1.0,8.0,266.67,33.33,33.33
JPR Scantlebury-Searles,2.0,8.0,6.0,1.0,3.0,0.0,1.0,8.0,133.33,50.0,16.67
Wa Thone Nadi,1.0,8.0,16.0,0.0,9.0,0.0,0.0,8.0,50.0,56.25,0.0
SA Nono,6.0,8.0,37.0,4.0,31.0,0.0,0.0,2.0,21.62,83.78,0.0
KH Butt,2.0,8.0,28.0,2.0,21.0,0.0,0.0,4.0,28.57,75.0,0.0
Tayyeb Javed,1.0,8.0,5.0,1.0,3.0,2.0,0.0,8.0,160.0,60.0,40.0
Ruba Rashid,5.0,8.0,46.0,4.0,41.0,1.0,0.0,2.0,17.39,89.13,2.17
AISD Kainoco,4.0,8.0,15.0,3.0,9.0,1.0,0.0,2.67,53.33,60.0,6.67
Charanjeet Singh,1.0,8.0,9.0,0.0,4.0,1.0,0.0,8.0,88.89,44.44,11.11
Nazwan Ismail,5.0,8.0,20.0,1.0,13.0,0.0,0.0,8.0,40.0,65.0,0.0
Sunil,1.0,8.0,9.0,0.0,4.0,1.0,0.0,8.0,88.89,44.44,11.11
KJ Patel,3.0,8.0,29.0,0.0,24.0,1.0,0.0,8.0,27.59,82.76,3.45
AS Broomfield,3.0,8.0,26.0,2.0,18.0,0.0,0.0,4.0,30.77,69.23,0.0
Sneha Shankar,1.0,8.0,11.0,1.0,6.0,1.0,0.0,8.0,72.73,54.55,9.09
Ronitkumar Ahir,2.0,8.0,10.0,1.0,3.0,0.0,0.0,8.0,80.0,30.0,0.0
E Isaneez,2.0,8.0,13.0,0.0,5.0,0.0,0.0,8.0,61.54,38.46,0.0
MJ Tumukunde,3.0,8.0,12.0,2.0,5.0,0.0,0.0,4.0,66.67,41.67,0.0
RO Hurley,2.0,8.0,17.0,2.0,10.0,0.0,0.0,4.0,47.06,58.82,0.0
T Tumursukh,8.0,8.0,37.0,6.0,31.0,0.0,0.0,1.33,21.62,83.78,0.0
I Mansaray,3.0,8.0,24.0,2.0,16.0,0.0,0.0,4.0,33.33,66.67,0.0
U Sofi,1.0,8.0,6.0,1.0,3.0,0.0,1.0,8.0,133.33,50.0,16.67
MS Kashyap,1.0,8.0,15.0,1.0,11.0,1.0,0.0,8.0,53.33,73.33,6.67
JB Richards,2.0,8.0,15.0,0.0,8.0,0.0,0.0,8.0,53.33,53.33,0.0
SB Harper,1.0,8.0,7.0,1.0,2.0,1.0,0.0,8.0,114.29,28.57,14.29
B Mejaro,7.0,8.0,30.0,4.0,24.0,0.0,0.0,2.0,26.67,80.0,0.0
T Shanmugam,1.0,8.0,10.0,0.0,5.0,0.0,0.0,8.0,80.0,50.0,0.0
LK Bennett,3.0,8.0,12.0,1.0,8.0,1.0,0.0,8.0,66.67,66.67,8.33
L Ufitinema,1.0,8.0,15.0,0.0,11.0,1.0,0.0,8.0,53.33,73.33,6.67
Hazrat Luqman,1.0,8.0,6.0,1.0,0.0,0.0,0.0,8.0,133.33,0.0,0.0
BJ Davidson,3.0,8.0,20.0,3.0,13.0,1.0,0.0,2.67,40.0,65.0,5.0
BP Kruger,1.0,8.0,12.0,1.0,7.0,1.0,0.0,8.0,66.67,58.33,8.33
S Panguluri,1.0,8.0,18.0,0.0,13.0,1.0,0.0,8.0,44.44,72.22,5.56
K Burrows,2.0,8.0,4.0,1.0,2.0,0.0,1.0,8.0,200.0,50.0,25.0
James Bracey,2.0,8.0,27.0,3.0,23.0,1.0,0.0,2.67,29.63,85.19,3.7
Simranjit Singh,1.0,8.0,9.0,1.0,3.0,0.0,0.0,8.0,88.89,33.33,0.0
H Dhaliwal,5.0,8.0,38.0,5.0,30.0,0.0,0.0,1.6,21.05,78.95,0.0
M Joseph,1.0,8.0,7.0,1.0,2.0,1.0,0.0,8.0,114.29,28.57,14.29
Rafiulah Alokozai,3.0,8.0,11.0,3.0,8.0,0.0,1.0,2.67,72.73,72.73,9.09
NCK Liyanage,2.0,8.0,8.0,1.0,3.0,1.0,0.0,8.0,100.0,37.5,12.5
NJ Coffey,1.0,8.0,18.0,1.0,14.0,1.0,0.0,8.0,44.44,77.78,5.56
Nurilyaa Natasya,3.0,8.0,22.0,2.0,15.0,0.0,0.0,4.0,36.36,68.18,0.0
ZE Matsinhe,3.0,8.0,18.0,2.0,12.0,0.0,0.0,4.0,44.44,66.67,0.0
RH Scholte,2.0,8.0,31.0,2.0,22.0,0.0,0.0,4.0,25.81,70.97,0.0
OF Rios,3.0,8.0,33.0,3.0,21.0,0.0,0.0,2.67,24.24,63.64,0.0
S Vaz,2.0,8.0,11.0,1.0,4.0,0.0,0.0,8.0,72.73,36.36,0.0
Akash Madhwal,2.0,8.0,14.0,0.0,7.0,0.0,0.0,8.0,57.14,50.0,0.0
Shahzaib Khan,3.0,8.0,14.0,3.0,9.0,1.0,0.0,2.67,57.14,64.29,7.14
K Jack,2.0,8.0,13.0,2.0,7.0,0.0,0.0,4.0,61.54,53.85,0.0
CA Reid,2.0,8.0,17.0,2.0,13.0,1.0,0.0,4.0,47.06,76.47,5.88
Xie Kunkun,4.0,8.0,36.0,4.0,30.0,0.0,0.0,2.0,22.22,83.33,0.0
Baz Aybui,3.0,8.0,24.0,1.0,18.0,0.0,0.0,8.0,33.33,75.0,0.0
K Nagnama,5.0,8.0,26.0,7.0,21.0,0.0,0.0,1.14,30.77,80.77,0.0
RK Kiseto,4.0,8.0,21.0,4.0,14.0,0.0,0.0,2.0,38.1,66.67,0.0
R Avdylaj,5.0,8.0,56.0,4.0,48.0,0.0,0.0,2.0,14.29,85.71,0.0
K Dasan,3.0,8.0,13.0,3.0,6.0,0.0,0.0,2.67,61.54,46.15,0.0
S Simpson,1.0,8.0,9.0,0.0,4.0,1.0,0.0,8.0,88.89,44.44,11.11
Fakhrul Mohon,2.0,8.0,9.0,2.0,6.0,0.0,1.0,4.0,88.89,66.67,11.11
GM Muthui,3.0,8.0,13.0,1.0,7.0,0.0,0.0,8.0,61.54,53.85,0.0
RL D'Souza,9.0,8.0,52.0,8.0,45.0,0.0,0.0,1.0,15.38,86.54,0.0
TM Faimalo,3.0,8.0,33.0,1.0,24.0,0.0,0.0,8.0,24.24,72.73,0.0
K McKenna,2.0,8.0,26.0,2.0,19.0,0.0,0.0,4.0,30.77,73.08,0.0
K Kekez,3.0,8.0,19.0,2.0,14.0,1.0,0.0,4.0,42.11,73.68,5.26
Zhao Yihan,4.0,7.0,13.0,2.0,9.0,1.0,0.0,3.5,53.85,69.23,7.69
E Bosch,1.0,7.0,9.0,0.0,2.0,0.0,0.0,7.0,77.78,22.22,0.0
Heal Theara,7.0,7.0,35.0,4.0,30.0,1.0,0.0,1.75,20.0,85.71,2.86
M Yambayamba,4.0,7.0,13.0,0.0,6.0,0.0,0.0,7.0,53.85,46.15,0.0
CA Greloni,3.0,7.0,28.0,3.0,24.0,1.0,0.0,2.33,25.0,85.71,3.57
Wu Juan,4.0,7.0,21.0,4.0,15.0,0.0,0.0,1.75,33.33,71.43,0.0
SVE Bharathi,6.0,7.0,16.0,4.0,10.0,0.0,0.0,1.75,43.75,62.5,0.0
AGC Vimukthi,2.0,7.0,27.0,1.0,21.0,0.0,0.0,7.0,25.93,77.78,0.0
Y Bist,1.0,7.0,8.0,0.0,1.0,0.0,0.0,7.0,87.5,12.5,0.0
Haroon Shahid,1.0,7.0,3.0,1.0,1.0,0.0,1.0,7.0,233.33,33.33,33.33
Sumaiya Akter,4.0,7.0,22.0,4.0,19.0,1.0,0.0,1.75,31.82,86.36,4.55
Saqib Anwar,4.0,7.0,25.0,4.0,21.0,1.0,0.0,1.75,28.0,84.0,4.0
Muhammad Salman,3.0,7.0,12.0,2.0,8.0,1.0,0.0,3.5,58.33,66.67,8.33
Fazil Rahman,5.0,7.0,16.0,3.0,12.0,1.0,0.0,2.33,43.75,75.0,6.25
TJ Stephenson,1.0,7.0,5.0,0.0,1.0,1.0,0.0,7.0,140.0,20.0,20.0
BR Hampton,1.0,7.0,7.0,1.0,3.0,1.0,0.0,7.0,100.0,42.86,14.29
Aminul Islam Chowdhury,1.0,7.0,6.0,0.0,2.0,1.0,0.0,7.0,116.67,33.33,16.67
Noor Hayati Zakaria,7.0,7.0,28.0,5.0,22.0,0.0,0.0,1.4,25.0,78.57,0.0
Sanchin Singh,1.0,7.0,14.0,1.0,9.0,0.0,0.0,7.0,50.0,64.29,0.0
Ahmed Al Zadjali,1.0,7.0,5.0,1.0,1.0,1.0,0.0,7.0,140.0,20.0,20.0
VS Malik,2.0,7.0,7.0,1.0,3.0,1.0,0.0,7.0,100.0,42.86,14.29
M Ibrahim,7.0,7.0,57.0,6.0,51.0,0.0,0.0,1.17,12.28,89.47,0.0
Naved Latif,2.0,7.0,16.0,2.0,10.0,0.0,0.0,3.5,43.75,62.5,0.0
AN Ghosh,2.0,7.0,8.0,2.0,5.0,1.0,0.0,3.5,87.5,62.5,12.5
M Upadhayay,8.0,7.0,25.0,3.0,18.0,0.0,0.0,2.33,28.0,72.0,0.0
Hasibul Hossain,3.0,7.0,22.0,1.0,18.0,0.0,0.0,7.0,31.82,81.82,0.0
BG Illing,7.0,7.0,24.0,2.0,17.0,0.0,0.0,3.5,29.17,70.83,0.0
Surinder Singh,1.0,7.0,5.0,0.0,1.0,1.0,0.0,7.0,140.0,20.0,20.0
Ankit Soni,3.0,7.0,9.0,2.0,7.0,0.0,1.0,3.5,77.78,77.78,11.11
V Viyaskanth,2.0,7.0,7.0,0.0,2.0,0.0,0.0,7.0,100.0,28.57,0.0
Adil Amin,1.0,7.0,7.0,1.0,2.0,1.0,0.0,7.0,100.0,28.57,14.29
Shakkir Kassim,1.0,7.0,8.0,1.0,4.0,1.0,0.0,7.0,87.5,50.0,12.5
I Malhotra,1.0,7.0,4.0,0.0,0.0,1.0,0.0,7.0,175.0,0.0,25.0
M Trajkovi,3.0,7.0,19.0,2.0,12.0,0.0,0.0,3.5,36.84,63.16,0.0
JP Netto,2.0,7.0,6.0,2.0,4.0,1.0,0.0,3.5,116.67,66.67,16.67
JN Snape,1.0,7.0,11.0,1.0,5.0,0.0,0.0,7.0,63.64,45.45,0.0
P Karoho,1.0,7.0,10.0,1.0,6.0,1.0,0.0,7.0,70.0,60.0,10.0
OC Moiane,3.0,7.0,17.0,3.0,11.0,0.0,0.0,2.33,41.18,64.71,0.0
WT Gavera,3.0,7.0,12.0,2.0,9.0,1.0,0.0,3.5,58.33,75.0,8.33
RV Auora,6.0,7.0,11.0,4.0,8.0,1.0,0.0,1.75,63.64,72.73,9.09
S Dhakal,9.0,7.0,46.0,1.0,41.0,0.0,0.0,7.0,15.22,89.13,0.0
Fareeha Mehmood,2.0,7.0,19.0,3.0,12.0,0.0,0.0,2.33,36.84,63.16,0.0
M Ratuki,4.0,7.0,53.0,4.0,45.0,0.0,0.0,1.75,13.21,84.91,0.0
DA Senthil,1.0,7.0,15.0,1.0,9.0,0.0,0.0,7.0,46.67,60.0,0.0
S Hanson,2.0,7.0,7.0,0.0,2.0,0.0,0.0,7.0,100.0,28.57,0.0
Zeeshan Siddiqi,1.0,7.0,21.0,1.0,17.0,1.0,0.0,7.0,33.33,80.95,4.76
R Jones,1.0,7.0,9.0,1.0,4.0,0.0,0.0,7.0,77.78,44.44,0.0
S Savkovic,2.0,7.0,11.0,2.0,6.0,0.0,0.0,3.5,63.64,54.55,0.0
G Jafta,1.0,7.0,6.0,1.0,1.0,0.0,0.0,7.0,116.67,16.67,0.0
G Kuthalingham,2.0,7.0,12.0,1.0,6.0,0.0,0.0,7.0,58.33,50.0,0.0
A Aitken,1.0,7.0,18.0,0.0,12.0,0.0,0.0,7.0,38.89,66.67,0.0
Aftab Hussain,3.0,7.0,5.0,0.0,1.0,1.0,0.0,7.0,140.0,20.0,20.0
M Frey,6.0,7.0,26.0,7.0,20.0,0.0,0.0,1.0,26.92,76.92,0.0
Zahoor Ahmad,2.0,7.0,20.0,2.0,13.0,0.0,0.0,3.5,35.0,65.0,0.0
C Cassell,3.0,7.0,11.0,2.0,6.0,0.0,0.0,3.5,63.64,54.55,0.0
A Amuzu,1.0,7.0,23.0,1.0,20.0,1.0,0.0,7.0,30.43,86.96,4.35
Mohammad Amir Khan,3.0,7.0,13.0,0.0,9.0,1.0,0.0,7.0,53.85,69.23,7.69
NA Statham,2.0,7.0,44.0,2.0,39.0,0.0,0.0,3.5,15.91,88.64,0.0
G Fontenla,3.0,7.0,10.0,3.0,4.0,0.0,0.0,2.33,70.0,40.0,0.0
SJ Hughes-Pinan,2.0,7.0,11.0,0.0,6.0,1.0,0.0,7.0,63.64,54.55,9.09
J Matharu,2.0,7.0,10.0,1.0,6.0,1.0,0.0,7.0,70.0,60.0,10.0
M Pushpakumara,1.0,7.0,19.0,0.0,12.0,0.0,0.0,7.0,36.84,63.16,0.0
M Ramafifi,5.0,7.0,24.0,2.0,18.0,0.0,0.0,3.5,29.17,75.0,0.0
A Bhargava,2.0,7.0,6.0,1.0,2.0,1.0,0.0,7.0,116.67,33.33,16.67
Muhammad Asjed,1.0,7.0,7.0,1.0,4.0,1.0,0.0,7.0,100.0,57.14,14.29
J Drysdale,4.0,7.0,11.0,1.0,7.0,1.0,0.0,7.0,63.64,63.64,9.09
SKW Kelly,1.0,7.0,5.0,0.0,2.0,1.0,0.0,7.0,140.0,40.0,20.0
D Siva Kumar,1.0,7.0,13.0,1.0,9.0,1.0,0.0,7.0,53.85,69.23,7.69
D Prins,2.0,7.0,40.0,2.0,35.0,0.0,0.0,3.5,17.5,87.5,0.0
UA Birla,1.0,7.0,14.0,1.0,10.0,1.0,0.0,7.0,50.0,71.43,7.14
M Badenhorst,3.0,7.0,19.0,2.0,12.0,0.0,0.0,3.5,36.84,63.16,0.0
E Waithaka,2.0,7.0,28.0,1.0,21.0,0.0,0.0,7.0,25.0,75.0,0.0
Simrah Mirza,7.0,7.0,48.0,8.0,44.0,1.0,0.0,0.88,14.58,91.67,2.08
B Freeman,4.0,7.0,34.0,3.0,26.0,0.0,0.0,2.33,20.59,76.47,0.0
ADR Campbell,1.0,7.0,25.0,1.0,18.0,0.0,0.0,7.0,28.0,72.0,0.0
SN Swamy,4.0,7.0,13.0,2.0,6.0,0.0,0.0,3.5,53.85,46.15,0.0
E Ndubudem,4.0,7.0,11.0,3.0,7.0,0.0,0.0,2.33,63.64,63.64,0.0
V Hristov,2.0,7.0,11.0,2.0,7.0,0.0,0.0,3.5,63.64,63.64,0.0
S Kizito,7.0,7.0,42.0,5.0,36.0,0.0,0.0,1.4,16.67,85.71,0.0
Mohammed Nadeem,7.0,7.0,12.0,2.0,8.0,1.0,0.0,3.5,58.33,66.67,8.33
WCA Ganegama,1.0,7.0,8.0,1.0,4.0,1.0,0.0,7.0,87.5,50.0,12.5
MT Chinouya,4.0,7.0,42.0,3.0,39.0,1.0,0.0,2.33,16.67,92.86,2.38
B Dugic,4.0,7.0,19.0,3.0,13.0,0.0,0.0,2.33,36.84,68.42,0.0
Lee Hyosin,2.0,7.0,14.0,1.0,8.0,0.0,0.0,7.0,50.0,57.14,0.0
T Wigradianti,2.0,7.0,12.0,2.0,7.0,1.0,0.0,3.5,58.33,58.33,8.33
DM Washington,1.0,7.0,25.0,0.0,21.0,1.0,0.0,7.0,28.0,84.0,4.0
T Zotos,4.0,7.0,9.0,3.0,6.0,1.0,0.0,2.33,77.78,66.67,11.11
Gaurav Maithani,1.0,7.0,7.0,1.0,4.0,1.0,0.0,7.0,100.0,57.14,14.29
Samiha Konuganti,1.0,7.0,20.0,2.0,13.0,0.0,0.0,3.5,35.0,65.0,0.0
