striker,matches,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
T Wilson,1.0,7.0,4.0,0.0,1.0,1.0,0.0,7.0,175.0,25.0,25.0
Zaheer Maqsood,2.0,7.0,15.0,1.0,10.0,1.0,0.0,7.0,46.67,66.67,6.67
A Kshirsagar,3.0,7.0,10.0,2.0,4.0,1.0,0.0,3.5,70.0,40.0,10.0
VS D'Souza,3.0,7.0,22.0,2.0,16.0,0.0,0.0,3.5,31.82,72.73,0.0
DSK Madushanka,1.0,7.0,6.0,1.0,2.0,1.0,0.0,7.0,116.67,33.33,16.67
LM Sims,1.0,7.0,11.0,1.0,5.0,0.0,0.0,7.0,63.64,45.45,0.0
T Kazanci,4.0,7.0,19.0,4.0,14.0,0.0,0.0,1.75,36.84,73.68,0.0
J Kokam,2.0,7.0,19.0,1.0,13.0,0.0,0.0,7.0,36.84,68.42,0.0
PC Connell,3.0,7.0,25.0,2.0,22.0,1.0,0.0,3.5,28.0,88.0,4.0
N Simelum,1.0,7.0,14.0,1.0,11.0,1.0,0.0,7.0,50.0,78.57,7.14
Kim Rang,2.0,7.0,17.0,2.0,13.0,1.0,0.0,3.5,41.18,76.47,5.88
Ashraful Shuvo,2.0,7.0,12.0,2.0,7.0,0.0,0.0,3.5,58.33,58.33,0.0
RA Lewis,5.0,7.0,21.0,5.0,16.0,0.0,0.0,1.4,33.33,76.19,0.0
NP Doshi,1.0,6.0,5.0,1.0,2.0,1.0,0.0,6.0,120.0,40.0,20.0
M Stoman,1.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,600.0,0.0,100.0
M Strano,4.0,6.0,16.0,3.0,10.0,0.0,0.0,2.0,37.5,62.5,0.0
DV Macome,3.0,6.0,10.0,1.0,7.0,1.0,0.0,6.0,60.0,70.0,10.0
KK Hermann,3.0,6.0,18.0,2.0,15.0,1.0,0.0,3.0,33.33,83.33,5.56
CM Scott,3.0,6.0,10.0,2.0,5.0,0.0,0.0,3.0,60.0,50.0,0.0
CV Ranasinghe,3.0,6.0,13.0,1.0,7.0,0.0,0.0,6.0,46.15,53.85,0.0
M Kristensen,1.0,6.0,10.0,1.0,7.0,1.0,0.0,6.0,60.0,70.0,10.0
Muhammed Basil,3.0,6.0,13.0,2.0,8.0,0.0,0.0,3.0,46.15,61.54,0.0
S Tarawally,2.0,6.0,11.0,1.0,7.0,0.0,0.0,6.0,54.55,63.64,0.0
S Norman,2.0,6.0,10.0,2.0,5.0,0.0,0.0,3.0,60.0,50.0,0.0
Faizan Mumtaz,3.0,6.0,15.0,4.0,11.0,0.0,0.0,1.5,40.0,73.33,0.0
K Anjali Sarvani,2.0,6.0,14.0,1.0,8.0,0.0,0.0,6.0,42.86,57.14,0.0
JS Pooranakaran,16.0,6.0,68.0,11.0,62.0,0.0,0.0,0.55,8.82,91.18,0.0
Aritra Bhakat,2.0,6.0,4.0,1.0,1.0,0.0,0.0,6.0,150.0,25.0,0.0
L Rika,2.0,6.0,7.0,0.0,1.0,0.0,0.0,6.0,85.71,14.29,0.0
PV Naringrekar,5.0,6.0,16.0,4.0,10.0,0.0,0.0,1.5,37.5,62.5,0.0
SS Shukla,2.0,6.0,11.0,1.0,6.0,0.0,0.0,6.0,54.55,54.55,0.0
SS Shaikh,1.0,6.0,7.0,0.0,4.0,1.0,0.0,6.0,85.71,57.14,14.29
SPS Shikongo,3.0,6.0,8.0,1.0,3.0,0.0,0.0,6.0,75.0,37.5,0.0
N Chaihan,4.0,6.0,19.0,4.0,15.0,0.0,0.0,1.5,31.58,78.95,0.0
E Frimpong,2.0,6.0,4.0,1.0,1.0,1.0,0.0,6.0,150.0,25.0,25.0
A Nookala,8.0,6.0,56.0,5.0,52.0,0.0,0.0,1.2,10.71,92.86,0.0
M Elikana,2.0,6.0,20.0,2.0,15.0,0.0,0.0,3.0,30.0,75.0,0.0
SRMJJ Arachchilage,2.0,6.0,12.0,1.0,7.0,0.0,0.0,6.0,50.0,58.33,0.0
Mounica Chowdary,4.0,6.0,31.0,2.0,27.0,0.0,0.0,3.0,19.35,87.1,0.0
S Bist,3.0,6.0,15.0,2.0,9.0,0.0,0.0,3.0,40.0,60.0,0.0
Maria Penna,5.0,6.0,21.0,2.0,13.0,0.0,0.0,3.0,28.57,61.9,0.0
KD Jayawant,2.0,6.0,11.0,1.0,6.0,1.0,0.0,6.0,54.55,54.55,9.09
John Bartlett,2.0,6.0,16.0,2.0,11.0,0.0,0.0,3.0,37.5,68.75,0.0
R Mangal,7.0,6.0,15.0,4.0,9.0,0.0,0.0,1.5,40.0,60.0,0.0
E Chance,5.0,6.0,19.0,3.0,14.0,0.0,0.0,2.0,31.58,73.68,0.0
E Batkhuyag,4.0,6.0,13.0,3.0,10.0,1.0,0.0,2.0,46.15,76.92,7.69
A Gupta,3.0,6.0,8.0,1.0,3.0,0.0,0.0,6.0,75.0,37.5,0.0
Vinay Iyer,1.0,6.0,10.0,1.0,7.0,1.0,0.0,6.0,60.0,70.0,10.0
Muhammad Riazullah,1.0,6.0,9.0,1.0,3.0,0.0,0.0,6.0,66.67,33.33,0.0
Fariha Trisna,11.0,6.0,38.0,6.0,31.0,0.0,0.0,1.0,15.79,81.58,0.0
M Bestani,2.0,6.0,14.0,2.0,9.0,0.0,0.0,3.0,42.86,64.29,0.0
Basiru Jaye,1.0,6.0,4.0,1.0,2.0,1.0,0.0,6.0,150.0,50.0,25.0
Baljinder Singh,1.0,6.0,7.0,1.0,4.0,1.0,0.0,6.0,85.71,57.14,14.29
RT Raghavan,4.0,6.0,27.0,4.0,21.0,0.0,0.0,1.5,22.22,77.78,0.0
K Fletcher,4.0,6.0,17.0,2.0,12.0,0.0,0.0,3.0,35.29,70.59,0.0
MA Beer,2.0,6.0,28.0,2.0,25.0,0.0,0.0,3.0,21.43,89.29,0.0
C Prasad,1.0,6.0,23.0,1.0,17.0,0.0,0.0,6.0,26.09,73.91,0.0
C Trott,5.0,6.0,14.0,2.0,8.0,0.0,0.0,3.0,42.86,57.14,0.0
RKK Appuhangige,2.0,6.0,12.0,2.0,7.0,0.0,0.0,3.0,50.0,58.33,0.0
Tauqeer Hussain,2.0,6.0,10.0,1.0,6.0,0.0,0.0,6.0,60.0,60.0,0.0
JW Chilia,3.0,6.0,9.0,1.0,3.0,0.0,0.0,6.0,66.67,33.33,0.0
PA Desai,2.0,6.0,19.0,0.0,13.0,0.0,0.0,6.0,31.58,68.42,0.0
AM Samaroo,1.0,6.0,6.0,1.0,3.0,1.0,0.0,6.0,100.0,50.0,16.67
Danish Jasnaik,3.0,6.0,13.0,3.0,8.0,0.0,0.0,2.0,46.15,61.54,0.0
Noorullah Sidiqi,1.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,600.0,0.0,100.0
Nur Aishah,2.0,6.0,29.0,0.0,23.0,0.0,0.0,6.0,20.69,79.31,0.0
Rozabel Asumadu,1.0,6.0,8.0,1.0,2.0,0.0,0.0,6.0,75.0,25.0,0.0
Md Shuayeb,3.0,6.0,31.0,2.0,25.0,0.0,0.0,3.0,19.35,80.65,0.0
Mohamed Khan,3.0,6.0,6.0,2.0,3.0,1.0,0.0,3.0,100.0,50.0,16.67
BC Sahin,2.0,6.0,19.0,1.0,16.0,1.0,0.0,6.0,31.58,84.21,5.26
B Bhadriraju,3.0,6.0,10.0,3.0,7.0,1.0,0.0,2.0,60.0,70.0,10.0
Reon King,2.0,6.0,22.0,0.0,17.0,0.0,0.0,6.0,27.27,77.27,0.0
Shohely Akhter,2.0,6.0,9.0,2.0,4.0,0.0,0.0,3.0,66.67,44.44,0.0
Shoaib Khan jnr,2.0,6.0,12.0,2.0,9.0,0.0,0.0,3.0,50.0,75.0,0.0
Muhammet Bicer,5.0,6.0,8.0,3.0,5.0,1.0,0.0,2.0,75.0,62.5,12.5
V Dhaniram,1.0,6.0,2.0,0.0,1.0,0.0,1.0,6.0,300.0,50.0,50.0
SMR Ruelas,2.0,6.0,14.0,1.0,8.0,0.0,0.0,6.0,42.86,57.14,0.0
E Kabwere,5.0,6.0,18.0,3.0,12.0,0.0,0.0,2.0,33.33,66.67,0.0
S Draunivudi,1.0,6.0,4.0,0.0,2.0,1.0,0.0,6.0,150.0,50.0,25.0
Q Utmanzai,1.0,6.0,9.0,1.0,3.0,0.0,0.0,6.0,66.67,33.33,0.0
Absar Khan,2.0,6.0,9.0,0.0,4.0,0.0,0.0,6.0,66.67,44.44,0.0
M Matobole,2.0,6.0,10.0,2.0,7.0,1.0,0.0,3.0,60.0,70.0,10.0
MQ Sheikh,2.0,6.0,20.0,2.0,15.0,0.0,0.0,3.0,30.0,75.0,0.0
M Abdulla,2.0,6.0,13.0,2.0,7.0,0.0,0.0,3.0,46.15,53.85,0.0
Rida Zainab,2.0,6.0,9.0,2.0,4.0,0.0,0.0,3.0,66.67,44.44,0.0
W Ngowhuad,8.0,6.0,18.0,3.0,13.0,0.0,0.0,2.0,33.33,72.22,0.0
L Polaki,5.0,6.0,32.0,4.0,26.0,0.0,0.0,1.5,18.75,81.25,0.0
R Morita,3.0,6.0,23.0,2.0,17.0,0.0,0.0,3.0,26.09,73.91,0.0
Shiva Mani,1.0,6.0,7.0,0.0,1.0,0.0,0.0,6.0,85.71,14.29,0.0
A Ilahi,4.0,6.0,21.0,4.0,15.0,0.0,0.0,1.5,28.57,71.43,0.0
A Samildeen,3.0,6.0,39.0,3.0,36.0,1.0,0.0,2.0,15.38,92.31,2.56
N Magagula,3.0,6.0,31.0,3.0,25.0,0.0,0.0,2.0,19.35,80.65,0.0
O Touray,2.0,6.0,8.0,1.0,4.0,0.0,0.0,6.0,75.0,50.0,0.0
TA Khetsi,3.0,6.0,10.0,3.0,7.0,1.0,0.0,2.0,60.0,70.0,10.0
T Skordili,3.0,6.0,10.0,3.0,7.0,1.0,0.0,2.0,60.0,70.0,10.0
JM Holland,4.0,6.0,46.0,2.0,42.0,0.0,0.0,3.0,13.04,91.3,0.0
SB Joshi,2.0,6.0,14.0,2.0,8.0,0.0,0.0,3.0,42.86,57.14,0.0
Priya Mishra,4.0,6.0,30.0,2.0,25.0,0.0,0.0,3.0,20.0,83.33,0.0
JD Alembe,4.0,6.0,13.0,3.0,11.0,1.0,0.0,2.0,46.15,84.62,7.69
JK Mukhiya,2.0,6.0,12.0,1.0,6.0,0.0,0.0,6.0,50.0,50.0,0.0
Dane Leo,3.0,6.0,18.0,2.0,15.0,1.0,0.0,3.0,33.33,83.33,5.56
NJM Salima,5.0,6.0,16.0,4.0,11.0,0.0,0.0,1.5,37.5,68.75,0.0
BA Bhatt,2.0,6.0,7.0,0.0,6.0,0.0,1.0,6.0,85.71,85.71,14.29
E Laini,1.0,6.0,7.0,1.0,2.0,0.0,0.0,6.0,85.71,28.57,0.0
MV Matsau,8.0,6.0,20.0,4.0,15.0,0.0,0.0,1.5,30.0,75.0,0.0
AS Kumaran,2.0,6.0,6.0,2.0,3.0,1.0,0.0,3.0,100.0,50.0,16.67
L Mcfadzean,1.0,6.0,2.0,0.0,1.0,0.0,1.0,6.0,300.0,50.0,50.0
Mohammad Taha,2.0,6.0,11.0,2.0,6.0,0.0,0.0,3.0,54.55,54.55,0.0
DA Payne,1.0,6.0,5.0,0.0,1.0,0.0,0.0,6.0,120.0,20.0,0.0
T Mato,2.0,6.0,15.0,0.0,9.0,0.0,0.0,6.0,40.0,60.0,0.0
T Kahamker,3.0,6.0,4.0,0.0,1.0,1.0,0.0,6.0,150.0,25.0,25.0
Smruthi Radhakrishnan,3.0,6.0,21.0,0.0,15.0,0.0,0.0,6.0,28.57,71.43,0.0
Sai Hla Htwe,2.0,6.0,10.0,0.0,5.0,0.0,0.0,6.0,60.0,50.0,0.0
MP Yadav,2.0,6.0,6.0,1.0,3.0,1.0,0.0,6.0,100.0,50.0,16.67
Y Korniienko,1.0,6.0,13.0,0.0,8.0,0.0,0.0,6.0,46.15,61.54,0.0
MS Crane,1.0,6.0,11.0,1.0,6.0,0.0,0.0,6.0,54.55,54.55,0.0
T Ramautar,4.0,6.0,23.0,3.0,17.0,0.0,0.0,2.0,26.09,73.91,0.0
D Medagoda,1.0,6.0,10.0,1.0,7.0,1.0,0.0,6.0,60.0,70.0,10.0
Z McLaughlin,2.0,6.0,16.0,0.0,10.0,0.0,0.0,6.0,37.5,62.5,0.0
DJ Worrall,1.0,6.0,4.0,0.0,1.0,1.0,0.0,6.0,150.0,25.0,25.0
V Ateak,2.0,6.0,15.0,1.0,10.0,0.0,0.0,6.0,40.0,66.67,0.0
J Ajiambo,6.0,6.0,17.0,3.0,11.0,0.0,0.0,2.0,35.29,64.71,0.0
M Kachingo,5.0,6.0,50.0,5.0,46.0,0.0,0.0,1.2,12.0,92.0,0.0
S Gasteratos,2.0,6.0,12.0,1.0,9.0,1.0,0.0,6.0,50.0,75.0,8.33
M Juma,1.0,6.0,8.0,0.0,5.0,1.0,0.0,6.0,75.0,62.5,12.5
J Logtenberg,2.0,6.0,14.0,2.0,10.0,0.0,0.0,3.0,42.86,71.43,0.0
K Juma,5.0,6.0,9.0,4.0,6.0,1.0,0.0,1.5,66.67,66.67,11.11
S Rengarajan,1.0,6.0,12.0,0.0,6.0,0.0,0.0,6.0,50.0,50.0,0.0
P Dlamini,1.0,6.0,28.0,0.0,23.0,1.0,0.0,6.0,21.43,82.14,3.57
Afida Afthab,4.0,6.0,18.0,2.0,13.0,0.0,0.0,3.0,33.33,72.22,0.0
W Dlamini,2.0,6.0,12.0,2.0,6.0,0.0,0.0,3.0,50.0,50.0,0.0
A Curavic,4.0,6.0,22.0,4.0,17.0,0.0,0.0,1.5,27.27,77.27,0.0
Zhao Tianle,6.0,6.0,28.0,6.0,22.0,0.0,0.0,1.0,21.43,78.57,0.0
A Gulati,2.0,6.0,4.0,1.0,2.0,1.0,0.0,6.0,150.0,50.0,25.0
R Johnson,2.0,5.0,10.0,2.0,8.0,1.0,0.0,2.5,50.0,80.0,10.0
Raja Adeel,5.0,5.0,13.0,3.0,9.0,0.0,0.0,1.67,38.46,69.23,0.0
Fazalhaq Farooqi,5.0,5.0,17.0,1.0,12.0,0.0,0.0,5.0,29.41,70.59,0.0
G Jaine,3.0,5.0,17.0,2.0,13.0,0.0,0.0,2.5,29.41,76.47,0.0
NAM McLean,1.0,5.0,7.0,0.0,3.0,0.0,0.0,5.0,71.43,42.86,0.0
NB Budayair,2.0,5.0,16.0,2.0,11.0,0.0,0.0,2.5,31.25,68.75,0.0
NB Diom,2.0,5.0,15.0,2.0,11.0,0.0,0.0,2.5,33.33,73.33,0.0
Mohammad Khalil,1.0,5.0,23.0,2.0,21.0,1.0,0.0,2.5,21.74,91.3,4.35
SJ Srivastava,4.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,100.0,20.0,0.0
N Kruger,1.0,5.0,20.0,1.0,17.0,0.0,0.0,5.0,25.0,85.0,0.0
Sagor Hossain,2.0,5.0,12.0,2.0,7.0,0.0,0.0,2.5,41.67,58.33,0.0
Miguel Silva,2.0,5.0,5.0,2.0,2.0,0.0,0.0,2.5,100.0,40.0,0.0
Rohan Bhavesh Patel,2.0,5.0,8.0,0.0,3.0,0.0,0.0,5.0,62.5,37.5,0.0
LP Kasturiarachchige,1.0,5.0,3.0,0.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
O Isiyaku,2.0,5.0,14.0,0.0,10.0,0.0,0.0,5.0,35.71,71.43,0.0
Nur Nadihirah,5.0,5.0,23.0,5.0,19.0,0.0,0.0,1.0,21.74,82.61,0.0
J Hayes,1.0,5.0,46.0,2.0,42.0,0.0,0.0,2.5,10.87,91.3,0.0
J Edwards,1.0,5.0,6.0,1.0,3.0,0.0,0.0,5.0,83.33,50.0,0.0
T Natarajan,4.0,5.0,16.0,0.0,11.0,0.0,0.0,5.0,31.25,68.75,0.0
Kamran Wahid,5.0,5.0,13.0,3.0,8.0,0.0,0.0,1.67,38.46,61.54,0.0
Kalyan Manne,1.0,5.0,3.0,1.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
Kamal Raiz,1.0,5.0,10.0,1.0,5.0,0.0,0.0,5.0,50.0,50.0,0.0
WM Delgado,3.0,5.0,11.0,3.0,9.0,1.0,0.0,1.67,45.45,81.82,9.09
AZ Shah,2.0,5.0,17.0,1.0,12.0,0.0,0.0,5.0,29.41,70.59,0.0
AS Warnakulasuriya,2.0,5.0,12.0,2.0,10.0,1.0,0.0,2.5,41.67,83.33,8.33
M Mwamadi,3.0,5.0,10.0,0.0,5.0,0.0,0.0,5.0,50.0,50.0,0.0
Khawar Zafar,1.0,5.0,3.0,1.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
Asif Javed,1.0,5.0,4.0,1.0,2.0,1.0,0.0,5.0,125.0,50.0,25.0
Asad Mohammad,1.0,5.0,5.0,1.0,3.0,1.0,0.0,5.0,100.0,60.0,20.0
YJC Altamirano,5.0,5.0,20.0,4.0,16.0,0.0,0.0,1.25,25.0,80.0,0.0
Mohsin Zaki,2.0,5.0,9.0,0.0,5.0,0.0,0.0,5.0,55.56,55.56,0.0
Mokbul Ahammed,1.0,5.0,16.0,1.0,11.0,0.0,0.0,5.0,31.25,68.75,0.0
J Peter,1.0,5.0,14.0,1.0,9.0,0.0,0.0,5.0,35.71,64.29,0.0
J Proctor,3.0,5.0,18.0,2.0,15.0,0.0,0.0,2.5,27.78,83.33,0.0
J Oldham,1.0,5.0,6.0,1.0,4.0,1.0,0.0,5.0,83.33,66.67,16.67
D Svilicic,4.0,5.0,15.0,2.0,10.0,0.0,0.0,2.5,33.33,66.67,0.0
SG Whittingham,3.0,5.0,14.0,2.0,10.0,0.0,0.0,2.5,35.71,71.43,0.0
J Sebanja,4.0,5.0,8.0,2.0,3.0,0.0,0.0,2.5,62.5,37.5,0.0
Y Potgieter,1.0,5.0,6.0,0.0,4.0,1.0,0.0,5.0,83.33,66.67,16.67
Ismail Sardar,2.0,5.0,16.0,2.0,12.0,0.0,0.0,2.5,31.25,75.0,0.0
Ikbal Hossain,1.0,5.0,3.0,0.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
J Cleetus,4.0,5.0,9.0,1.0,5.0,0.0,0.0,5.0,55.56,55.56,0.0
J Blades,4.0,5.0,14.0,2.0,9.0,0.0,0.0,2.5,35.71,64.29,0.0
SK Gedara,1.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,100.0,20.0,0.0
NJ Amongin,3.0,5.0,12.0,1.0,7.0,0.0,0.0,5.0,41.67,58.33,0.0
Sivakumar,2.0,5.0,10.0,0.0,6.0,0.0,0.0,5.0,50.0,60.0,0.0
Sadat Said,1.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,250.0,0.0,50.0
E Mulenga,4.0,5.0,25.0,3.0,21.0,0.0,0.0,1.67,20.0,84.0,0.0
Karuna Bhandari,4.0,5.0,12.0,3.0,8.0,0.0,0.0,1.67,41.67,66.67,0.0
RB Osabel,3.0,5.0,12.0,3.0,7.0,0.0,0.0,1.67,41.67,58.33,0.0
N Fernandes,1.0,5.0,13.0,1.0,8.0,0.0,0.0,5.0,38.46,61.54,0.0
Razaullah,1.0,5.0,10.0,1.0,5.0,0.0,0.0,5.0,50.0,50.0,0.0
Sakib Hussain,1.0,5.0,7.0,0.0,5.0,1.0,0.0,5.0,71.43,71.43,14.29
Ellen Asante,2.0,5.0,12.0,2.0,10.0,1.0,0.0,2.5,41.67,83.33,8.33
ECM Egodagamage,1.0,5.0,8.0,1.0,6.0,1.0,0.0,5.0,62.5,75.0,12.5
EDS Pimheiro,6.0,5.0,31.0,5.0,26.0,0.0,0.0,1.0,16.13,83.87,0.0
SZ Peles,2.0,5.0,14.0,0.0,9.0,0.0,0.0,5.0,35.71,64.29,0.0
DL Richards,2.0,5.0,5.0,0.0,3.0,1.0,0.0,5.0,100.0,60.0,20.0
T Hinds,1.0,5.0,3.0,0.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
S Elayaperumal,4.0,5.0,21.0,4.0,16.0,0.0,0.0,1.25,23.81,76.19,0.0
S Franklin,1.0,5.0,6.0,1.0,2.0,0.0,0.0,5.0,83.33,33.33,0.0
Ashish Rana,2.0,5.0,8.0,1.0,4.0,0.0,0.0,5.0,62.5,50.0,0.0
Arshad Iqbal,6.0,5.0,13.0,3.0,8.0,0.0,0.0,1.67,38.46,61.54,0.0
Arshad Khan (2),1.0,5.0,4.0,1.0,2.0,1.0,0.0,5.0,125.0,50.0,25.0
Greg Scott,1.0,5.0,14.0,1.0,9.0,0.0,0.0,5.0,35.71,64.29,0.0
Luo Shilin,7.0,5.0,36.0,3.0,29.0,0.0,0.0,1.67,13.89,80.56,0.0
LW Potthoff,1.0,5.0,9.0,0.0,5.0,0.0,0.0,5.0,55.56,55.56,0.0
Laiba,3.0,5.0,21.0,2.0,19.0,1.0,0.0,2.5,23.81,90.48,4.76
M Ansari,3.0,5.0,9.0,0.0,3.0,0.0,0.0,5.0,55.56,33.33,0.0
B Keganne,2.0,5.0,8.0,1.0,4.0,0.0,0.0,5.0,62.5,50.0,0.0
B Lekau,3.0,5.0,53.0,2.0,48.0,0.0,0.0,2.5,9.43,90.57,0.0
Ma Qiancheng,8.0,5.0,48.0,6.0,43.0,0.0,0.0,0.83,10.42,89.58,0.0
Adnan Anwar,1.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,250.0,0.0,50.0
AA Kawirawira,3.0,5.0,11.0,0.0,7.0,0.0,0.0,5.0,45.45,63.64,0.0
NKDP Putri,1.0,5.0,3.0,0.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
R Thapliyal,2.0,5.0,15.0,1.0,11.0,0.0,0.0,5.0,33.33,73.33,0.0
Madeeha Zuberi,5.0,5.0,12.0,3.0,7.0,0.0,0.0,1.67,41.67,58.33,0.0
B Pavlinakova,2.0,5.0,13.0,0.0,8.0,0.0,0.0,5.0,38.46,61.54,0.0
P Taylor,1.0,5.0,7.0,1.0,3.0,0.0,0.0,5.0,71.43,42.86,0.0
B Mosoaboli,4.0,5.0,35.0,1.0,29.0,0.0,0.0,5.0,14.29,82.86,0.0
D Golechha,4.0,5.0,14.0,2.0,9.0,0.0,0.0,2.5,35.71,64.29,0.0
RF Duvane,3.0,5.0,22.0,2.0,17.0,0.0,0.0,2.5,22.73,77.27,0.0
D Kegasitswe,2.0,5.0,11.0,0.0,7.0,0.0,0.0,5.0,45.45,63.64,0.0
T Sumiya,4.0,5.0,25.0,2.0,22.0,0.0,0.0,2.5,20.0,88.0,0.0
Y Fourie,4.0,5.0,15.0,3.0,13.0,1.0,0.0,1.67,33.33,86.67,6.67
Chan Sau Har,4.0,5.0,16.0,2.0,12.0,0.0,0.0,2.5,31.25,75.0,0.0
JP Cabrera,1.0,5.0,5.0,0.0,3.0,1.0,0.0,5.0,100.0,60.0,20.0
R Mbaiwa,2.0,5.0,14.0,2.0,10.0,0.0,0.0,2.5,35.71,71.43,0.0
Miriam Ehsun,3.0,5.0,18.0,2.0,14.0,0.0,0.0,2.5,27.78,77.78,0.0
Em Rotana,3.0,5.0,8.0,3.0,6.0,1.0,0.0,1.67,62.5,75.0,12.5
Mah Noor Amir,10.0,5.0,48.0,9.0,43.0,0.0,0.0,0.56,10.42,89.58,0.0
DS Gamage,2.0,5.0,7.0,2.0,4.0,0.0,0.0,2.5,71.43,57.14,0.0
T Cross,1.0,5.0,10.0,1.0,6.0,0.0,0.0,5.0,50.0,60.0,0.0
Roshni Ramesh,1.0,5.0,7.0,1.0,5.0,1.0,0.0,5.0,71.43,71.43,14.29
LM Keightley,1.0,5.0,29.0,1.0,27.0,1.0,0.0,5.0,17.24,93.1,3.45
Amalin Sorfina,2.0,5.0,13.0,1.0,11.0,1.0,0.0,5.0,38.46,84.62,7.69
VRB Arachchige,1.0,5.0,3.0,0.0,1.0,1.0,0.0,5.0,166.67,33.33,33.33
Mansoor Amjad,1.0,5.0,10.0,1.0,5.0,0.0,0.0,5.0,50.0,50.0,0.0
Musa Khan Ahmadzai,4.0,5.0,12.0,1.0,8.0,0.0,0.0,5.0,41.67,66.67,0.0
KH Sciver-Brunt,3.0,5.0,6.0,2.0,4.0,1.0,0.0,2.5,83.33,66.67,16.67
SA Dias,2.0,5.0,16.0,1.0,11.0,0.0,0.0,5.0,31.25,68.75,0.0
MKDI Amerasinghe,4.0,5.0,32.0,0.0,30.0,1.0,0.0,5.0,15.62,93.75,3.12
M Sidibe,3.0,5.0,21.0,4.0,19.0,1.0,0.0,1.25,23.81,90.48,4.76
Wang Meng,2.0,5.0,9.0,2.0,4.0,0.0,0.0,2.5,55.56,44.44,0.0
B Unenchtseceg,3.0,5.0,11.0,0.0,6.0,0.0,0.0,5.0,45.45,54.55,0.0
B Vakatini,3.0,5.0,9.0,3.0,6.0,0.0,0.0,1.67,55.56,66.67,0.0
PDRL Perera,4.0,5.0,9.0,2.0,4.0,0.0,0.0,2.5,55.56,44.44,0.0
N Kaqea,2.0,5.0,16.0,2.0,9.0,0.0,0.0,2.5,31.25,56.25,0.0
Arif Ullah,1.0,5.0,6.0,0.0,4.0,1.0,0.0,5.0,83.33,66.67,16.67
P Abhijit,2.0,5.0,9.0,2.0,7.0,1.0,0.0,2.5,55.56,77.78,11.11
Ying King To,1.0,5.0,6.0,0.0,3.0,0.0,0.0,5.0,83.33,50.0,0.0
Husnain Kabeer,1.0,5.0,6.0,1.0,3.0,0.0,0.0,5.0,83.33,50.0,0.0
Clea Bultot,2.0,5.0,19.0,1.0,14.0,0.0,0.0,5.0,26.32,73.68,0.0
TCR Kimber,3.0,5.0,13.0,3.0,8.0,0.0,0.0,1.67,38.46,61.54,0.0
CN Messina,6.0,5.0,31.0,4.0,27.0,0.0,0.0,1.25,16.13,87.1,0.0
S Waqabaca,3.0,5.0,20.0,0.0,16.0,0.0,0.0,5.0,25.0,80.0,0.0
MJ Fourie,2.0,5.0,12.0,1.0,7.0,0.0,0.0,5.0,41.67,58.33,0.0
RJ Gleeson,5.0,5.0,9.0,3.0,6.0,0.0,0.0,1.67,55.56,66.67,0.0
Tashiba Mirza,1.0,5.0,11.0,0.0,8.0,1.0,0.0,5.0,45.45,72.73,9.09
Nipuni Nadeera,4.0,5.0,12.0,3.0,8.0,0.0,0.0,1.67,41.67,66.67,0.0
Fatima Amir,3.0,5.0,16.0,2.0,11.0,0.0,0.0,2.5,31.25,68.75,0.0
Ajhar Alam,3.0,5.0,11.0,2.0,6.0,0.0,0.0,2.5,45.45,54.55,0.0
Hong Yali,1.0,5.0,7.0,1.0,3.0,0.0,0.0,5.0,71.43,42.86,0.0
Dhananjay Rao,3.0,5.0,8.0,3.0,5.0,0.0,0.0,1.67,62.5,62.5,0.0
Mansoor Shah,3.0,5.0,7.0,0.0,3.0,0.0,0.0,5.0,71.43,42.86,0.0
Nouman Butt,1.0,5.0,10.0,1.0,8.0,1.0,0.0,5.0,50.0,80.0,10.0
Amina Kashif,2.0,5.0,20.0,1.0,15.0,0.0,0.0,5.0,25.0,75.0,0.0
Aminullah Tanha,4.0,5.0,20.0,4.0,18.0,1.0,0.0,1.25,25.0,90.0,5.0
LP Mullapudi,1.0,5.0,9.0,1.0,6.0,0.0,0.0,5.0,55.56,66.67,0.0
Tanbir Hayder,2.0,5.0,16.0,2.0,11.0,0.0,0.0,2.5,31.25,68.75,0.0
Joshua Asia,7.0,5.0,19.0,4.0,15.0,0.0,0.0,1.25,26.32,78.95,0.0
Jaza Mariyam,2.0,5.0,16.0,2.0,14.0,1.0,0.0,2.5,31.25,87.5,6.25
Naumanullah,1.0,5.0,4.0,1.0,2.0,1.0,0.0,5.0,125.0,50.0,25.0
RK Whelan,2.0,5.0,12.0,2.0,10.0,1.0,0.0,2.5,41.67,83.33,8.33
