bowler,format,recent_wkts,recent_econ,recent_avg,career_econ,career_avg,form_score,form_label
Rehan Ahmed,T20I,3,8.79,23.5,9.5,21.24,99.2,Good
Renuka Singh,ODI,8,5.460000000000001,70.07,4.91,25.17,62.9,Average
Renuka Singh,T20I,12,7.84,22.935,6.67,20.93,88.2,Good
Renuka Singh,WPL,18,8.0,25.325,8.28,37.14,125.1,On Fire
Reyyan Aliusta,T20I,3,7.92,11.0,7.92,11.0,100.0,Good
Rhys Burinaga,T20I,5,8.17,9.8,7.1,9.67,92.8,Good
Riazat Ali Shah,T20I,2,6.39,16.5,6.79,17.19,105.2,Good
Rishad Hossain,BBL,16,7.8149999999999995,19.564999999999998,7.82,19.56,100.0,Good
Rishad Hossain,ODI,24,5.135,21.675,5.45,26.52,114.2,On Fire
Rishad Hossain,PSL,15,10.2,47.365,9.97,25.27,75.5,Average
Rishad Hossain,T20I,34,8.780000000000001,23.0,8.24,21.61,93.9,Good
Rithika Sriram,T20I,2,6.45,36.0,6.45,36.0,100.0,Good
Ritik Tomar,T20I,2,9.89,30.5,8.91,36.78,105.3,Good
Ritu Moni,ODI,6,4.765,58.375,4.71,36.95,81.1,Average
Ritu Moni,T20I,26,6.53,14.81,5.9,15.81,98.6,Good
Riya Pradhan,T20I,9,5.045,16.060000000000002,5.76,16.11,107.2,Good
Riya Sharma,T20I,37,5.345,28.705,5.31,16.81,79.0,Average
Riyaa Bhasin,T20I,4,6.69,7.25,5.03,7.75,91.0,Good
Rizpha Bano,T20I,0,10.0,10.0,6.5,13.0,97.5,Good
Rizwan Butt,T20I,77,6.635,14.905000000000001,6.77,14.9,101.0,Good
Rizwan Haider,T20I,7,6.7,13.71,7.35,17.85,119.9,On Fire
Rizwanullah,PSL,3,10.35,23.0,10.35,23.0,100.0,Good
Roheed Akhtar,T20I,3,6.18,45.33,6.27,29.0,82.7,Average
Ronitkumar Ahir,T20I,12,2.42,2.42,2.42,2.42,100.0,Good
Roshni Sebastian,T20I,2,6.0,24.0,6.0,24.0,100.0,Good
Rosine Irera,T20I,42,4.41,13.02,3.92,10.58,85.1,Good
Ruchitha Venkatesh,T20I,14,5.32,26.165,5.17,21.46,89.6,Good
Rumaisa Jawad Nasir,T20I,2,9.33,28.0,9.33,28.0,100.0,Good
Rupesh Singh,T20I,2,9.6,48.0,9.6,48.0,100.0,Good
S Akiteng,T20I,39,5.715,33.62,4.7,13.64,61.4,Average
S Asha,WPL,4,9.28,41.75,8.1,22.45,70.5,Average
S Austin,T20I,3,6.5,8.67,6.5,8.67,100.0,Good
S Baker,ODI,0,10.86,76.0,10.86,76.0,100.0,Good
S Baker,T20I,0,13.0,52.0,13.0,52.0,100.0,Good
S Baker,Test,3,4.71,53.67,4.71,53.67,100.0,Good
S Basharat,T20I,1,7.5,15.0,7.5,15.0,100.0,Good
S Bau,T20I,11,6.125,29.634999999999998,6.3,17.84,81.5,Average
S Bevin,T20I,0,10.5,14.0,10.5,14.0,100.0,Good
S Bhardwaj,T20I,8,6.09,13.265,5.57,11.82,90.3,Good
S Bist,T20I,5,6.0649999999999995,45.375,5.5,29.5,77.8,Average
S Bodha,T20I,2,12.19,32.5,8.61,18.83,64.3,Average
S Borakambi,T20I,4,5.79,15.25,5.36,16.75,101.2,Good
S Budhathoki,T20I,1,5.28,22.0,5.28,22.0,100.0,Good
S Chandnani,T20I,0,9.0,9.0,9.0,9.0,100.0,Good
S Chaturongrattana,ODI,7,4.095000000000001,36.05,3.94,26.43,84.8,Average
S Chaturongrattana,T20I,75,4.35,9.18,4.31,9.23,99.8,Good
S Chaudhary,T20I,0,9.6,48.0,8.24,25.71,69.7,Average
S Chinawa,T20I,6,4.87,12.915,5.15,14.17,107.7,Good
S Choden,T20I,3,8.85,30.5,6.5,21.58,72.1,Average
S Conteh,T20I,10,5.96,13.7,5.61,12.75,93.6,Good
S Dabholkatr,T20I,10,4.325,12.809999999999999,4.41,13.0,101.7,Good
S Davizi,T20I,3,7.55,26.0,8.23,24.22,101.1,Good
S Desungnoen,T20I,10,7.51,21.78,7.12,28.07,111.8,On Fire
S Devasia,T20I,3,5.0,5.0,5.0,5.0,100.0,Good
S Dharnidharka,ODI,10,3.85,23.3,3.85,23.3,100.0,Good
S Dharnidharka,T20I,21,4.525,9.735,5.15,12.84,122.9,On Fire
S Dube,IPL,1,14.65,48.5,10.79,39.57,77.6,Average
S Dube,ODI,2,4.92,29.5,5.53,55.0,149.4,On Fire
S Dube,T20I,28,9.530000000000001,19.585,9.6,24.73,113.5,On Fire
S Dunukedeniya,T20I,25,3.635,4.135,3.7,4.58,106.3,Good
S Ecclestone,ODI,28,5.075,23.32,3.71,18.91,77.1,Average
S Ecclestone,T20I,23,7.185,23.51,6.04,15.69,75.4,Average
S Ecclestone,Test,13,3.285,25.925,2.91,27.52,97.4,Good
S Ecclestone,WPL,17,7.140000000000001,26.27,6.84,18.27,82.7,Average
S Foster,T20I,0,18.0,36.0,10.17,61.0,113.0,On Fire
S Fouché,ODI,3,5.42,21.67,5.2,20.38,95.0,Good
S Galabova,T20I,0,6.0,12.0,10.55,58.0,329.6,On Fire
S Georgota,T20I,20,6.02,15.43,5.83,17.92,106.5,Good
S Gill,T20I,28,5.09,15.075,5.09,12.78,92.4,Good
S Gimhani,T20I,0,13.89,44.0,6.99,18.14,45.8,Poor
S Glenn,ODI,3,5.25,7.0,4.34,21.04,191.6,On Fire
S Glenn,T20I,0,10.18,112.0,6.05,16.12,36.9,Poor
S Godara,T20I,7,7.11,18.29,7.06,17.58,97.7,Good
S Gokhale,ODI,0,10.5,21.0,10.5,21.0,100.0,Good
S Gokhale,T20I,3,5.75,15.33,5.17,15.5,95.5,Good
S Gooch,T20I,7,8.27,17.71,7.34,14.68,85.8,Good
S Gulecha,T20I,0,6.25,50.0,6.25,50.0,100.0,Good
S Gupta,WPL,5,7.275,39.5,7.26,24.2,80.5,Average
S Hector,ODI,0,5.51,78.0,5.94,97.0,116.1,On Fire
S Hector,T20I,5,8.735,33.0,8.77,22.8,84.7,Average
S Houghton,T20I,1,15.25,61.0,15.25,61.0,100.0,Good
S Hunter,T20I,0,5.71,40.0,5.71,40.0,100.0,Good
S Immadi,ODI,2,3.86,27.0,3.59,35.0,111.3,On Fire
S Immadi,T20I,10,5.77,44.75,5.21,30.42,79.1,Average
S Ishaque,WPL,2,11.75,27.5,7.7,19.63,68.5,Average
S Ismail,T20I,9,6.95,17.0,5.84,19.01,97.9,Good
S Ismail,WPL,16,6.449999999999999,27.965,6.59,26.26,98.0,Good
S Jamil,T20I,1,6.75,36.0,7.42,47.0,120.2,On Fire
S Jeelany,T20I,5,3.285,4.75,4.21,6.6,133.6,On Fire
S Jegannathan,T20I,20,6.23,13.9,6.24,13.1,97.2,Good
S Jimmy,ODI,3,4.12,27.67,3.59,15.15,70.9,Average
S Jimmy,T20I,4,7.93,29.75,5.0,11.62,51.1,Poor
S Joseph,CPL,14,7.709999999999999,15.474999999999998,8.5,20.12,120.1,On Fire
S Joseph,ODI,3,5.745,76.5,6.1,89.25,111.4,On Fire
S Joseph,T20I,29,8.885,18.025,9.02,18.51,102.1,Good
S Joseph,Test,35,3.68,24.589999999999996,3.88,23.85,101.2,Good
S Kamate,T20I,0,8.27,51.0,8.57,46.67,97.6,Good
S Kambalapalli,T20I,10,3.56,9.6,3.56,9.6,100.0,Good
S Kananji,T20I,32,4.67,13.105,4.65,11.02,91.8,Good
S Kanankege,T20I,9,6.52,30.085,5.8,24.71,85.5,Good
S Kaneria,T20I,0,4.27,32.0,4.27,32.0,100.0,Good
S Kato,T20I,5,6.23,28.335,4.97,21.9,78.5,Average
S Kharvi,T20I,5,10.17,12.2,10.17,12.2,100.0,Good
S Khurana,ODI,0,6.0,18.0,6.0,18.0,100.0,Good
S Khurana,T20I,1,5.0,10.0,5.0,10.0,100.0,Good
S Kijiana,T20I,3,5.82,21.67,5.82,21.67,100.0,Good
S Kizito,T20I,8,5.535,79.94,5.51,34.45,71.3,Average
S Kolcunova,T20I,2,5.47,52.0,6.77,40.83,101.1,Good
S Koppolu,T20I,4,9.94,43.5,9.58,34.33,87.6,Good
S Kotte,ODI,9,2.66,12.11,2.66,12.11,100.0,Good
S Kotte,T20I,16,4.385,12.815000000000001,4.01,11.45,90.4,Good
S Krisheta,T20I,6,6.44,14.5,6.44,14.5,100.0,Good
S Kubheka,T20I,0,14.67,44.0,12.67,76.0,129.5,On Fire
S Lamichhane,ODI,33,4.25,23.445,4.36,18.88,91.6,Good
S Lamichhane,T20I,33,6.244999999999999,14.845,6.18,12.32,91.0,Good
S Laomi,ODI,6,4.67,46.125,4.17,17.82,64.0,Average
S Laomi,T20I,75,4.1899999999999995,10.045,4.31,11.37,108.0,Good
S Luus,ODI,13,5.135,45.535,4.68,26.16,74.3,Average
S Luus,T20I,6,7.5,38.1,6.89,26.05,80.1,Average
S MacMahon,ODI,1,4.6,69.0,5.36,39.75,87.1,Good
S MacMahon,T20I,2,5.25,10.5,5.42,21.67,154.8,On Fire
S Maduranga,T20I,18,7.13,19.475,7.16,19.33,99.8,Good
S Magar,T20I,1,8.0,8.0,4.65,21.5,163.4,On Fire
S Mahmood,ODI,13,5.715,29.0,5.22,28.89,95.5,Good
S Mahmood,T20I,7,8.5,9.96,9.22,23.81,173.8,On Fire
S Malla,T20I,8,6.77,11.0,6.77,11.0,100.0,Good
S Malwatta,T20I,1,8.0,4.0,6.8,8.5,148.8,On Fire
S Mandhana,ODI,0,6.0,12.0,7.83,47.0,261.1,On Fire
S Matijevic,T20I,7,5.855,24.6,5.59,17.9,84.1,Average
S Molineux,ODI,10,4.515,19.39,3.88,16.48,85.5,Good
S Molineux,T20I,16,7.45,15.38,6.11,17.45,97.7,Good
S Mongar,T20I,0,9.43,11.0,9.43,11.0,100.0,Good
S Mostary,ODI,2,6.145,45.75,6.47,69.0,128.1,On Fire
S Mostary,T20I,2,9.39,36.0,9.39,36.0,100.0,Good
S Munagala,T20I,6,5.33,5.33,5.33,5.33,100.0,Good
S Muniandy,T20I,5,6.85,24.3,8.75,24.74,114.8,On Fire
S Murari,T20I,2,11.0,27.5,6.53,22.2,70.0,Average
S Muthusamy,ODI,6,6.35,38.83,6.35,38.83,100.0,Good
S Muthusamy,T20I,5,7.11,25.6,7.11,25.6,100.0,Good
S Muthusamy,Test,16,3.65,22.56,3.76,26.35,109.9,Good
S Naidu,ODI,1,8.0,40.0,8.0,40.0,100.0,Good
S Nampiina,T20I,17,4.58,6.65,5.21,9.43,127.8,On Fire
S Nisansala,ODI,1,5.17,31.0,4.76,26.33,88.5,Good
S Nunna,T20I,0,8.5,17.0,7.43,52.0,196.6,On Fire
S Ostergaard,T20I,11,7.1,14.2,6.59,11.82,88.0,Good
S Ozkunduz,T20I,6,7.075,33.9,6.7,23.83,82.5,Average
S Pandey,WPL,22,7.505,22.605,7.15,22.83,98.1,Good
S Parker,T20I,3,4.38,11.67,4.38,11.67,100.0,Good
S Pattenden,T20I,0,7.5,10.0,7.83,47.0,287.2,On Fire
S Pillai,T20I,2,7.83,93.0,6.23,31.0,56.4,Poor
S Pitabeddara,T20I,1,7.0,49.0,8.3,83.0,144.0,On Fire
S Rana,ODI,35,5.92,28.35,5.03,26.59,89.4,Good
S Rana,T20I,3,7.07,35.33,6.05,17.38,67.4,Average
S Rana,Test,7,2.9,21.0,2.99,20.29,99.9,Good
S Rana,WPL,7,9.435,96.25,9.27,37.38,68.5,Average
S Ravichandran,T20I,28,4.605,9.105,4.9,11.25,115.0,On Fire
S Ravikumar,T20I,5,7.635,25.165,7.21,18.56,84.1,Average
S Rokuad,T20I,0,7.68,32.0,7.68,32.0,100.0,Good
S Rukmal,T20I,3,7.31,31.67,7.1,46.17,121.5,On Fire
S Sajana,WPL,1,26.0,8.5,12.63,13.33,102.7,Good
S Samuels,T20I,0,7.12,70.0,7.01,76.5,103.9,Good
S Sarandeva,T20I,10,6.47,29.665,7.26,26.18,100.2,Good
S Sarthak,T20I,8,7.83,13.38,6.59,10.25,80.4,Average
S Selvaraj,T20I,3,6.5,39.33,6.5,39.33,100.0,Good
S Shailesh,T20I,4,7.06,23.25,7.06,23.25,100.0,Good
S Sharma,T20I,7,5.1,14.57,4.95,12.2,90.4,Good
S Sheridan,T20I,0,7.6850000000000005,14.5,8.7,29.0,156.6,On Fire
S Shermatov,T20I,0,31.0,31.0,31.0,31.0,100.0,Good
S Shrivastava,ODI,21,5.71,23.665,5.13,18.13,83.2,Average
S Shrivastava,T20I,2,9.29,79.0,8.0,26.5,59.8,Poor
S Siegers,ODI,0,9.5,38.0,5.61,30.67,69.9,Average
S Siegers,T20I,30,6.6850000000000005,33.91,6.23,24.08,82.1,Average
S Sigaiwasa,T20I,9,4.79,12.33,5.19,17.11,123.6,On Fire
S Simic,T20I,1,6.5,13.0,5.11,23.0,127.8,On Fire
S Sinha,T20I,3,6.0,17.0,6.0,17.0,100.0,Good
S Sola,T20I,16,6.965,17.835,6.54,18.3,98.3,Good
S Solman,T20I,16,5.63,14.864999999999998,5.57,18.08,110.3,On Fire
S Stephen,T20I,1,6.61,119.0,6.61,119.0,100.0,Good
S Sugaya-Slater,T20I,8,7.0,27.735,7.02,27.5,99.7,Good
S Sunday,T20I,1,1.0,1.0,4.0,6.0,500.0,On Fire
S Tabuisulu,T20I,2,7.67,57.5,7.67,43.67,88.0,Good
S Talamarla,T20I,8,5.975,15.035,5.46,15.12,96.0,Good
S Thanikaithasan,T20I,1,2.0,1.0,7.25,40.5,2206.2,
S Thapa,T20I,0,9.79,31.0,5.84,11.75,48.8,Poor
S Tino,T20I,10,4.43,12.4,4.43,12.4,100.0,Good
S Tosic,T20I,1,13.5,27.0,9.94,24.14,81.5,Average
S Tuhadeleni,T20I,29,5.375,17.145,5.07,12.73,84.3,Average
S Vasilakis,T20I,0,15.0,15.0,7.59,28.67,120.9,On Fire
S Vats,T20I,3,18.0,18.0,10.12,57.33,187.4,On Fire
S Vaz,T20I,9,6.85,12.585,6.81,12.11,97.8,Good
S Vijay Unni,T20I,44,5.970000000000001,14.440000000000001,6.13,17.05,110.4,On Fire
S Vithayathil,T20I,2,2.67,4.0,2.67,4.0,100.0,Good
S Walaza,T20I,24,5.484999999999999,11.89,5.45,17.29,122.4,On Fire
S Wankhade,T20I,0,12.75,51.0,12.75,51.0,100.0,Good
S Waqabaca,T20I,2,6.5,13.0,6.5,13.0,100.0,Good
S Wickramasekara,T20I,8,7.43,17.5,7.24,17.9,99.9,Good
S Williams,T20I,3,10.48,46.0,7.13,32.89,69.8,Average
S Wykes-Templeman,T20I,0,8.25,22.0,8.25,22.0,100.0,Good
S Yenamandra,T20I,0,6.83,16.0,6.86,32.0,150.2,On Fire
S Yeshi,T20I,21,5.1,43.25,5.56,18.19,75.5,Average
S Yildirim,T20I,5,3.45,4.6,3.45,4.6,100.0,Good
SA Abbott,BBL,19,8.66,20.175,8.33,19.05,95.3,Good
SA Abbott,ODI,6,5.57,21.5,5.7,32.59,127.0,On Fire
SA Abbott,PSL,1,8.25,33.0,8.25,33.0,100.0,Good
SA Abbott,T20I,9,10.445,33.81,9.19,23.11,78.2,Average
SA Ahmad,T20I,10,6.635,21.25,5.67,14.83,77.6,Average
SA Akenji,T20I,2,8.59,26.5,6.47,13.8,63.7,Average
SA Jumbe,T20I,8,7.88,25.12,7.66,20.27,89.0,Good
SA Mohandas,T20I,13,7.585000000000001,32.05,7.87,26.65,93.5,Good
SA Okpe,T20I,24,7.1,33.225,5.89,17.48,67.8,Average
SA Panayan,T20I,1,14.33,43.0,7.13,23.89,52.7,Poor
SA Pradhan,T20I,1,9.33,56.0,9.33,56.0,100.0,Good
SA Sathiya,T20I,14,4.9,16.93,4.93,16.53,99.1,Good
SA Wittmann,T20I,9,7.785,30.39,5.24,16.02,60.0,Poor
SA van Breda,T20I,0,7.67,23.0,7.67,23.0,100.0,Good
SAN Maypriani,T20I,31,4.140000000000001,10.505,3.92,10.66,98.1,Good
SB Martinez,T20I,2,3.87,14.5,3.95,11.6,91.0,Good
SC Williams,ODI,1,4.36,61.0,5.04,45.58,95.2,Good
SC Williams,T20I,2,6.56,29.5,6.88,26.17,96.8,Good
SC Williams,Test,1,2.73,60.0,3.1,46.23,95.3,Good
SC de Oliveira,T20I,20,5.9,8.65,5.9,8.65,100.0,Good
SC van Schalkwyk,CPL,3,9.8,59.33,9.8,59.33,100.0,Good
SC van Schalkwyk,ODI,1,6.85,89.0,6.01,30.81,61.2,Average
SC van Schalkwyk,T20I,13,6.81,7.77,8.6,17.1,173.2,On Fire
SD Ranawaka,T20I,5,6.54,21.8,6.54,21.8,100.0,Good
SDM Herath,T20I,0,4.29,10.0,4.29,10.0,100.0,Good
SE Rutherford,BBL,0,22.0,22.0,22.0,22.0,100.0,Good
SE Rutherford,CPL,4,11.33,25.5,10.58,38.8,122.8,On Fire
SE Rutherford,ODI,0,7.0,21.0,8.33,58.33,198.4,On Fire
SE Rutherford,T20I,1,10.0,20.0,10.67,21.33,106.7,Good
SF Jerome,T20I,14,5.44,32.04,4.5,13.82,62.9,Average
SF Mangoda,T20I,3,7.73,28.33,7.73,28.33,100.0,Good
SF Tiai,T20I,22,6.5600000000000005,18.455,6.87,16.8,97.9,Good
SFM Devine,ODI,4,5.85,50.25,4.86,35.17,76.5,Average
SFM Devine,T20I,13,8.86,30.615000000000002,7.18,19.6,72.5,Average
SFM Devine,WPL,17,8.28,16.0,8.29,20.77,115.0,On Fire
SFS Cheema,T20I,12,10.765,19.68,9.38,15.25,82.3,Average
SG Diaby,T20I,3,9.16,48.33,8.19,42.6,88.8,Good
SG Satghare,ODI,4,4.65,26.75,4.65,26.75,100.0,Good
SG Satghare,Test,8,2.76,15.12,2.76,15.12,100.0,Good
SG Satghare,WPL,12,9.71,39.955,9.19,19.92,72.3,Average
SH Johnson,BBL,9,8.88,19.89,7.49,18.33,88.3,Good
SH Johnson,IPL,3,10.885,94.5,10.29,56.57,77.2,Average
SH Johnson,ODI,2,6.92,49.0,6.16,93.5,139.9,On Fire
SH Johnson,T20I,3,7.3,15.0,8.65,16.71,114.9,On Fire
SH Lawlor,T20I,0,10.33,31.0,9.31,38.0,106.4,Good
SHA Sheth,T20I,1,6.5,13.0,6.5,13.0,100.0,Good
SIP Fernando,ODI,2,4.68,44.5,3.78,21.12,64.1,Average
SIP Fernando,T20I,4,7.1,17.75,6.07,17.83,93.0,Good
SIR Dunkley,ODI,0,5.14,12.0,4.59,13.0,98.8,Good
SJ Cook,Test,1,3.84,119.0,3.84,119.0,100.0,Good
SJ Hughes-Pinan,T20I,7,4.0,19.335,4.11,9.79,76.7,Average
SK Gedara,T20I,3,9.49,22.67,9.49,22.67,100.0,Good
SK Lahiri,T20I,8,7.11,8.0,7.11,8.0,100.0,Good
SK Ravuri,T20I,1,8.0,40.0,5.27,13.8,50.2,Poor
SK Reddy,T20I,9,4.574999999999999,9.75,4.25,9.73,96.3,Good
SK Springer,CPL,11,11.015,70.85,9.47,23.02,59.2,Poor
SK Springer,ODI,2,7.0,66.5,7.0,66.5,100.0,Good
SK Springer,T20I,5,8.465,25.5,9.39,19.0,92.7,Good
SM Ariyasinghage,T20I,0,13.71,16.0,13.71,16.0,100.0,Good
SM Boland,Test,37,2.7649999999999997,23.65,2.85,17.93,89.4,Good
SM Curran,BBL,6,9.6,16.0,9.6,16.0,100.0,Good
SM Curran,IPL,1,11.08,133.0,9.68,32.27,55.8,Poor
SM Curran,ODI,10,5.98,33.81,6.06,34.48,101.7,Good
SM Curran,T20I,23,9.715,27.025,8.75,25.72,92.6,Good
SM Dhanusri,T20I,1,6.609999999999999,53.5,5.79,45.0,85.9,Good
SM Don,T20I,2,5.52,11.5,5.52,11.5,100.0,Good
SM Elliott,BBL,5,7.22,13.0,7.88,25.2,151.5,On Fire
SM Nash,T20I,23,6.645,14.575,7.09,17.56,113.6,On Fire
SM Sharif,ODI,22,5.49,23.945,4.93,26.7,100.7,Good
SM Sharif,T20I,12,8.32,34.4,8.02,20.44,77.9,Average
SM Sharma,ODI,2,4.88,19.5,5.57,27.85,128.5,On Fire
SM Sharma,T20I,0,18.0,18.0,10.09,111.0,336.4,On Fire
SM Solia,T20I,0,7.38,16.0,7.38,16.0,100.0,Good
SM Tupou,T20I,6,6.85,18.83,6.59,14.62,86.9,Good
SN Netravalkar,CPL,12,8.065000000000001,16.97,8.05,17.0,100.0,Good
SN Netravalkar,ODI,30,4.35,25.755,4.02,21.31,87.6,Good
SN Netravalkar,T20I,10,9.21,28.5,7.2,22.93,79.3,Average
SN Shihepo,T20I,13,6.895,18.575,5.46,13.36,75.6,Average
SN Swamy,T20I,7,8.095,26.215,7.55,21.57,87.8,Good
SN Thakur,IPL,27,11.535,23.75,9.52,27.67,99.5,Good
SN Thakur,Test,2,5.2,72.0,3.73,31.03,57.4,Poor
SO Ngoche,T20I,9,6.06,30.535,6.1,16.06,76.6,Average
SP Krishnamurthi,ODI,4,4.15,11.625,4.53,22.25,150.3,On Fire
SP Krishnamurthi,T20I,2,4.2,10.5,4.2,10.5,100.0,Good
SP Narine,CPL,17,5.615,25.52,5.44,19.1,85.9,Good
SP Narine,IPL,29,7.17,24.625,6.78,23.03,94.0,Good
SPD Smith,PSL,1,14.0,14.0,14.0,14.0,100.0,Good
SR Bhudia,T20I,0,7.5,7.5,5.76,20.89,177.7,On Fire
SR Dubey,IPL,5,8.26,21.2,8.26,21.2,100.0,Good
SR Harmer,Test,31,2.5,13.84,2.88,21.49,135.2,On Fire
SR Magar,T20I,13,5.745,27.735,4.81,14.21,67.5,Average
SR Patil,T20I,10,7.57,18.3,6.97,17.72,94.5,Good
SR Patil,WPL,11,8.97,25.0,8.71,20.13,88.8,Good
SR Rocket,T20I,2,8.77,9.5,7.98,26.89,187.0,On Fire
SR Taylor,ODI,2,6.41,15.5,4.51,30.68,134.1,On Fire
SR Taylor,T20I,1,7.0,31.5,6.03,16.8,69.7,Average
SR Thadani,T20I,4,8.309999999999999,41.165,5.79,16.67,55.1,Poor
SS Kang,ODI,12,4.33,20.58,4.33,20.58,100.0,Good
SS Kang,T20I,4,7.29,21.25,6.02,15.61,78.0,Average
SS Mishra,IPL,2,10.58,33.5,10.58,33.5,100.0,Good
SS Shukla,T20I,8,5.11,12.12,5.11,12.12,100.0,Good
SS Upadhyay,ODI,0,6.56,59.0,6.56,59.0,100.0,Good
ST Kannan,T20I,4,5.0,11.25,5.0,11.25,100.0,Good
STRA de Silva,T20I,2,6.95,25.5,9.52,63.5,193.0,On Fire
SV Wiig,T20I,2,8.71,22.5,8.71,22.5,100.0,Good
SW Bates,ODI,4,5.49,60.665,5.01,43.83,81.8,Average
SW Bates,T20I,3,7.37,46.75,6.55,21.12,67.0,Average
SY Win,T20I,8,6.220000000000001,15.145,4.82,9.43,69.9,Average
SYD Chan,T20I,3,5.205,10.165,5.35,24.75,173.1,On Fire
SZ Thakor,ODI,0,4.14,80.0,5.19,36.9,85.7,Good
SZ Thakor,WPL,0,14.33,43.0,10.31,44.67,87.9,Good
SZ Vayani,T20I,23,7.135,25.605,6.75,20.49,87.3,Good
Saad Bin Zafar,ODI,7,4.4399999999999995,79.33500000000001,4.32,40.69,74.3,Average
Saad Bin Zafar,T20I,21,6.685,17.715,6.16,16.85,93.6,Good
Saad Masood,ODI,0,6.88,55.0,6.88,55.0,100.0,Good
Saad Masood,PSL,7,8.82,36.5,8.58,36.14,98.1,Good
Saber Zakhil,T20I,6,6.95,37.1,6.8,21.79,78.3,Average
Sabnam Rai,T20I,0,10.25,41.0,5.67,25.11,58.3,Poor
Sabreen Zaki,T20I,0,8.5,17.0,8.4,42.0,172.9,On Fire
Sachin Ganpat Shinde,T20I,0,18.92,41.0,18.92,41.0,100.0,Good
Sadamali Bhakshala,T20I,2,7.8,78.0,7.02,48.88,76.3,Average
Sadat Said,T20I,4,7.885,21.5,8.75,21.5,105.5,Good
Sadia Iqbal,ODI,26,4.95,23.41,4.04,21.7,87.2,Good
Sadia Iqbal,T20I,27,6.654999999999999,20.645,5.87,16.28,83.5,Average
Saee Parkhi,T20I,0,7.585,31.5,7.32,72.0,162.5,On Fire
Saeed Waqar Ali,T20I,6,10.684999999999999,43.25,10.2,34.62,87.8,Good
Sagar Kumar Ahir,T20I,2,9.67,14.5,9.67,14.5,100.0,Good
Sageer Ahmad,T20I,3,5.82,33.0,5.82,33.0,100.0,Good
Saghir Khan,T20I,10,8.34,17.8,8.34,17.8,100.0,Good
Sahel Zadran,T20I,18,6.16,19.17,7.12,20.41,111.0,On Fire
Sahil Chauhan,T20I,2,9.6,8.75,7.79,15.25,127.7,On Fire
Sai Hla Htwe,T20I,3,6.92,20.0,6.92,20.0,100.0,Good
Said Hakim,T20I,0,8.29,58.0,8.29,58.0,100.0,Good
Saif Hassan,ODI,1,4.6,17.0,4.25,34.0,146.2,On Fire
Saif Hassan,T20I,3,5.915,22.25,5.82,32.33,121.8,On Fire
Saim Ayub,CPL,1,8.08,97.0,7.81,54.0,76.2,Average
Saim Ayub,ODI,4,5.32,58.75,5.04,41.56,82.7,Average
Saim Ayub,PSL,11,8.395,43.885000000000005,8.11,33.33,86.3,Good
Saim Ayub,T20I,31,7.705,17.0,7.36,19.26,104.4,Good
Saira Jabeen,T20I,0,10.56,44.0,10.56,44.0,100.0,Good
Sajad Ahmadzai,T20I,3,6.7,22.33,7.42,24.15,109.4,Good
Sajid Khan,T20I,3,9.93,54.75,9.84,47.0,92.5,Good
Sajid Khan,Test,33,3.38,26.625,3.37,27.74,101.9,Good
Sajid Khan Afridi,T20I,1,8.45,69.0,9.56,72.5,109.1,Good
Sajid Liaqat,T20I,16,8.745000000000001,28.59,9.27,22.15,91.7,Good
Sakib Hussain,IPL,16,9.42,24.81,9.42,24.81,100.0,Good
Salman Irshad,CPL,8,6.39,14.5,7.74,19.06,126.3,On Fire
Salman Irshad,PSL,15,9.559999999999999,25.83,9.6,25.68,99.9,Good
Salman Mirza,PSL,13,10.635,37.125,10.72,28.93,89.4,Good
Salman Mirza,T20I,24,6.475,15.365,6.41,15.46,99.8,Good
Salman Patel,T20I,2,10.33,37.0,10.33,37.0,100.0,Good
Salman Sharjeel,T20I,3,9.5,12.67,9.5,12.67,100.0,Good
Salvin Stanly,T20I,0,7.5,15.0,9.27,51.0,231.8,On Fire
Samader Shadab,T20I,1,9.0,36.0,10.08,30.25,98.0,Good
Samarth Shetty,T20I,3,7.0,11.67,7.0,11.67,100.0,Good
Sameer Minhas,PSL,0,7.71,9.0,7.71,9.0,100.0,Good
Sameer Othman,T20I,5,10.24,34.8,10.24,34.8,100.0,Good
Sameer Yousuf,T20I,2,9.1,45.5,9.1,45.5,100.0,Good
Sameera Khan,T20I,14,5.175,13.975000000000001,5.91,19.0,125.1,On Fire
Sami Sohail,T20I,34,6.8100000000000005,15.43,7.0,15.66,102.1,Good
Samiha Konuganti,T20I,5,4.93,14.8,4.93,14.8,100.0,Good
Samiullah Rahmani,T20I,40,7.0649999999999995,13.035,7.05,12.51,97.9,Good
Sandeep Goud,T20I,2,12.0,50.0,9.01,33.89,71.4,Average
Sandeep Sharma,IPL,16,10.705,37.364999999999995,8.14,25.49,72.1,Average
Sangay Yangzom,T20I,0,9.5,24.0,9.6,48.0,150.5,On Fire
Sanjana Rao,T20I,0,5.14,6.0,5.14,6.0,100.0,Good
Sanjay Kumar Ahir,T20I,1,12.0,12.0,6.83,27.33,142.3,On Fire
Sanjida Akter Meghla,ODI,1,5.7,57.0,5.7,57.0,100.0,Good
Sanjida Akter Meghla,T20I,14,6.91,17.29,5.45,15.56,84.4,Average
Santosh Yadav,T20I,0,11.0,11.0,11.0,11.0,100.0,Good
Saqib Anwar,T20I,10,7.31,18.4,7.31,18.4,100.0,Good
