bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
L Maphane,2,8,15.0,1,1,0,1,1.3,11.25,15.0,12.5,8.0
W Viraliliu,5,67,105.0,1,29,4,1,11.2,9.4,105.0,43.28,67.0
C Cirino,2,31,37.0,1,13,2,1,5.2,7.16,37.0,41.94,31.0
C Cirlig,2,44,59.0,1,17,10,2,7.3,8.05,59.0,38.64,44.0
C Kauripeke,1,18,0.0,1,18,0,0,3.0,0.0,0.0,100.0,18.0
S Weerakoon,1,60,49.0,1,19,1,0,10.0,4.9,49.0,31.67,60.0
S von Berg,1,174,100.0,1,114,0,0,29.0,3.45,100.0,65.52,174.0
SA Lewis,3,42,58.0,1,21,5,0,7.0,8.29,58.0,50.0,42.0
C Piparo,1,7,9.0,1,2,0,1,1.2,7.71,9.0,28.57,7.0
AC Gilchrist,1,1,0.0,1,1,0,0,0.2,0.0,0.0,100.0,1.0
Naveed Fakhr,1,24,31.0,1,10,1,0,4.0,7.75,31.0,41.67,24.0
R Agamiire,2,37,9.0,1,28,0,1,6.2,1.46,9.0,75.68,37.0
EP Thompson,2,42,60.0,1,19,3,0,7.0,8.57,60.0,45.24,42.0
J Dickinson,1,24,23.0,1,6,0,0,4.0,5.75,23.0,25.0,24.0
J Edmiston,1,12,18.0,1,7,12,0,2.0,9.0,18.0,58.33,12.0
Shayan Khan,1,12,17.0,1,3,1,0,2.0,8.5,17.0,25.0,12.0
Ankush Singh,1,13,11.0,1,7,2,1,2.2,5.08,11.0,53.85,13.0
M Simpson-Parker,1,6,8.0,1,2,2,0,1.0,8.0,8.0,33.33,6.0
Noorkhan Ahmedi,1,12,12.0,1,6,1,0,2.0,6.0,12.0,50.0,12.0
Esam Rahman,9,87,125.0,1,33,5,3,14.5,8.62,125.0,37.93,87.0
F Choudary,2,18,31.0,1,6,0,0,3.0,10.33,31.0,33.33,18.0
Elias Hasan,5,68,110.0,1,22,1,2,11.3,9.71,110.0,32.35,68.0
Navid Abdollahpour,1,18,24.0,1,11,2,0,3.0,8.0,24.0,61.11,18.0
Nazakat Ali,2,18,16.0,1,12,1,0,3.0,5.33,16.0,66.67,18.0
Naman Dhir,5,52,76.0,1,11,1,0,8.7,8.77,76.0,21.15,52.0
Natalie Clarke,4,45,48.0,1,22,9,3,7.5,6.4,48.0,48.89,45.0
Manish Sharma,2,30,49.0,1,11,1,0,5.0,9.8,49.0,36.67,30.0
Mansi Parmar,2,29,34.0,1,10,5,1,4.8,7.03,34.0,34.48,29.0
SB Joshi,4,55,82.0,1,18,0,0,9.2,8.95,82.0,32.73,55.0
SB Odedra,1,163,50.0,1,135,0,1,27.2,1.84,50.0,82.82,163.0
GEM Brealey,4,61,63.0,1,30,20,1,10.2,6.2,63.0,49.18,61.0
GR Napier,1,24,27.0,1,9,0,0,4.0,6.75,27.0,37.5,24.0
Neeraj Mishra,6,96,172.0,1,34,10,0,16.0,10.75,172.0,35.42,96.0
Nikhil,1,18,26.0,1,7,1,0,3.0,8.67,26.0,38.89,18.0
Ariful Haque,3,84,41.0,1,60,0,0,14.0,2.93,41.0,71.43,84.0
Shiva Mani,2,18,43.0,1,3,0,0,3.0,14.33,43.0,16.67,18.0
Shoaib Ali,1,24,23.0,1,11,1,0,4.0,5.75,23.0,45.83,24.0
Shohidul Islam,1,24,33.0,1,9,1,1,4.0,8.25,33.0,37.5,24.0
Anoop Orsu,3,31,53.0,1,7,3,1,5.2,10.26,53.0,22.58,31.0
Anskumar Ahir,2,35,37.0,1,17,2,1,5.8,6.34,37.0,48.57,35.0
SD Bahadur,8,114,155.0,1,44,8,0,19.0,8.16,155.0,38.6,114.0
SD Outerbridge,1,6,11.0,1,1,0,0,1.0,11.0,11.0,16.67,6.0
WS Jayantha,3,25,27.0,1,8,0,0,4.2,6.48,27.0,32.0,25.0
WSLK Narayana,4,54,67.0,1,24,4,0,9.0,7.44,67.0,44.44,54.0
QF Djakaridja,6,96,160.0,1,24,10,6,16.0,10.0,160.0,25.0,96.0
Qaiser Ali,2,84,54.0,1,54,5,0,14.0,3.86,54.0,64.29,84.0
MS Kashyap,6,79,113.0,1,33,1,0,13.2,8.58,113.0,41.77,79.0
MV Boucher,1,9,6.0,1,6,0,1,1.5,4.0,6.0,66.67,9.0
SF Nhavotso,3,32,40.0,1,11,1,0,5.3,7.5,40.0,34.38,32.0
Ashar Zaidi,2,48,59.0,1,10,0,0,8.0,7.38,59.0,20.83,48.0
KH Abe,1,6,8.0,1,3,0,0,1.0,8.0,8.0,50.0,6.0
KHRK Fernando,2,67,41.0,1,41,1,1,11.2,3.67,41.0,61.19,67.0
KJ Harding,2,68,98.0,1,28,7,2,11.3,8.65,98.0,41.18,68.0
L Enoch,1,6,6.0,1,3,0,0,1.0,6.0,6.0,50.0,6.0
AA Kazi,1,12,21.0,1,2,1,0,2.0,10.5,21.0,16.67,12.0
WG Bosisto,4,36,44.0,1,11,0,0,6.0,7.33,44.0,30.56,36.0
WJ Malinda,4,54,66.0,1,25,4,0,9.0,7.33,66.0,46.3,54.0
WJR Robertson,1,18,6.0,1,15,0,0,3.0,2.0,6.0,83.33,18.0
WT Mashinge,2,30,57.0,1,10,5,0,5.0,11.4,57.0,33.33,30.0
A Razmilic,5,59,133.0,1,11,6,1,9.8,13.53,133.0,18.64,59.0
A Sathyan,1,12,16.0,1,6,4,0,2.0,8.0,16.0,50.0,12.0
L Gharasim,2,19,18.0,1,7,3,4,3.2,5.68,18.0,36.84,19.0
L Holt,3,30,52.0,1,10,0,0,5.0,10.4,52.0,33.33,30.0
L Khotso,2,43,62.0,1,17,11,1,7.2,8.65,62.0,39.53,43.0
L Kooagile,1,12,5.0,1,9,1,0,2.0,2.5,5.0,75.0,12.0
L Leemhuis,2,18,28.0,1,12,6,0,3.0,9.33,28.0,66.67,18.0
JM Vince,6,66,51.0,1,39,1,0,11.0,4.64,51.0,59.09,66.0
JL Louw,1,60,60.0,1,27,1,0,10.0,6.0,60.0,45.0,60.0
JL de Mey,2,42,67.0,1,15,2,0,7.0,9.57,67.0,35.71,42.0
SHA Sheth,1,12,13.0,1,8,0,0,2.0,6.5,13.0,66.67,12.0
SJ Cook,1,186,119.0,1,136,1,0,31.0,3.84,119.0,73.12,186.0
SJ Modani,3,18,8.0,1,11,0,0,3.0,2.67,8.0,61.11,18.0
F Zirahangaje,2,36,54.0,1,15,5,0,6.0,9.0,54.0,41.67,36.0
PK Dimitri,2,50,88.0,1,15,5,2,8.3,10.56,88.0,30.0,50.0
SMHH Aung,1,6,17.0,1,1,1,0,1.0,17.0,17.0,16.67,6.0
SMR Ruelas,1,15,9.0,1,8,2,3,2.5,3.6,9.0,53.33,15.0
SP de Alwis,2,108,92.0,1,60,2,0,18.0,5.11,92.0,55.56,108.0
BO van Rooi,3,120,119.0,1,61,10,0,20.0,5.95,119.0,50.83,120.0
BR Hampton,1,12,32.0,1,4,0,0,2.0,16.0,32.0,33.33,12.0
SM Dhakal,2,36,43.0,1,14,1,0,6.0,7.17,43.0,38.89,36.0
SM Kavanagh,3,66,92.0,1,23,8,0,11.0,8.36,92.0,34.85,66.0
BKG Mendis,10,155,146.0,1,74,0,3,25.8,5.65,146.0,47.74,155.0
MR Dorgan,1,6,13.0,1,2,2,0,1.0,13.0,13.0,33.33,6.0
Baljinder Singh,1,18,29.0,1,6,0,0,3.0,9.67,29.0,33.33,18.0
J George,5,86,117.0,1,32,6,2,14.3,8.16,117.0,37.21,86.0
J Grewcock,1,36,26.0,1,15,1,0,6.0,4.33,26.0,41.67,36.0
SJC Keen,2,25,38.0,1,5,0,1,4.2,9.12,38.0,20.0,25.0
SK Shetty,1,6,3.0,1,4,1,0,1.0,3.0,3.0,66.67,6.0
SK Sonpethkar,1,27,32.0,1,8,2,3,4.5,7.11,32.0,29.63,27.0
BS Dean,1,14,29.0,1,4,4,2,2.3,12.43,29.0,28.57,14.0
Arshad Ali,2,96,100.0,1,36,0,0,16.0,6.25,100.0,37.5,96.0
JH Kiani,1,24,26.0,1,10,2,0,4.0,6.5,26.0,41.67,24.0
JJ Esmeijer,3,157,138.0,1,78,2,1,26.2,5.27,138.0,49.68,157.0
MS Dhoni,8,134,98.0,1,78,4,2,22.3,4.39,98.0,58.21,134.0
Basharat Hussain,4,66,104.0,1,14,3,0,11.0,9.45,104.0,21.21,66.0
J Jagroo,4,55,75.0,1,19,2,1,9.2,8.18,75.0,34.55,55.0
J Kann,3,30,76.0,1,6,0,0,5.0,15.2,76.0,20.0,30.0
J Layne,6,288,278.0,1,175,7,0,48.0,5.79,278.0,60.76,288.0
Ashir Qureshi,2,42,61.0,1,13,0,0,7.0,8.71,61.0,30.95,42.0
Ashmal Hashmi,5,93,152.0,1,30,24,3,15.5,9.81,152.0,32.26,93.0
JD Baker,3,48,68.0,1,19,4,0,8.0,8.5,68.0,39.58,48.0
Aryaa Kulkarni,1,17,10.0,1,10,2,2,2.8,3.53,10.0,58.82,17.0
M Walker,1,18,23.0,1,6,3,0,3.0,7.67,23.0,33.33,18.0
M Zdravkova,3,46,38.0,1,22,9,5,7.7,4.96,38.0,47.83,46.0
M du Preez,3,22,30.0,1,8,2,1,3.7,8.18,30.0,36.36,22.0
M van Jaarsveld,1,30,18.0,1,21,2,0,5.0,3.6,18.0,70.0,30.0
PM Sarvesh Kumar,2,30,42.0,1,11,1,0,5.0,8.4,42.0,36.67,30.0
PS Roberts,4,54,63.0,1,31,8,0,9.0,7.0,63.0,57.41,54.0
Attia Diwan Ali,1,13,18.0,1,5,4,1,2.2,8.31,18.0,38.46,13.0
ME Leoela,1,18,20.0,1,7,0,0,3.0,6.67,20.0,38.89,18.0
ME Sanuth,3,60,61.0,1,34,1,0,10.0,6.1,61.0,56.67,60.0
MC Patel,4,110,115.0,1,60,4,0,18.3,6.27,115.0,54.55,110.0
BG McDonald,1,18,28.0,1,2,0,0,3.0,9.33,28.0,11.11,18.0
BJ Bess,1,86,92.0,1,44,4,8,14.3,6.42,92.0,51.16,86.0
A Musaev,4,37,74.0,1,13,5,1,6.2,12.0,74.0,35.14,37.0
Waleed Waqar,2,18,43.0,1,4,2,0,3.0,14.33,43.0,22.22,18.0
Wania Malik,2,24,16.0,1,17,4,0,4.0,4.0,16.0,70.83,24.0
Poorvaja Jagdeesha,5,37,59.0,1,11,9,2,6.2,9.57,59.0,29.73,37.0
Prajna Jagdeesha,3,30,36.0,1,16,6,0,5.0,7.2,36.0,53.33,30.0
Emmanuella Nyaaba,1,25,26.0,1,7,4,1,4.2,6.24,26.0,28.0,25.0
PS Sisodia,4,54,84.0,1,17,2,0,9.0,9.33,84.0,31.48,54.0
PL Mommsen,2,48,51.0,1,26,5,0,8.0,6.38,51.0,54.17,48.0
PAS McSween,2,26,53.0,1,10,3,2,4.3,12.23,53.0,38.46,26.0
Y Saranonnakkun,1,18,20.0,1,6,1,0,3.0,6.67,20.0,33.33,18.0
KL Pulford,1,24,17.0,1,9,0,0,4.0,4.25,17.0,37.5,24.0
KL Rolton,2,120,57.0,1,98,0,0,20.0,2.85,57.0,81.67,120.0
KMC Bandara,2,66,94.0,1,22,1,0,11.0,8.55,94.0,33.33,66.0
Y Potgieter,5,92,68.0,1,53,1,2,15.3,4.43,68.0,57.61,92.0
Y Prithvi Raj,2,30,57.0,1,8,3,0,5.0,11.4,57.0,26.67,30.0
Wasim Al Balushi,3,36,99.0,1,8,4,0,6.0,16.5,99.0,22.22,36.0
Bilal Aftab,1,12,13.0,1,6,0,0,2.0,6.5,13.0,50.0,12.0
SKR Mallidi,2,18,34.0,1,8,2,0,3.0,11.33,34.0,44.44,18.0
SL Gomez,6,67,90.0,1,25,12,1,11.2,8.06,90.0,37.31,67.0
Saurabh Kumar,4,42,82.0,1,7,0,0,7.0,11.71,82.0,16.67,42.0
Faraaz Mehti Abbas,5,37,53.0,1,9,3,0,6.2,8.59,53.0,24.32,37.0
Farhan Ahmed,2,30,38.0,1,8,0,0,5.0,7.6,38.0,26.67,30.0
Farwa Baber,2,26,24.0,1,11,5,2,4.3,5.54,24.0,42.31,26.0
Fatima Amir,4,43,44.0,1,29,9,1,7.2,6.14,44.0,67.44,43.0
F Tunnicliffe,1,12,8.0,1,5,0,0,2.0,4.0,8.0,41.67,12.0
GI Maiden,1,12,14.0,1,7,0,0,2.0,7.0,14.0,58.33,12.0
O Batisani,1,8,4.0,1,6,2,2,1.3,3.0,4.0,75.0,8.0
O Isesele,4,60,104.0,1,13,2,0,10.0,10.4,104.0,21.67,60.0
O Morgan,1,24,39.0,1,7,3,0,4.0,9.75,39.0,29.17,24.0
Saqib Khan,2,31,44.0,1,7,0,1,5.2,8.52,44.0,22.58,31.0
Saran Maliwan,1,25,23.0,1,14,0,1,4.2,5.52,23.0,56.0,25.0
Sani E Zehra,2,42,68.0,1,6,7,0,7.0,9.71,68.0,14.29,42.0
Komalpreet Grewal,1,26,37.0,1,8,2,2,4.3,8.54,37.0,30.77,26.0
Krishna Chandran,6,228,250.0,1,95,2,0,38.0,6.58,250.0,41.67,228.0
Kuldeep Lal,2,18,33.0,1,4,0,0,3.0,11.0,33.0,22.22,18.0
KN Mirchandani,3,53,56.0,1,20,5,0,8.8,6.34,56.0,37.74,53.0
Kim Rang,1,25,36.0,1,7,0,1,4.2,8.64,36.0,28.0,25.0
Kinley Bidha,2,48,46.0,1,20,1,0,8.0,5.75,46.0,41.67,48.0
G Ribeiro,3,19,19.0,1,8,1,1,3.2,6.0,19.0,42.11,19.0
PJC Hoffmann,5,192,175.0,1,120,4,0,32.0,5.47,175.0,62.5,192.0
J Neill,3,218,188.0,1,126,6,2,36.3,5.17,188.0,57.8,218.0
Assad Mehmood,2,42,29.0,1,21,1,0,7.0,4.14,29.0,50.0,42.0
A Lyth,3,25,26.0,1,13,0,1,4.2,6.24,26.0,52.0,25.0
A Mehmood,4,61,104.0,1,23,1,1,10.2,10.23,104.0,37.7,61.0
L Bigula,2,38,37.0,1,16,2,2,6.3,5.84,37.0,42.11,38.0
L Botha,1,18,19.0,1,8,0,0,3.0,6.33,19.0,44.44,18.0
L Dalbina,2,52,46.0,1,28,11,4,8.7,5.31,46.0,53.85,52.0
KDK Vithanage,6,189,150.0,1,107,1,3,31.5,4.76,150.0,56.61,189.0
SS Agarwal,1,24,42.0,1,7,0,0,4.0,10.5,42.0,29.17,24.0
MM Lanning,4,90,54.0,1,61,3,0,15.0,3.6,54.0,67.78,90.0
MM Sarwar,1,12,14.0,1,8,0,0,2.0,7.0,14.0,66.67,12.0
MMA Jonkman,1,24,21.0,1,15,2,0,4.0,5.25,21.0,62.5,24.0
MO Bacarese,2,48,32.0,1,25,1,0,8.0,4.0,32.0,52.08,48.0
BB McCullum,7,182,101.0,1,119,1,1,30.3,3.33,101.0,65.38,182.0
BB Seebaran,3,108,130.0,1,41,0,0,18.0,7.22,130.0,37.96,108.0
J McAllister,1,6,7.0,1,3,2,0,1.0,7.0,7.0,50.0,6.0
Zahid Khan,6,72,98.0,1,32,3,0,12.0,8.17,98.0,44.44,72.0
A Bidari,1,24,17.0,1,13,2,0,4.0,4.25,17.0,54.17,24.0
G Malla,2,18,18.0,1,10,1,0,3.0,6.0,18.0,55.56,18.0
A Charles,1,8,13.0,1,3,8,2,1.3,9.75,13.0,37.5,8.0
A Cheung,2,42,53.0,1,11,1,0,7.0,7.57,53.0,26.19,42.0
A Chilia,3,60,52.0,1,31,5,0,10.0,5.2,52.0,51.67,60.0
A Alfonso,1,24,15.0,1,16,2,0,4.0,3.75,15.0,66.67,24.0
KS Kasse,1,10,10.0,1,7,1,0,1.7,6.0,10.0,70.0,10.0
J Long,1,12,26.0,1,2,1,0,2.0,13.0,26.0,16.67,12.0
B Karki,1,24,6.0,1,18,0,0,4.0,1.5,6.0,75.0,24.0
B Maphosa,6,84,115.0,1,37,8,3,14.0,8.21,115.0,44.05,84.0
MJ Mindley,2,57,56.0,1,35,1,3,9.5,5.89,56.0,61.4,57.0
A Djorovic,5,58,121.0,1,14,6,0,9.7,12.52,121.0,24.14,58.0
ZK Shem,2,32,61.0,1,7,3,2,5.3,11.44,61.0,21.88,32.0
ZR Jaboneke,3,36,25.0,1,20,2,0,6.0,4.17,25.0,55.56,36.0
Zainullah Ihsan,2,42,76.0,1,9,0,0,7.0,10.86,76.0,21.43,42.0
Sajid Khan Afridi,3,42,76.0,1,12,3,0,7.0,10.86,76.0,28.57,42.0
MG Gale,4,72,103.0,1,26,3,0,12.0,8.58,103.0,36.11,72.0
Saif Badar,1,12,15.0,1,5,1,0,2.0,7.5,15.0,41.67,12.0
JA Freeman,2,24,37.0,1,7,0,0,4.0,9.25,37.0,29.17,24.0
JA Miranda,3,43,66.0,1,21,6,1,7.2,9.21,66.0,48.84,43.0
JA Raval,2,84,34.0,1,58,0,0,14.0,2.43,34.0,69.05,84.0
JA Stiglitz,6,121,173.0,1,35,12,5,20.2,8.58,173.0,28.93,121.0
Saeed Anwar,1,24,15.0,1,13,0,0,4.0,3.75,15.0,54.17,24.0
P Raghunath,3,35,28.0,1,19,2,5,5.8,4.8,28.0,54.29,35.0
PA Wadenpohl,3,33,58.0,1,7,7,4,5.5,10.55,58.0,21.21,33.0
A Konhu,2,37,40.0,1,15,4,1,6.2,6.49,40.0,40.54,37.0
A Kuthalingham,2,30,24.0,1,14,1,0,5.0,4.8,24.0,46.67,30.0
Salman Butt,10,210,196.0,1,105,0,4,35.0,5.6,196.0,50.0,210.0
MG Kariata,1,30,31.0,1,16,1,0,5.0,6.2,31.0,53.33,30.0
MJ Cosgrove,2,30,22.0,1,17,1,0,5.0,4.4,22.0,56.67,30.0
J Rokoro,4,46,62.0,1,11,11,4,7.7,8.09,62.0,23.91,46.0
G Mugwaneza,1,12,17.0,1,7,3,0,2.0,8.5,17.0,58.33,12.0
G Newton,2,48,48.0,1,21,2,0,8.0,6.0,48.0,43.75,48.0
P Jayeshbhai Patel,3,54,54.0,1,26,3,0,9.0,6.0,54.0,48.15,54.0
Zeeshan Abbas,2,30,45.0,1,5,2,0,5.0,9.0,45.0,16.67,30.0
AS Jaggernauth,1,138,96.0,1,95,0,0,23.0,4.17,96.0,68.84,138.0
Tenjin Rabgey,3,30,26.0,1,18,3,0,5.0,5.2,26.0,60.0,30.0
Jihad Hossain,1,3,10.0,1,1,0,0,0.5,20.0,10.0,33.33,3.0
AR Patwa,2,12,18.0,1,3,0,0,2.0,9.0,18.0,25.0,12.0
A Awasthi,2,24,73.0,1,3,3,0,4.0,18.25,73.0,12.5,24.0
Yuanyuan Cai,3,36,35.0,1,20,8,0,6.0,5.83,35.0,55.56,36.0
Yukthi Suresh,1,13,15.0,1,4,4,1,2.2,6.92,15.0,30.77,13.0
Z Abbasi,2,24,16.0,1,14,1,0,4.0,4.0,16.0,58.33,24.0
Z Motara,3,42,79.0,1,16,1,0,7.0,11.29,79.0,38.1,42.0
A Kanwal,1,13,15.0,1,4,1,1,2.2,6.92,15.0,30.77,13.0
A Karn,1,24,31.0,1,5,0,0,4.0,7.75,31.0,20.83,24.0
Yousif Wali,4,60,97.0,1,14,5,0,10.0,9.7,97.0,23.33,60.0
Sabahat Rasheed,2,89,67.0,1,47,2,0,14.8,4.52,67.0,52.81,89.0
J Sonia,1,18,16.0,1,10,2,0,3.0,5.33,16.0,55.56,18.0
A Ahmadhel,2,10,21.0,1,4,2,0,1.7,12.6,21.0,40.0,10.0
A Amado,2,12,20.0,1,8,6,0,2.0,10.0,20.0,66.67,12.0
ZE Matsinhe,5,72,89.0,1,35,3,0,12.0,7.42,89.0,48.61,72.0
A Bhargava,1,12,14.0,1,8,1,0,2.0,7.0,14.0,66.67,12.0
Zain Abbas,1,36,56.0,1,14,2,0,6.0,9.33,56.0,38.89,36.0
A Balbirnie,1,24,31.0,1,10,0,0,4.0,7.75,31.0,41.67,24.0
Kashif Bhatti,2,36,60.0,1,14,0,0,6.0,10.0,60.0,38.89,36.0
Kashif Siddique,1,2,1.0,1,1,0,0,0.3,3.0,1.0,50.0,2.0
Yasir Mehmood,3,48,51.0,1,22,2,0,8.0,6.38,51.0,45.83,48.0
KP Walmsley,1,60,64.0,1,27,1,0,10.0,6.4,64.0,45.0,60.0
G Kuthalingham,2,37,33.0,1,17,2,1,6.2,5.35,33.0,45.95,37.0
G Axtell,2,42,42.0,1,22,2,0,7.0,6.0,42.0,52.38,42.0
G Bloemen,3,67,71.0,1,38,16,1,11.2,6.36,71.0,56.72,67.0
G Essoun,1,25,39.0,1,11,5,1,4.2,9.36,39.0,44.0,25.0
A Bushell,1,6,7.0,0,2,0,0,1.0,7.0,7.0,33.33,6.0
Kamran Khan (2),1,10,42.0,0,0,1,0,1.7,25.2,42.0,0.0,10.0
Karim Janat,1,6,30.0,0,0,0,0,1.0,30.0,30.0,0.0,6.0
Karthik Jayaraj,1,18,24.0,0,6,3,0,3.0,8.0,24.0,33.33,18.0
Karthik Pillai,2,30,48.0,0,6,3,0,5.0,9.6,48.0,20.0,30.0
Karweng NG,3,56,81.0,0,18,0,2,9.3,8.68,81.0,32.14,56.0
Kashif Abbas,1,6,12.0,0,1,0,0,1.0,12.0,12.0,16.67,6.0
KOA Powell,1,6,0.0,0,6,0,0,1.0,0.0,0.0,100.0,6.0
A Daxini,2,10,24.0,0,1,1,1,1.7,14.4,24.0,10.0,10.0
A Denuwan,2,24,33.0,0,6,2,0,4.0,8.25,33.0,25.0,24.0
A Dhar,2,18,30.0,0,7,0,0,3.0,10.0,30.0,38.89,18.0
A Dineshi,1,7,20.0,0,1,8,1,1.2,17.14,20.0,14.29,7.0
Zaheer Ibrahim,1,6,3.0,0,3,0,0,1.0,3.0,3.0,50.0,6.0
G Obukor,3,43,28.0,0,28,0,0,7.2,3.91,28.0,65.12,43.0
A Kayuni,1,6,12.0,0,2,6,0,1.0,12.0,12.0,33.33,6.0
Yasser Nazir,1,6,16.0,0,0,1,0,1.0,16.0,16.0,0.0,6.0
Yin Chenhao,1,6,5.0,0,3,2,0,1.0,5.0,5.0,50.0,6.0
Yousuf Ali,1,6,15.0,0,2,0,0,1.0,15.0,15.0,33.33,6.0
Yousuf Youhana,1,1,1.0,0,0,0,0,0.2,6.0,1.0,0.0,1.0
ZB Ender,1,20,16.0,0,12,5,2,3.3,4.8,16.0,60.0,20.0
Zahir Mohammed,1,6,23.0,0,1,1,0,1.0,23.0,23.0,16.67,6.0
Zou Kui,1,12,37.0,0,2,3,0,2.0,18.5,37.0,16.67,12.0
Zubair Al Balushi,4,60,78.0,0,23,4,0,10.0,7.8,78.0,38.33,60.0
Zuber Sunasara,1,2,2.0,0,0,0,0,0.3,6.0,2.0,0.0,2.0
A Aitken,3,42,40.0,0,12,2,0,7.0,5.71,40.0,28.57,42.0
Zulqarnain Haider (2),1,18,7.0,0,13,2,0,3.0,2.33,7.0,72.22,18.0
Sabreen Zaki,3,30,42.0,0,13,5,0,5.0,8.4,42.0,43.33,30.0
B Isaac,4,60,90.0,0,21,7,0,10.0,9.0,90.0,35.0,60.0
P Sapesa,2,30,34.0,0,14,0,0,5.0,6.8,34.0,46.67,30.0
P Silas,2,13,34.0,0,3,0,1,2.2,15.69,34.0,23.08,13.0
FLV Pula,1,6,8.0,0,2,2,0,1.0,8.0,8.0,33.33,6.0
G Urjindulam,2,14,29.0,0,2,7,2,2.3,12.43,29.0,14.29,14.0
GA Guy,1,18,20.0,0,11,1,0,3.0,6.67,20.0,61.11,18.0
GBK Roland,2,30,78.0,0,5,5,0,5.0,15.6,78.0,16.67,30.0
OJR Groves,2,13,41.0,0,3,5,0,2.2,18.92,41.0,23.08,13.0
OK Mohamed,1,3,6.0,0,1,0,0,0.5,12.0,6.0,33.33,3.0
Krish Bhagat,3,36,63.0,0,15,0,0,6.0,10.5,63.0,41.67,36.0
Kyshona A Knight,2,24,32.0,0,6,2,0,4.0,8.0,32.0,25.0,24.0
L Berthe,1,7,14.0,0,2,1,1,1.2,12.0,14.0,28.57,7.0
YJC Altamirano,1,6,16.0,0,3,2,0,1.0,16.0,16.0,50.0,6.0
A Lazic,3,19,45.0,0,1,1,0,3.2,14.21,45.0,5.26,19.0
A Magdalenic,3,22,67.0,0,3,8,2,3.7,18.27,67.0,13.64,22.0
P Prasanth,1,6,18.0,0,3,0,0,1.0,18.0,18.0,50.0,6.0
P Ray Barman,1,24,56.0,0,2,0,0,4.0,14.0,56.0,8.33,24.0
O Jones,1,48,38.0,0,26,0,0,8.0,4.75,38.0,54.17,48.0
PJ te Beest,1,19,23.0,0,5,2,1,3.2,7.26,23.0,26.32,19.0
F Suluoto,1,6,16.0,0,1,0,0,1.0,16.0,16.0,16.67,6.0
KNA Bandara,2,12,10.0,0,6,0,0,2.0,5.0,10.0,50.0,12.0
KO Elliott,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
Kinaanath Ismail,1,25,60.0,0,3,0,1,4.2,14.4,60.0,12.0,25.0
Komal Zanzad,1,12,22.0,0,3,0,0,2.0,11.0,22.0,25.0,12.0
Komang Putra,1,6,8.0,0,2,1,0,1.0,8.0,8.0,33.33,6.0
PG Raut,1,18,17.0,0,5,0,0,3.0,5.67,17.0,27.78,18.0
PG Wintz,2,30,38.0,0,12,1,0,5.0,7.6,38.0,40.0,30.0
PJ Malan,1,12,5.0,0,10,0,0,2.0,2.5,5.0,83.33,12.0
GF Cardos,1,6,12.0,0,0,0,0,1.0,12.0,12.0,0.0,6.0
GH Bodi,1,6,8.0,0,1,0,0,1.0,8.0,8.0,16.67,6.0
GI Gokoel,3,24,41.0,0,6,1,0,4.0,10.25,41.0,25.0,24.0
Nur Izzatul Syafiqa,1,6,11.0,0,0,2,0,1.0,11.0,11.0,0.0,6.0
O Davies,4,25,32.0,0,5,1,0,4.2,7.68,32.0,20.0,25.0
J Merlo,4,30,42.0,0,8,1,0,5.0,8.4,42.0,26.67,30.0
J Newland,1,12,14.0,0,4,2,0,2.0,7.0,14.0,33.33,12.0
J Ogolla,1,12,10.0,0,7,3,0,2.0,5.0,10.0,58.33,12.0
J Perry,1,12,30.0,0,2,3,0,2.0,15.0,30.0,16.67,12.0
J Post,1,6,12.0,0,0,1,0,1.0,12.0,12.0,0.0,6.0
MNK Fernando,1,12,22.0,0,1,0,0,2.0,11.0,22.0,8.33,12.0
MO Kain,2,34,53.0,0,11,0,0,5.7,9.35,53.0,32.35,34.0
BE Johnson,1,12,32.0,0,4,0,0,2.0,16.0,32.0,33.33,12.0
Sarfraz Ahmed,2,16,21.0,0,7,0,0,2.7,7.88,21.0,43.75,16.0
Asif Iqbal (1),1,24,32.0,0,9,0,0,4.0,8.0,32.0,37.5,24.0
Asif Khan,1,6,3.0,0,3,0,0,1.0,3.0,3.0,50.0,6.0
Asim Ashraf,3,60,115.0,0,22,3,0,10.0,11.5,115.0,36.67,60.0
Assad Borham,1,6,12.0,0,0,0,0,1.0,12.0,12.0,0.0,6.0
JD Campbell,4,73,44.0,0,47,1,0,12.2,3.62,44.0,64.38,73.0
J Marples,1,6,14.0,0,1,0,0,1.0,14.0,14.0,16.67,6.0
J Masquater,2,11,12.0,0,3,0,1,1.8,6.55,12.0,27.27,11.0
San Nyo Htwe,1,6,5.0,0,5,1,0,1.0,5.0,5.0,83.33,6.0
Sandeep Nair,2,24,43.0,0,10,1,0,4.0,10.75,43.0,41.67,24.0
Sangay Yangzom,3,30,48.0,0,7,2,0,5.0,9.6,48.0,23.33,30.0
Sanjana Rao,1,7,6.0,0,3,0,1,1.2,5.14,6.0,42.86,7.0
Sanjida Islam,1,7,12.0,0,3,1,1,1.2,10.29,12.0,42.86,7.0
Santosh Yadav,1,6,11.0,0,1,0,0,1.0,11.0,11.0,16.67,6.0
Saqib Naveed,2,19,48.0,0,1,6,1,3.2,15.16,48.0,5.26,19.0
